onset	duration	trial_type	braille_stimulus	targets	response_count
176.216	5.008	6_DOT_DETECTION	DBA#C	1	n/a
178.504	n/a	RESPONSE	n/a	n/a	1/1
181.25	1.008	FIXCROSS	n/a	n/a	n/a
182.266	5.008	6_DOT_DETECTION	KTIŁŁ	0	n/a
187.3	1.008	FIXCROSS	n/a	n/a	n/a
188.316	5.008	6_DOT_DETECTION	BLCLK	0	n/a
193.35	1.008	FIXCROSS	n/a	n/a	n/a
194.366	5.009	6_DOT_DETECTION	ESY##	2	n/a
196.96	n/a	RESPONSE	n/a	n/a	1/2
198.64	n/a	RESPONSE	n/a	n/a	2/2
199.4	1.008	FIXCROSS	n/a	n/a	n/a
200.416	5.008	6_DOT_DETECTION	STO#E	1	n/a
203.0	n/a	RESPONSE	n/a	n/a	1/1
206.958	2.008	CUE_REST	n/a	n/a	n/a
211.458	1.008	FIXCROSS	n/a	n/a	n/a
217.508	1.008	FIXCROSS	n/a	n/a	n/a
225.567	2.008	CUE_6_DOT	n/a	n/a	n/a
231.567	1.008	FIXCROSS	n/a	n/a	n/a
232.583	5.008	6_DOT_DETECTION	#ULE#	2	n/a
233.88	n/a	RESPONSE	n/a	n/a	1/2
236.296	n/a	RESPONSE	n/a	n/a	2/2
237.617	1.008	FIXCROSS	n/a	n/a	n/a
238.633	5.008	6_DOT_DETECTION	#SAD#	2	n/a
240.056	n/a	RESPONSE	n/a	n/a	1/2
242.4	n/a	RESPONSE	n/a	n/a	2/2
243.667	1.008	FIXCROSS	n/a	n/a	n/a
244.683	5.008	6_DOT_DETECTION	AŁDLK	0	n/a
249.717	1.008	FIXCROSS	n/a	n/a	n/a
250.733	5.008	6_DOT_DETECTION	##PYŁ	2	n/a
252.04	n/a	RESPONSE	n/a	n/a	1/2
253.24	n/a	RESPONSE	n/a	n/a	2/2
255.28	n/a	RESPONSE	n/a	n/a	3/2
255.767	1.008	FIXCROSS	n/a	n/a	n/a
256.783	5.008	6_DOT_DETECTION	ŁPPTY	0	n/a
261.817	1.008	FIXCROSS	n/a	n/a	n/a
262.833	5.009	6_DOT_DETECTION	ŁY#SE	1	n/a
264.776	n/a	RESPONSE	n/a	n/a	1/1
265.8	n/a	RESPONSE	n/a	n/a	2/1
267.867	1.008	FIXCROSS	n/a	n/a	n/a
268.883	5.008	6_DOT_DETECTION	CIKUE	0	n/a
273.917	1.008	FIXCROSS	n/a	n/a	n/a
274.933	5.009	6_DOT_DETECTION	P#ŁUY	1	n/a
276.896	n/a	RESPONSE	n/a	n/a	1/1
281.975	2.008	CUE_REST	n/a	n/a	n/a
285.975	1.008	FIXCROSS	n/a	n/a	n/a
292.025	1.008	FIXCROSS	n/a	n/a	n/a
299.584	2.008	CUE_6_DOT	n/a	n/a	n/a
305.084	1.008	FIXCROSS	n/a	n/a	n/a
306.1	5.009	6_DOT_DETECTION	LLACB	0	n/a
311.134	1.008	FIXCROSS	n/a	n/a	n/a
312.15	5.009	6_DOT_DETECTION	OAICU	0	n/a
317.184	1.008	FIXCROSS	n/a	n/a	n/a
318.2	5.008	6_DOT_DETECTION	#MIS#	2	n/a
319.28	n/a	RESPONSE	n/a	n/a	1/2
322.296	n/a	RESPONSE	n/a	n/a	2/2
323.234	1.008	FIXCROSS	n/a	n/a	n/a
324.25	5.008	6_DOT_DETECTION	ŁCDCA	0	n/a
329.284	1.008	FIXCROSS	n/a	n/a	n/a
330.3	5.008	6_DOT_DETECTION	Y#LEK	1	n/a
332.88	n/a	RESPONSE	n/a	n/a	1/1
335.334	1.008	FIXCROSS	n/a	n/a	n/a
336.35	5.008	6_DOT_DETECTION	TAK#P	1	n/a
338.8	n/a	RESPONSE	n/a	n/a	1/1
340.2	n/a	RESPONSE	n/a	n/a	2/1
341.384	1.008	FIXCROSS	n/a	n/a	n/a
342.4	5.008	6_DOT_DETECTION	LSC##	2	n/a
345.24	n/a	RESPONSE	n/a	n/a	1/2
346.776	n/a	RESPONSE	n/a	n/a	2/2
347.434	1.008	FIXCROSS	n/a	n/a	n/a
348.45	5.008	6_DOT_DETECTION	BSEBL	0	n/a
354.492	2.008	CUE_REST	n/a	n/a	n/a
360.492	1.008	FIXCROSS	n/a	n/a	n/a
366.542	1.008	FIXCROSS	n/a	n/a	n/a
373.6	2.008	CUE_6_DOT	n/a	n/a	n/a
378.6	1.008	FIXCROSS	n/a	n/a	n/a
379.617	5.008	6_DOT_DETECTION	#DAT#	2	n/a
380.84	n/a	RESPONSE	n/a	n/a	1/2
383.92	n/a	RESPONSE	n/a	n/a	2/2
384.65	1.008	FIXCROSS	n/a	n/a	n/a
385.667	5.008	6_DOT_DETECTION	YEAAK	0	n/a
390.7	1.008	FIXCROSS	n/a	n/a	n/a
391.717	5.008	6_DOT_DETECTION	##IEY	2	n/a
392.76	n/a	RESPONSE	n/a	n/a	1/2
394.36	n/a	RESPONSE	n/a	n/a	2/2
396.75	1.008	FIXCROSS	n/a	n/a	n/a
397.767	5.008	6_DOT_DETECTION	SOK#Ł	1	n/a
400.68	n/a	RESPONSE	n/a	n/a	1/1
402.8	1.008	FIXCROSS	n/a	n/a	n/a
403.817	5.008	6_DOT_DETECTION	##MAK	2	n/a
405.04	n/a	RESPONSE	n/a	n/a	1/2
406.2	n/a	RESPONSE	n/a	n/a	2/2
408.85	1.008	FIXCROSS	n/a	n/a	n/a
409.867	5.009	6_DOT_DETECTION	OYŁ#Ł	1	n/a
412.68	n/a	RESPONSE	n/a	n/a	1/1
414.176	n/a	RESPONSE	n/a	n/a	2/1
414.9	1.008	FIXCROSS	n/a	n/a	n/a
415.917	5.008	6_DOT_DETECTION	##POP	2	n/a
417.256	n/a	RESPONSE	n/a	n/a	1/2
418.56	n/a	RESPONSE	n/a	n/a	2/2
420.95	1.008	FIXCROSS	n/a	n/a	n/a
421.967	5.008	6_DOT_DETECTION	ŁSCPT	0	n/a
428.009	2.008	CUE_REST	n/a	n/a	n/a
435.009	1.008	FIXCROSS	n/a	n/a	n/a
441.059	1.008	FIXCROSS	n/a	n/a	n/a
