onset	duration	condition	trial_type	braille_stimulus	response_val	response_type
108.583	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
109.6	5.008	LEXICAL_DECISION	WORD	MILI	n/a	n/a
115.696	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
116.632	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
117.65	5.008	LEXICAL_DECISION	PSEUDOWORD	OSIED	n/a	n/a
123.872	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
124.683	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
125.7	5.008	LEXICAL_DECISION	PSEUDOWORD	DIMKI	n/a	n/a
131.872	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
132.733	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
133.75	5.008	LEXICAL_DECISION	PSEUDOWORD	IBEA	n/a	n/a
139.856	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
142.3	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
146.8	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
147.816	5.008	6_DOT_DETECTION	NO_6-DOT	KDIY	n/a	n/a
152.392	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
154.85	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
155.866	5.008	6_DOT_DETECTION	6-DOT	#ST#	n/a	n/a
159.016	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
162.899	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
163.916	5.008	6_DOT_DETECTION	NO_6-DOT	KARAC	n/a	n/a
166.656	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
170.95	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
171.966	5.008	6_DOT_DETECTION	NO_6-DOT	UUCEU	n/a	n/a
174.536	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
179.0	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
180.016	5.008	6_DOT_DETECTION	NO_6-DOT	RYŁA	n/a	n/a
182.232	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	FALSE_ALARM
188.558	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
195.058	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
196.074	5.009	LEXICAL_DECISION	WORD	ISTOT	n/a	n/a
202.656	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
203.108	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
204.125	5.008	LEXICAL_DECISION	WORD	DATKI	n/a	n/a
210.312	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
211.158	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
212.175	5.008	LEXICAL_DECISION	WORD	TAM	n/a	n/a
218.632	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
219.208	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
220.225	5.008	LEXICAL_DECISION	PSEUDOWORD	SEMO	n/a	n/a
225.736	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
227.258	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
228.275	5.008	LEXICAL_DECISION	PSEUDOWORD	KLES	n/a	n/a
234.136	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
236.816	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
242.316	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
243.333	5.008	6_DOT_DETECTION	6-DOT	OD##K	n/a	n/a
246.096	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
250.367	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
251.383	5.008	6_DOT_DETECTION	6-DOT	#UY#R	n/a	n/a
253.512	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
258.417	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
259.433	5.008	6_DOT_DETECTION	6-DOT	##A	n/a	n/a
261.136	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
266.467	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
267.483	5.008	6_DOT_DETECTION	NO_6-DOT	RDCD	n/a	n/a
274.517	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
275.533	5.008	6_DOT_DETECTION	NO_6-DOT	MTŁM	n/a	n/a
278.536	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
284.575	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
290.575	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
291.592	5.008	LEXICAL_DECISION	WORD	BILET	n/a	n/a
297.736	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
298.625	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
299.642	5.008	LEXICAL_DECISION	WORD	KLAS	n/a	n/a
304.656	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
306.674	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
307.692	5.008	LEXICAL_DECISION	WORD	DOLE	n/a	n/a
313.912	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
314.725	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
315.742	5.008	LEXICAL_DECISION	PSEUDOWORD	ALIAT	n/a	n/a
322.775	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
323.696	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
323.792	5.008	LEXICAL_DECISION	PSEUDOWORD	MADO	n/a	n/a
329.696	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
332.834	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
338.834	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
339.85	5.008	6_DOT_DETECTION	6-DOT	#DU#B	n/a	n/a
342.952	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
346.883	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
347.9	5.008	6_DOT_DETECTION	6-DOT	#II#	n/a	n/a
350.496	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
354.934	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
355.95	5.008	6_DOT_DETECTION	6-DOT	##ŁB	n/a	n/a
358.816	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
362.984	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
364.0	5.008	6_DOT_DETECTION	NO_6-DOT	MRŁŁK	n/a	n/a
366.192	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
371.034	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
372.05	5.008	6_DOT_DETECTION	NO_6-DOT	KCKD	n/a	n/a
373.952	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
380.592	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
386.092	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
387.109	5.008	LEXICAL_DECISION	PSEUDOWORD	SOM	n/a	n/a
393.456	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
394.142	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
395.159	5.008	LEXICAL_DECISION	WORD	TEST	n/a	n/a
401.232	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
402.191	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
403.209	5.008	LEXICAL_DECISION	WORD	MAKAK	n/a	n/a
409.992	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
410.241	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
411.259	5.008	LEXICAL_DECISION	PSEUDOWORD	CEKI	n/a	n/a
417.912	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
418.291	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
419.309	5.008	LEXICAL_DECISION	WORD	CALEM	n/a	n/a
425.152	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
427.85	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
433.35	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
434.367	5.008	6_DOT_DETECTION	NO_6-DOT	YŁE	n/a	n/a
436.792	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
441.4	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
442.417	5.008	6_DOT_DETECTION	6-DOT	O##T	n/a	n/a
445.176	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
449.45	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
450.467	5.008	6_DOT_DETECTION	6-DOT	#E#I	n/a	n/a
452.896	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
457.5	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
458.517	5.008	6_DOT_DETECTION	NO_6-DOT	ALSA	n/a	n/a
460.792	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
465.551	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
466.567	5.008	6_DOT_DETECTION	6-DOT	##ILU	n/a	n/a
468.056	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
474.609	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
479.609	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
480.626	5.008	LEXICAL_DECISION	PSEUDOWORD	OCA	n/a	n/a
486.152	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
487.658	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
488.676	5.008	LEXICAL_DECISION	PSEUDOWORD	KLE	n/a	n/a
493.176	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
495.709	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
496.726	5.008	LEXICAL_DECISION	WORD	MODA	n/a	n/a
501.112	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
503.759	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
504.776	5.008	LEXICAL_DECISION	WORD	MAT	n/a	n/a
509.912	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
511.809	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
512.826	5.008	LEXICAL_DECISION	PSEUDOWORD	KACIE	n/a	n/a
519.296	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
520.867	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
527.867	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
528.884	5.008	6_DOT_DETECTION	NO_6-DOT	TAŁ	n/a	n/a
531.056	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
535.918	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
536.934	5.008	6_DOT_DETECTION	NO_6-DOT	PCŁ	n/a	n/a
538.832	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
543.968	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
544.984	5.008	6_DOT_DETECTION	6-DOT	KI##	n/a	n/a
546.736	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
552.017	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
553.034	5.008	6_DOT_DETECTION	6-DOT	##A	n/a	n/a
555.832	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
560.068	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
561.084	5.008	6_DOT_DETECTION	NO_6-DOT	YITPE	n/a	n/a
565.992	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	FALSE_ALARM
569.626	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
576.126	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
577.143	5.008	LEXICAL_DECISION	WORD	BOLI	n/a	n/a
582.816	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
584.176	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
585.193	5.008	LEXICAL_DECISION	PSEUDOWORD	COLI	n/a	n/a
589.912	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
592.226	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
593.243	5.008	LEXICAL_DECISION	PSEUDOWORD	COL	n/a	n/a
599.592	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
600.276	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
601.293	5.008	LEXICAL_DECISION	WORD	LEK	n/a	n/a
606.336	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
608.326	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
609.343	5.008	LEXICAL_DECISION	WORD	SETKA	n/a	n/a
615.056	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
617.884	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
622.384	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
623.401	5.008	6_DOT_DETECTION	6-DOT	##DD	n/a	n/a
627.336	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
630.434	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
631.451	5.008	6_DOT_DETECTION	NO_6-DOT	RPTU	n/a	n/a
633.953	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	FALSE_ALARM
638.484	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
639.501	5.008	6_DOT_DETECTION	NO_6-DOT	DAK	n/a	n/a
641.488	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
646.534	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
647.551	5.008	6_DOT_DETECTION	6-DOT	##K	n/a	n/a
649.409	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
654.584	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
655.601	5.008	6_DOT_DETECTION	6-DOT	AY##E	n/a	n/a
657.272	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
664.143	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
669.643	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
670.66	5.008	LEXICAL_DECISION	PSEUDOWORD	TIST	n/a	n/a
677.209	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
677.692	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
678.71	5.008	LEXICAL_DECISION	WORD	BALE	n/a	n/a
682.993	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
685.743	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
686.76	5.008	LEXICAL_DECISION	PSEUDOWORD	LETO	n/a	n/a
692.953	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
693.793	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
694.81	5.008	LEXICAL_DECISION	PSEUDOWORD	KLOIK	n/a	n/a
701.673	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
701.843	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
701.993	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
702.86	5.008	LEXICAL_DECISION	WORD	MATKO	n/a	n/a
708.833	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
710.901	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
715.901	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
716.918	5.009	6_DOT_DETECTION	NO_6-DOT	TLMP	n/a	n/a
719.393	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
723.951	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
724.968	5.008	6_DOT_DETECTION	6-DOT	#D#E	n/a	n/a
727.529	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
732.001	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
733.018	5.008	6_DOT_DETECTION	NO_6-DOT	MRIŁ	n/a	n/a
736.113	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
740.051	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
741.068	5.008	6_DOT_DETECTION	NO_6-DOT	OŁDRB	n/a	n/a
743.273	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
748.101	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
749.118	5.008	6_DOT_DETECTION	6-DOT	KPT##	n/a	n/a
753.073	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
