onset	duration	condition	trial_type	braille_stimulus	response_val	response_type
171.954	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-SSŁKM	n/a	n/a
177.298	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
178.987	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
180.004	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-DDŁ	n/a	n/a
183.193	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
188.546	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
195.046	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
196.062	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-DOKI	n/a	n/a
198.021	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
203.096	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
204.112	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-DASY	n/a	n/a
208.946	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
211.146	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
212.162	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-ŁAPY	n/a	n/a
215.746	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
219.196	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
220.212	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-UMYSŁ	n/a	n/a
224.081	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
227.246	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
228.262	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-ILOMA	n/a	n/a
231.922	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
236.804	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
242.304	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
243.32	5.009	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-SŁ#M#	n/a	n/a
246.688	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
250.354	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
251.371	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-KCTD	n/a	n/a
254.952	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
258.404	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
259.421	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-#KT#	n/a	n/a
261.371	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
266.454	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
267.471	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-P##Ł	n/a	n/a
269.958	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
274.504	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
275.521	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-ŁMT	n/a	n/a
278.791	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
284.562	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
290.562	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
291.579	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-PŁAKI	n/a	n/a
293.373	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
298.612	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
299.629	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-KOT	n/a	n/a
301.566	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
306.662	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
307.679	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-CULE 	n/a	n/a
314.712	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
315.729	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-PASMO	n/a	n/a
318.637	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
322.762	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
323.779	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-METCE	n/a	n/a
326.649	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
332.821	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
338.821	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
339.838	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-TKM	n/a	n/a
342.746	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	FALSE_ALARM
346.871	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
347.888	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-BKPM	n/a	n/a
352.348	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
354.921	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
355.938	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-STMKŁ	n/a	n/a
359.921	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
362.971	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
363.988	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-##CL	n/a	n/a
365.711	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
371.02	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
372.038	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-LTLKŁ	n/a	n/a
376.747	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
380.579	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
386.079	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
387.096	5.009	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-STOLE	n/a	n/a
390.071	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
394.129	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
395.146	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-BOBAS	n/a	n/a
398.033	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
402.179	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
403.196	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-DASIE	n/a	n/a
407.519	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
410.229	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
411.246	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-LEDI	n/a	n/a
414.853	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
418.279	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
419.296	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-BILOT	n/a	n/a
424.359	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
427.838	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
433.338	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
434.354	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-L#B#	n/a	n/a
436.507	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
441.387	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
442.404	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-#KŁ#	n/a	n/a
445.813	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
449.438	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
450.454	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-KCK	n/a	n/a
453.662	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
457.488	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
458.504	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-LT##	n/a	n/a
461.535	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
465.537	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
466.554	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-DDTLK	n/a	n/a
469.771	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	FALSE_ALARM
474.596	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
479.596	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
480.613	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-SYM	n/a	n/a
483.755	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
487.646	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
488.663	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-PTAK	n/a	n/a
491.011	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
495.696	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
496.713	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-PKAŁ	n/a	n/a
502.178	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
503.746	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
504.763	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-BOSKI	n/a	n/a
508.766	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
511.796	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
512.813	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-POD	n/a	n/a
514.957	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
520.855	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
527.854	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
528.871	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-DLBL	n/a	n/a
531.356	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	FALSE_ALARM
535.905	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
536.921	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-#K#	n/a	n/a
538.907	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
543.954	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
544.971	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-K#CL#	n/a	n/a
546.931	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
552.005	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
553.021	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-K#L#	n/a	n/a
555.582	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
560.054	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
561.071	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-Ł##	n/a	n/a
564.265	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
569.613	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
576.113	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
577.13	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-PUTY	n/a	n/a
582.526	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
584.163	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
585.18	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-OTAL	n/a	n/a
589.357	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
592.213	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
593.23	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-MITKI	n/a	n/a
597.177	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
600.263	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
601.28	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-KLICE	n/a	n/a
604.381	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
608.313	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
609.33	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-SMO	n/a	n/a
613.258	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
617.872	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
622.372	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
623.388	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-PMDŁ	n/a	n/a
627.031	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
630.422	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
631.438	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-BŁSL	n/a	n/a
635.847	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
638.472	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
639.488	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-SM#K#	n/a	n/a
642.058	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
646.522	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
647.538	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-MLMK	n/a	n/a
652.09	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
654.571	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
655.588	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-#K#	n/a	n/a
657.827	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
664.13	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
669.63	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
670.646	5.009	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-TUPAŁ	n/a	n/a
674.633	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
677.68	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
678.697	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-DYSK	n/a	n/a
682.553	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
685.73	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
686.747	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-TYM	n/a	n/a
691.216	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
693.78	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
694.797	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-KPU	n/a	n/a
697.615	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
701.83	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
702.847	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-CYLI	n/a	n/a
706.367	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
710.888	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
715.888	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
716.905	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-##LŁ	n/a	n/a
719.721	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
723.938	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
724.955	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-LM#M#	n/a	n/a
728.503	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
731.988	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
733.005	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-M##	n/a	n/a
735.567	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
740.038	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
741.055	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-DKŁKŁ	n/a	n/a
744.41	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
748.088	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
749.105	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-PKTL	n/a	n/a
753.892	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	FALSE_ALARM
