onset	duration	trial_type	modality	stimulus	word	operation	recalled	rt
300001	10000	Volume31	n/a	n/a	n/a	n/a	NaN	NaN
310001	10000	Volume32	n/a	n/a	n/a	n/a	NaN	NaN
320001	10000	Volume33	n/a	n/a	n/a	n/a	NaN	NaN
330001	10000	Volume34	n/a	n/a	n/a	n/a	NaN	NaN
336064	15000	Stimulus Onset	Visual	FARM	POTATO	retrieval	1	1.46750628080645
340001	10000	Volume35	n/a	n/a	n/a	n/a	NaN	NaN
350001	10000	Volume36	n/a	n/a	n/a	n/a	NaN	NaN
360001	10000	Volume37	n/a	n/a	n/a	n/a	NaN	NaN
370001	10000	Volume38	n/a	n/a	n/a	n/a	NaN	NaN
380001	10000	Volume39	n/a	n/a	n/a	n/a	NaN	NaN
386118	15000	Stimulus Onset	Visual	UNDERWATER	POND	retrieval	1	0.838830730203881
390001	10000	Volume40	n/a	n/a	n/a	n/a	NaN	NaN
400001	10000	Volume41	n/a	n/a	n/a	n/a	NaN	NaN
410001	10000	Volume42	n/a	n/a	n/a	n/a	NaN	NaN
420001	10000	Volume43	n/a	n/a	n/a	n/a	NaN	NaN
430001	10000	Volume44	n/a	n/a	n/a	n/a	NaN	NaN
436175	15000	Stimulus Onset	Visual	WATERMILL	CARP	retrieval	1	1.34231366086988
440001	10000	Volume45	n/a	n/a	n/a	n/a	NaN	NaN
450001	10000	Volume46	n/a	n/a	n/a	n/a	NaN	NaN
460001	10000	Volume47	n/a	n/a	n/a	n/a	NaN	NaN
470001	10000	Volume48	n/a	n/a	n/a	n/a	NaN	NaN
480001	10000	Volume49	n/a	n/a	n/a	n/a	NaN	NaN
486990	15000	Stimulus Onset	Visual	UNDERWATER	WALNUT	retrieval	1	0.799723563036423
490001	10000	Volume50	n/a	n/a	n/a	n/a	NaN	NaN
500001	10000	Volume51	n/a	n/a	n/a	n/a	NaN	NaN
510001	10000	Volume52	n/a	n/a	n/a	n/a	NaN	NaN
520001	10000	Volume53	n/a	n/a	n/a	n/a	NaN	NaN
530001	10000	Volume54	n/a	n/a	n/a	n/a	NaN	NaN
537323	15000	Stimulus Onset	Visual	UNDERWATER	SKIN	retrieval	0	NaN
540001	10000	Volume55	n/a	n/a	n/a	n/a	NaN	NaN
550001	10000	Volume56	n/a	n/a	n/a	n/a	NaN	NaN
560001	10000	Volume57	n/a	n/a	n/a	n/a	NaN	NaN
570001	10000	Volume58	n/a	n/a	n/a	n/a	NaN	NaN
580001	10000	Volume59	n/a	n/a	n/a	n/a	NaN	NaN
587457	15000	Stimulus Onset	Visual	FARM	MAN	retrieval	1	0.916908626988516
590001	10000	Volume60	n/a	n/a	n/a	n/a	NaN	NaN
600001	10000	Volume61	n/a	n/a	n/a	n/a	NaN	NaN
610001	10000	Volume62	n/a	n/a	n/a	n/a	NaN	NaN
620001	10000	Volume63	n/a	n/a	n/a	n/a	NaN	NaN
630001	10000	Volume64	n/a	n/a	n/a	n/a	NaN	NaN
637605	15000	Stimulus Onset	Visual	FARM	HADDOCK	retrieval	1	2.51257051663015
640001	10000	Volume65	n/a	n/a	n/a	n/a	NaN	NaN
650001	10000	Volume66	n/a	n/a	n/a	n/a	NaN	NaN
660001	10000	Volume67	n/a	n/a	n/a	n/a	NaN	NaN
670001	10000	Volume68	n/a	n/a	n/a	n/a	NaN	NaN
680001	10000	Volume69	n/a	n/a	n/a	n/a	NaN	NaN
687682	15000	Stimulus Onset	Visual	BIKE	HORN	retrieval	0	NaN
690001	10000	Volume70	n/a	n/a	n/a	n/a	NaN	NaN
700001	10000	Volume71	n/a	n/a	n/a	n/a	NaN	NaN
710001	10000	Volume72	n/a	n/a	n/a	n/a	NaN	NaN
720001	10000	Volume73	n/a	n/a	n/a	n/a	NaN	NaN
730001	10000	Volume74	n/a	n/a	n/a	n/a	NaN	NaN
737751	15000	Stimulus Onset	Visual	FARM	OTTER	retrieval	1	2.69531895446562
740001	10000	Volume75	n/a	n/a	n/a	n/a	NaN	NaN
750001	10000	Volume76	n/a	n/a	n/a	n/a	NaN	NaN
760001	10000	Volume77	n/a	n/a	n/a	n/a	NaN	NaN
770001	10000	Volume78	n/a	n/a	n/a	n/a	NaN	NaN
780001	10000	Volume79	n/a	n/a	n/a	n/a	NaN	NaN
787886	15000	Stimulus Onset	Visual	BIKE	JEEP	retrieval	1	0.921048540676566
790001	10000	Volume80	n/a	n/a	n/a	n/a	NaN	NaN
800001	10000	Volume81	n/a	n/a	n/a	n/a	NaN	NaN
810001	10000	Volume82	n/a	n/a	n/a	n/a	NaN	NaN
820001	10000	Volume83	n/a	n/a	n/a	n/a	NaN	NaN
830001	10000	Volume84	n/a	n/a	n/a	n/a	NaN	NaN
837952	15000	Stimulus Onset	Visual	UNDERWATER	DAISY	retrieval	1	0.938695469880258
840001	10000	Volume85	n/a	n/a	n/a	n/a	NaN	NaN
850001	10000	Volume86	n/a	n/a	n/a	n/a	NaN	NaN
860001	10000	Volume87	n/a	n/a	n/a	n/a	NaN	NaN
870001	10000	Volume88	n/a	n/a	n/a	n/a	NaN	NaN
880001	10000	Volume89	n/a	n/a	n/a	n/a	NaN	NaN
888018	15000	Stimulus Onset	Visual	WATERMILL	PYRAMID	retrieval	1	1.11586143861314
890001	10000	Volume90	n/a	n/a	n/a	n/a	NaN	NaN
900001	10000	Volume91	n/a	n/a	n/a	n/a	NaN	NaN
910001	10000	Volume92	n/a	n/a	n/a	n/a	NaN	NaN
920001	10000	Volume93	n/a	n/a	n/a	n/a	NaN	NaN
930001	10000	Volume94	n/a	n/a	n/a	n/a	NaN	NaN
938084	15000	Stimulus Onset	Visual	FARM	EEL	retrieval	1	0.962297656624287
940001	10000	Volume95	n/a	n/a	n/a	n/a	NaN	NaN
950001	10000	Volume96	n/a	n/a	n/a	n/a	NaN	NaN
960001	10000	Volume97	n/a	n/a	n/a	n/a	NaN	NaN
970001	10000	Volume98	n/a	n/a	n/a	n/a	NaN	NaN
980001	10000	Volume99	n/a	n/a	n/a	n/a	NaN	NaN
988150	15000	Stimulus Onset	Visual	FARM	EGG	retrieval	0	NaN
990001	10000	Volume100	n/a	n/a	n/a	n/a	NaN	NaN
1000001	10000	Volume101	n/a	n/a	n/a	n/a	NaN	NaN
1010001	10000	Volume102	n/a	n/a	n/a	n/a	NaN	NaN
1020001	10000	Volume103	n/a	n/a	n/a	n/a	NaN	NaN
1030001	10000	Volume104	n/a	n/a	n/a	n/a	NaN	NaN
1038299	15000	Stimulus Onset	Visual	BIKE	BURRO	retrieval	1	0.885444075546729
1040001	10000	Volume105	n/a	n/a	n/a	n/a	NaN	NaN
1050001	10000	Volume106	n/a	n/a	n/a	n/a	NaN	NaN
1060001	10000	Volume107	n/a	n/a	n/a	n/a	NaN	NaN
1070001	10000	Volume108	n/a	n/a	n/a	n/a	NaN	NaN
1080001	10000	Volume109	n/a	n/a	n/a	n/a	NaN	NaN
1088365	15000	Stimulus Onset	Visual	BIKE	HEN	retrieval	0	1.45876250539186
1090001	10000	Volume110	n/a	n/a	n/a	n/a	NaN	NaN
1100001	10000	Volume111	n/a	n/a	n/a	n/a	NaN	NaN
1110001	10000	Volume112	n/a	n/a	n/a	n/a	NaN	NaN
1120001	10000	Volume113	n/a	n/a	n/a	n/a	NaN	NaN
1130001	10000	Volume114	n/a	n/a	n/a	n/a	NaN	NaN
1138431	15000	Stimulus Onset	Visual	FARM	STEAK	retrieval	1	0.974234131060257
1140001	10000	Volume115	n/a	n/a	n/a	n/a	NaN	NaN
1150001	10000	Volume116	n/a	n/a	n/a	n/a	NaN	NaN
1160001	10000	Volume117	n/a	n/a	n/a	n/a	NaN	NaN
1170001	10000	Volume118	n/a	n/a	n/a	n/a	NaN	NaN
1180001	10000	Volume119	n/a	n/a	n/a	n/a	NaN	NaN
1188497	15000	Stimulus Onset	Visual	UNDERWATER	PANTS	retrieval	1	1.00659095992523
1190001	10000	Volume120	n/a	n/a	n/a	n/a	NaN	NaN
1200001	10000	Volume121	n/a	n/a	n/a	n/a	NaN	NaN
1210001	10000	Volume122	n/a	n/a	n/a	n/a	NaN	NaN
1220001	10000	Volume123	n/a	n/a	n/a	n/a	NaN	NaN
1230001	10000	Volume124	n/a	n/a	n/a	n/a	NaN	NaN
1238565	15000	Stimulus Onset	Visual	FARM	COFFEE	retrieval	1	1.11993554835044
1240001	10000	Volume125	n/a	n/a	n/a	n/a	NaN	NaN
1250001	10000	Volume126	n/a	n/a	n/a	n/a	NaN	NaN
1260001	10000	Volume127	n/a	n/a	n/a	n/a	NaN	NaN
1270001	10000	Volume128	n/a	n/a	n/a	n/a	NaN	NaN
1280001	10000	Volume129	n/a	n/a	n/a	n/a	NaN	NaN
1288712	15000	Stimulus Onset	Visual	WATERMILL	SPARROW	retrieval	1	2.42179185365148
1290001	10000	Volume130	n/a	n/a	n/a	n/a	NaN	NaN
1300001	10000	Volume131	n/a	n/a	n/a	n/a	NaN	NaN
1310001	10000	Volume132	n/a	n/a	n/a	n/a	NaN	NaN
1320001	10000	Volume133	n/a	n/a	n/a	n/a	NaN	NaN
1330001	10000	Volume134	n/a	n/a	n/a	n/a	NaN	NaN
1338862	15000	Stimulus Onset	Visual	WATERMILL	BEEF	retrieval	1	1.76546415480789
1340001	10000	Volume135	n/a	n/a	n/a	n/a	NaN	NaN
1350001	10000	Volume136	n/a	n/a	n/a	n/a	NaN	NaN
1360001	10000	Volume137	n/a	n/a	n/a	n/a	NaN	NaN
1370001	10000	Volume138	n/a	n/a	n/a	n/a	NaN	NaN
1380001	10000	Volume139	n/a	n/a	n/a	n/a	NaN	NaN
1389261	15000	Stimulus Onset	Visual	BIKE	SKUNK	retrieval	1	1.00228170671289
1390001	10000	Volume140	n/a	n/a	n/a	n/a	NaN	NaN
1400001	10000	Volume141	n/a	n/a	n/a	n/a	NaN	NaN
1410001	10000	Volume142	n/a	n/a	n/a	n/a	NaN	NaN
1420001	10000	Volume143	n/a	n/a	n/a	n/a	NaN	NaN
1430001	10000	Volume144	n/a	n/a	n/a	n/a	NaN	NaN
1439327	15000	Stimulus Onset	Visual	WATERMILL	HERRING	retrieval	1	0.981600249450821
1440001	10000	Volume145	n/a	n/a	n/a	n/a	NaN	NaN
1450001	10000	Volume146	n/a	n/a	n/a	n/a	NaN	NaN
1460001	10000	Volume147	n/a	n/a	n/a	n/a	NaN	NaN
1470001	10000	Volume148	n/a	n/a	n/a	n/a	NaN	NaN
1480001	10000	Volume149	n/a	n/a	n/a	n/a	NaN	NaN
1489476	15000	Stimulus Onset	Visual	UNDERWATER	BUTTER	retrieval	1	0.590339014105666
1490001	10000	Volume150	n/a	n/a	n/a	n/a	NaN	NaN
1500001	10000	Volume151	n/a	n/a	n/a	n/a	NaN	NaN
1510001	10000	Volume152	n/a	n/a	n/a	n/a	NaN	NaN
1520001	10000	Volume153	n/a	n/a	n/a	n/a	NaN	NaN
1530001	10000	Volume154	n/a	n/a	n/a	n/a	NaN	NaN
1539542	15000	Stimulus Onset	Visual	WATERMILL	BENCH	retrieval	1	1.30772976068238
1540001	10000	Volume155	n/a	n/a	n/a	n/a	NaN	NaN
1550001	10000	Volume156	n/a	n/a	n/a	n/a	NaN	NaN
1560001	10000	Volume157	n/a	n/a	n/a	n/a	NaN	NaN
1570001	10000	Volume158	n/a	n/a	n/a	n/a	NaN	NaN
1580001	10000	Volume159	n/a	n/a	n/a	n/a	NaN	NaN
1589691	15000	Stimulus Onset	Visual	BIKE	CANOE	retrieval	1	0.622451643906061
1590001	10000	Volume160	n/a	n/a	n/a	n/a	NaN	NaN
1600001	10000	Volume161	n/a	n/a	n/a	n/a	NaN	NaN
1610001	10000	Volume162	n/a	n/a	n/a	n/a	NaN	NaN
1620001	10000	Volume163	n/a	n/a	n/a	n/a	NaN	NaN
1630001	10000	Volume164	n/a	n/a	n/a	n/a	NaN	NaN
1639841	15000	Stimulus Onset	Visual	UNDERWATER	BLANKET	retrieval	1	0.930196799090481
1640001	10000	Volume165	n/a	n/a	n/a	n/a	NaN	NaN
1650001	10000	Volume166	n/a	n/a	n/a	n/a	NaN	NaN
1660001	10000	Volume167	n/a	n/a	n/a	n/a	NaN	NaN
1670001	10000	Volume168	n/a	n/a	n/a	n/a	NaN	NaN
1680001	10000	Volume169	n/a	n/a	n/a	n/a	NaN	NaN
1689990	15000	Stimulus Onset	Visual	UNDERWATER	PILLOW	retrieval	1	0.618961921548362
1690001	10000	Volume170	n/a	n/a	n/a	n/a	NaN	NaN
1700001	10000	Volume171	n/a	n/a	n/a	n/a	NaN	NaN
1710001	10000	Volume172	n/a	n/a	n/a	n/a	NaN	NaN
1720001	10000	Volume173	n/a	n/a	n/a	n/a	NaN	NaN
1730001	10000	Volume174	n/a	n/a	n/a	n/a	NaN	NaN
1740001	10000	Volume175	n/a	n/a	n/a	n/a	NaN	NaN
1740139	15000	Stimulus Onset	Visual	FARM	STOAT	retrieval	0	NaN
1750001	10000	Volume176	n/a	n/a	n/a	n/a	NaN	NaN
1760001	10000	Volume177	n/a	n/a	n/a	n/a	NaN	NaN
1770001	10000	Volume178	n/a	n/a	n/a	n/a	NaN	NaN
1780001	10000	Volume179	n/a	n/a	n/a	n/a	NaN	NaN
1790001	10000	Volume180	n/a	n/a	n/a	n/a	NaN	NaN
1790205	15000	Stimulus Onset	Visual	WATERMILL	HARE	retrieval	0	2.14296632739388
1800001	10000	Volume181	n/a	n/a	n/a	n/a	NaN	NaN
1810001	10000	Volume182	n/a	n/a	n/a	n/a	NaN	NaN
1820001	10000	Volume183	n/a	n/a	n/a	n/a	NaN	NaN
1830001	10000	Volume184	n/a	n/a	n/a	n/a	NaN	NaN
1840001	10000	Volume185	n/a	n/a	n/a	n/a	NaN	NaN
1840354	15000	Stimulus Onset	Visual	UNDERWATER	CREAM	retrieval	1	0.852929075716929
1850001	10000	Volume186	n/a	n/a	n/a	n/a	NaN	NaN
1860001	10000	Volume187	n/a	n/a	n/a	n/a	NaN	NaN
1870001	10000	Volume188	n/a	n/a	n/a	n/a	NaN	NaN
1880001	10000	Volume189	n/a	n/a	n/a	n/a	NaN	NaN
1890001	10000	Volume190	n/a	n/a	n/a	n/a	NaN	NaN
1890504	15000	Stimulus Onset	Visual	FARM	CHALK	retrieval	1	0.949605040461392
1900001	10000	Volume191	n/a	n/a	n/a	n/a	NaN	NaN
1910001	10000	Volume192	n/a	n/a	n/a	n/a	NaN	NaN
1920001	10000	Volume193	n/a	n/a	n/a	n/a	NaN	NaN
1930001	10000	Volume194	n/a	n/a	n/a	n/a	NaN	NaN
1940001	10000	Volume195	n/a	n/a	n/a	n/a	NaN	NaN
1940570	15000	Stimulus Onset	Visual	UNDERWATER	ORNAMENT	retrieval	1	0.834031569596846
1950001	10000	Volume196	n/a	n/a	n/a	n/a	NaN	NaN
1960001	10000	Volume197	n/a	n/a	n/a	n/a	NaN	NaN
1970001	10000	Volume198	n/a	n/a	n/a	n/a	NaN	NaN
1980001	10000	Volume199	n/a	n/a	n/a	n/a	NaN	NaN
1990001	10000	Volume200	n/a	n/a	n/a	n/a	NaN	NaN
1990719	15000	Stimulus Onset	Visual	BIKE	AXE	retrieval	1	0.857765364241459
2000001	10000	Volume201	n/a	n/a	n/a	n/a	NaN	NaN
2010001	10000	Volume202	n/a	n/a	n/a	n/a	NaN	NaN
2020001	10000	Volume203	n/a	n/a	n/a	n/a	NaN	NaN
2030001	10000	Volume204	n/a	n/a	n/a	n/a	NaN	NaN
2040001	10000	Volume205	n/a	n/a	n/a	n/a	NaN	NaN
2040957	15000	Stimulus Onset	Visual	WATERMILL	BIRCH	retrieval	1	1.17170786305905
2050001	10000	Volume206	n/a	n/a	n/a	n/a	NaN	NaN
2060001	10000	Volume207	n/a	n/a	n/a	n/a	NaN	NaN
2070001	10000	Volume208	n/a	n/a	n/a	n/a	NaN	NaN
2080001	10000	Volume209	n/a	n/a	n/a	n/a	NaN	NaN
2090001	10000	Volume210	n/a	n/a	n/a	n/a	NaN	NaN
2091017	15000	Stimulus Onset	Visual	WATERMILL	SUN	retrieval	1	1.60314029734309
2100001	10000	Volume211	n/a	n/a	n/a	n/a	NaN	NaN
2110001	10000	Volume212	n/a	n/a	n/a	n/a	NaN	NaN
2120001	10000	Volume213	n/a	n/a	n/a	n/a	NaN	NaN
2130001	10000	Volume214	n/a	n/a	n/a	n/a	NaN	NaN
2140001	10000	Volume215	n/a	n/a	n/a	n/a	NaN	NaN
2141095	15000	Stimulus Onset	Visual	BIKE	MOUNTAIN	retrieval	1	1.05241254488919
2150001	10000	Volume216	n/a	n/a	n/a	n/a	NaN	NaN
2160001	10000	Volume217	n/a	n/a	n/a	n/a	NaN	NaN
2170001	10000	Volume218	n/a	n/a	n/a	n/a	NaN	NaN
2180001	10000	Volume219	n/a	n/a	n/a	n/a	NaN	NaN
2190001	10000	Volume220	n/a	n/a	n/a	n/a	NaN	NaN
2191169	15000	Stimulus Onset	Visual	FARM	MANURE	retrieval	1	1.44301543887468
2200001	10000	Volume221	n/a	n/a	n/a	n/a	NaN	NaN
2210001	10000	Volume222	n/a	n/a	n/a	n/a	NaN	NaN
2220001	10000	Volume223	n/a	n/a	n/a	n/a	NaN	NaN
2230001	10000	Volume224	n/a	n/a	n/a	n/a	NaN	NaN
2240001	10000	Volume225	n/a	n/a	n/a	n/a	NaN	NaN
2241299	15000	Stimulus Onset	Visual	FARM	BEETLE	retrieval	1	1.73055334783658
2250001	10000	Volume226	n/a	n/a	n/a	n/a	NaN	NaN
2260001	10000	Volume227	n/a	n/a	n/a	n/a	NaN	NaN
2270001	10000	Volume228	n/a	n/a	n/a	n/a	NaN	NaN
2280001	10000	Volume229	n/a	n/a	n/a	n/a	NaN	NaN
2290001	10000	Volume230	n/a	n/a	n/a	n/a	NaN	NaN
2291365	15000	Stimulus Onset	Visual	BIKE	PINEAPPLE	retrieval	1	1.37598475763207
2300001	10000	Volume231	n/a	n/a	n/a	n/a	NaN	NaN
2310001	10000	Volume232	n/a	n/a	n/a	n/a	NaN	NaN
2320001	10000	Volume233	n/a	n/a	n/a	n/a	NaN	NaN
2330001	10000	Volume234	n/a	n/a	n/a	n/a	NaN	NaN
2340001	10000	Volume235	n/a	n/a	n/a	n/a	NaN	NaN
2341431	15000	Stimulus Onset	Visual	BIKE	RAT	retrieval	1	0.9484045711406
2350001	10000	Volume236	n/a	n/a	n/a	n/a	NaN	NaN
2360001	10000	Volume237	n/a	n/a	n/a	n/a	NaN	NaN
2370001	10000	Volume238	n/a	n/a	n/a	n/a	NaN	NaN
2380001	10000	Volume239	n/a	n/a	n/a	n/a	NaN	NaN
2390001	10000	Volume240	n/a	n/a	n/a	n/a	NaN	NaN
2391497	15000	Stimulus Onset	Visual	WATERMILL	LEMONADE	retrieval	1	1.35496311205588
2400001	10000	Volume241	n/a	n/a	n/a	n/a	NaN	NaN
2410001	10000	Volume242	n/a	n/a	n/a	n/a	NaN	NaN
2420001	10000	Volume243	n/a	n/a	n/a	n/a	NaN	NaN
2430001	10000	Volume244	n/a	n/a	n/a	n/a	NaN	NaN
2440001	10000	Volume245	n/a	n/a	n/a	n/a	NaN	NaN
2450001	10000	Volume246	n/a	n/a	n/a	n/a	NaN	NaN
2460001	10000	Volume247	n/a	n/a	n/a	n/a	NaN	NaN
2470001	10000	Volume248	n/a	n/a	n/a	n/a	NaN	NaN
2480001	10000	Volume249	n/a	n/a	n/a	n/a	NaN	NaN
2490001	10000	Volume250	n/a	n/a	n/a	n/a	NaN	NaN
2500001	10000	Volume251	n/a	n/a	n/a	n/a	NaN	NaN
2510001	10000	Volume252	n/a	n/a	n/a	n/a	NaN	NaN
2520001	10000	Volume253	n/a	n/a	n/a	n/a	NaN	NaN
2530001	10000	Volume254	n/a	n/a	n/a	n/a	NaN	NaN
2540001	10000	Volume255	n/a	n/a	n/a	n/a	NaN	NaN
