onset	duration	parametric_modulation	regressor	description
138.16	1	-0.0083333	11	HV NoGo - by value
164.16	1	0.021667	11	HV NoGo - by value
172.16	1	-0.038333	11	HV NoGo - by value
177.17	1	0.041667	11	HV NoGo - by value
205.17	1	-0.018333	11	HV NoGo - by value
218.17	1	0.0016667	11	HV NoGo - by value
2.3852	1	1	12	LV NoGo
19.379	1	1	12	LV NoGo
47.38	1	1	12	LV NoGo
88.38	1	1	12	LV NoGo
102.38	1	1	12	LV NoGo
115.38	1	1	12	LV NoGo
134.16	1	1	12	LV NoGo
156.16	1	1	12	LV NoGo
159.16	1	1	12	LV NoGo
174.16	1	1	12	LV NoGo
201.17	1	1	12	LV NoGo
214.17	1	1	12	LV NoGo
2.3852	1	-0.027778	13	LV NoGo - by choice
19.379	1	-0.027778	13	LV NoGo - by choice
47.38	1	-0.027778	13	LV NoGo - by choice
88.38	1	0.055556	13	LV NoGo - by choice
102.38	1	0.055556	13	LV NoGo - by choice
115.38	1	-0.027778	13	LV NoGo - by choice
134.16	1	-0.027778	13	LV NoGo - by choice
156.16	1	-0.027778	13	LV NoGo - by choice
159.16	1	0.055556	13	LV NoGo - by choice
174.16	1	0.055556	13	LV NoGo - by choice
201.17	1	-0.027778	13	LV NoGo - by choice
214.17	1	-0.027778	13	LV NoGo - by choice
2.3852	1	0.013333	14	LV NoGo - by value
19.379	1	-0.0066667	14	LV NoGo - by value
47.38	1	0.013333	14	LV NoGo - by value
88.38	1	-0.076667	14	LV NoGo - by value
102.38	1	0.013333	14	LV NoGo - by value
115.38	1	0.043333	14	LV NoGo - by value
134.16	1	0.043333	14	LV NoGo - by value
156.16	1	0.013333	14	LV NoGo - by value
159.16	1	-0.076667	14	LV NoGo - by value
174.16	1	0.013333	14	LV NoGo - by value
201.17	1	-0.0066667	14	LV NoGo - by value
214.17	1	0.013333	14	LV NoGo - by value
0	0	0	15	Go - missed
0	0	0	16	NoGo - erroneous response
12.379	1	1	17	NoGo - Sanity and fillers
16.379	1	1	17	NoGo - Sanity and fillers
21.379	1	1	17	NoGo - Sanity and fillers
24.379	1	1	17	NoGo - Sanity and fillers
32.379	1	1	17	NoGo - Sanity and fillers
36.379	1	1	17	NoGo - Sanity and fillers
40.38	1	1	17	NoGo - Sanity and fillers
60.38	1	1	17	NoGo - Sanity and fillers
62.38	1	1	17	NoGo - Sanity and fillers
64.38	1	1	17	NoGo - Sanity and fillers
72.38	1	1	17	NoGo - Sanity and fillers
78.382	1	1	17	NoGo - Sanity and fillers
80.382	1	1	17	NoGo - Sanity and fillers
98.38	1	1	17	NoGo - Sanity and fillers
105.38	1	1	17	NoGo - Sanity and fillers
119.38	1	1	17	NoGo - Sanity and fillers
124.17	1	1	17	NoGo - Sanity and fillers
126.16	1	1	17	NoGo - Sanity and fillers
132.16	1	1	17	NoGo - Sanity and fillers
145.16	1	1	17	NoGo - Sanity and fillers
148.16	1	1	17	NoGo - Sanity and fillers
150.16	1	1	17	NoGo - Sanity and fillers
168.16	1	1	17	NoGo - Sanity and fillers
185.17	1	1	17	NoGo - Sanity and fillers
195.17	1	1	17	NoGo - Sanity and fillers
209.17	1	1	17	NoGo - Sanity and fillers
216.17	1	1	17	NoGo - Sanity and fillers
220.17	1	1	17	NoGo - Sanity and fillers
224.17	1	1	17	NoGo - Sanity and fillers
233.17	1	1	17	NoGo - Sanity and fillers
237.17	1	1	17	NoGo - Sanity and fillers
244.17	1	1	17	NoGo - Sanity and fillers
5.3791	1	0.16058	18	All Go - by RT
9.3791	1	-0.083433	18	All Go - by RT
27.379	1	-0.018708	18	All Go - by RT
51.38	1	-0.011156	18	All Go - by RT
53.38	1	-0.057061	18	All Go - by RT
68.38	1	0.14756	18	All Go - by RT
82.382	1	-0.015562	18	All Go - by RT
84.38	1	-0.08557	18	All Go - by RT
92.38	1	-0.059652	18	All Go - by RT
94.38	1	-0.081735	18	All Go - by RT
112.38	1	0.016943	18	All Go - by RT
122.38	1	-0.054231	18	All Go - by RT
129.16	1	0.0083791	18	All Go - by RT
143.16	1	0.0011427	18	All Go - by RT
166.16	1	-0.047151	18	All Go - by RT
180.17	1	-0.061464	18	All Go - by RT
183.17	1	-0.042872	18	All Go - by RT
189.17	1	0.034067	18	All Go - by RT
191.17	1	0.016638	18	All Go - by RT
193.17	1	-0.040827	18	All Go - by RT
197.17	1	0.07341	18	All Go - by RT
212.17	1	0.026184	18	All Go - by RT
226.17	1	0.22195	18	All Go - by RT
240.17	1	-0.047431	18	All Go - by RT
