onset	duration	parametric_modulation	regressor	description
64.403	1	1	17	NoGo - Sanity and fillers
82.403	1	1	17	NoGo - Sanity and fillers
90.403	1	1	17	NoGo - Sanity and fillers
92.403	1	1	17	NoGo - Sanity and fillers
94.403	1	1	17	NoGo - Sanity and fillers
98.403	1	1	17	NoGo - Sanity and fillers
105.4	1	1	17	NoGo - Sanity and fillers
115.4	1	1	17	NoGo - Sanity and fillers
124.2	1	1	17	NoGo - Sanity and fillers
126.19	1	1	17	NoGo - Sanity and fillers
134.19	1	1	17	NoGo - Sanity and fillers
148.19	1	1	17	NoGo - Sanity and fillers
164.19	1	1	17	NoGo - Sanity and fillers
172.19	1	1	17	NoGo - Sanity and fillers
185.2	1	1	17	NoGo - Sanity and fillers
191.2	1	1	17	NoGo - Sanity and fillers
197.2	1	1	17	NoGo - Sanity and fillers
201.2	1	1	17	NoGo - Sanity and fillers
205.2	1	1	17	NoGo - Sanity and fillers
209.19	1	1	17	NoGo - Sanity and fillers
214.19	1	1	17	NoGo - Sanity and fillers
220.19	1	1	17	NoGo - Sanity and fillers
226.19	1	1	17	NoGo - Sanity and fillers
244.19	1	1	17	NoGo - Sanity and fillers
2.4019	1	0.041037	18	All Go - by RT
5.4016	1	0.061388	18	All Go - by RT
19.402	1	0.095934	18	All Go - by RT
51.405	1	0.064692	18	All Go - by RT
55.406	1	-0.025033	18	All Go - by RT
60.403	1	0.095455	18	All Go - by RT
72.403	1	0.025272	18	All Go - by RT
78.403	1	-0.090756	18	All Go - by RT
84.403	1	0.017103	18	All Go - by RT
110.4	1	-0.01824	18	All Go - by RT
112.4	1	0.068749	18	All Go - by RT
122.4	1	-0.063399	18	All Go - by RT
129.19	1	-0.006852	18	All Go - by RT
143.19	1	-0.0081905	18	All Go - by RT
150.19	1	0.14062	18	All Go - by RT
159.19	1	-0.029967	18	All Go - by RT
177.19	1	-0.097147	18	All Go - by RT
180.19	1	-0.24967	18	All Go - by RT
183.2	1	-0.10614	18	All Go - by RT
189.2	1	-0.040266	18	All Go - by RT
193.2	1	0.025099	18	All Go - by RT
195.2	1	0.06892	18	All Go - by RT
216.19	1	0.019917	18	All Go - by RT
240.19	1	0.011464	18	All Go - by RT
