onset	duration	parametric_modulation	regressor	description
41.38	1	0.013333	14	LV NoGo - by value
51.38	1	0.013333	14	LV NoGo - by value
65.38	1	-0.076667	14	LV NoGo - by value
108.38	1	0.013333	14	LV NoGo - by value
124.16	1	0.013333	14	LV NoGo - by value
162.16	1	-0.0066667	14	LV NoGo - by value
165.16	1	-0.076667	14	LV NoGo - by value
180.16	1	0.013333	14	LV NoGo - by value
201.15	1	0.013333	14	LV NoGo - by value
210.15	1	0.043333	14	LV NoGo - by value
0	0	0	15	Go - missed
0	0	0	16	NoGo - erroneous response
9.3805	1	1	17	NoGo - Sanity and fillers
22.379	1	1	17	NoGo - Sanity and fillers
30.38	1	1	17	NoGo - Sanity and fillers
35.38	1	1	17	NoGo - Sanity and fillers
59.38	1	1	17	NoGo - Sanity and fillers
70.38	1	1	17	NoGo - Sanity and fillers
73.38	1	1	17	NoGo - Sanity and fillers
82.38	1	1	17	NoGo - Sanity and fillers
86.38	1	1	17	NoGo - Sanity and fillers
90.38	1	1	17	NoGo - Sanity and fillers
94.38	1	1	17	NoGo - Sanity and fillers
96.38	1	1	17	NoGo - Sanity and fillers
98.381	1	1	17	NoGo - Sanity and fillers
106.38	1	1	17	NoGo - Sanity and fillers
112.38	1	1	17	NoGo - Sanity and fillers
114.38	1	1	17	NoGo - Sanity and fillers
128.15	1	1	17	NoGo - Sanity and fillers
135.15	1	1	17	NoGo - Sanity and fillers
137.15	1	1	17	NoGo - Sanity and fillers
147.15	1	1	17	NoGo - Sanity and fillers
156.16	1	1	17	NoGo - Sanity and fillers
169.16	1	1	17	NoGo - Sanity and fillers
171.16	1	1	17	NoGo - Sanity and fillers
173.16	1	1	17	NoGo - Sanity and fillers
176.16	1	1	17	NoGo - Sanity and fillers
183.16	1	1	17	NoGo - Sanity and fillers
187.15	1	1	17	NoGo - Sanity and fillers
192.15	1	1	17	NoGo - Sanity and fillers
199.15	1	1	17	NoGo - Sanity and fillers
213.15	1	1	17	NoGo - Sanity and fillers
219.15	1	1	17	NoGo - Sanity and fillers
239.15	1	1	17	NoGo - Sanity and fillers
2.38	1	0.22511	18	All Go - by RT
15.381	1	0.042991	18	All Go - by RT
24.379	1	-0.061249	18	All Go - by RT
28.38	1	-0.010391	18	All Go - by RT
39.38	1	-0.023624	18	All Go - by RT
47.38	1	-0.015759	18	All Go - by RT
55.38	1	0.075255	18	All Go - by RT
62.38	1	-0.0099025	18	All Go - by RT
68.38	1	0.037185	18	All Go - by RT
77.38	1	0.04495	18	All Go - by RT
110.38	1	-0.03913	18	All Go - by RT
120.38	1	0.012292	18	All Go - by RT
130.15	1	-0.029408	18	All Go - by RT
139.15	1	0.030134	18	All Go - by RT
143.15	1	-0.093542	18	All Go - by RT
145.15	1	-0.042011	18	All Go - by RT
150.15	1	0.0081752	18	All Go - by RT
152.16	1	-0.049183	18	All Go - by RT
221.15	1	-0.0065875	18	All Go - by RT
224.15	1	-0.01014	18	All Go - by RT
226.15	1	0.00049067	18	All Go - by RT
230.15	1	-0.022159	18	All Go - by RT
241.15	1	0.034046	18	All Go - by RT
244.15	1	-0.097547	18	All Go - by RT
