onset	duration	trial_type	braille_stimulus	targets	response_count
104.731	1.008	FIXCROSS	n/a	n/a	n/a
105.748	5.008	6_DOT_DETECTION	ASA#S	1	n/a
108.947	n/a	RESPONSE	n/a	n/a	1/1
110.781	1.008	FIXCROSS	n/a	n/a	n/a
111.798	5.008	6_DOT_DETECTION	D#DOM	1	n/a
116.337	n/a	RESPONSE	n/a	n/a	1/1
116.831	1.008	FIXCROSS	n/a	n/a	n/a
117.848	5.008	6_DOT_DETECTION	#BYT#	2	n/a
118.628	n/a	RESPONSE	n/a	n/a	1/2
121.163	n/a	RESPONSE	n/a	n/a	2/2
122.881	1.008	FIXCROSS	n/a	n/a	n/a
123.898	5.008	6_DOT_DETECTION	B#KOS	1	n/a
130.44	2.008	CUE_REST	n/a	n/a	n/a
136.94	1.008	FIXCROSS	n/a	n/a	n/a
142.99	1.008	FIXCROSS	n/a	n/a	n/a
150.548	2.008	CUE_6_DOT	n/a	n/a	n/a
157.048	1.008	FIXCROSS	n/a	n/a	n/a
158.064	5.009	6_DOT_DETECTION	KEBI#	1	n/a
160.521	n/a	RESPONSE	n/a	n/a	1/1
163.098	1.009	FIXCROSS	n/a	n/a	n/a
164.115	5.008	6_DOT_DETECTION	OSI##	2	n/a
166.642	n/a	RESPONSE	n/a	n/a	1/2
168.134	n/a	RESPONSE	n/a	n/a	2/2
169.148	1.008	FIXCROSS	n/a	n/a	n/a
170.165	5.008	6_DOT_DETECTION	ŁIOOI	0	n/a
175.198	1.008	FIXCROSS	n/a	n/a	n/a
176.215	5.008	6_DOT_DETECTION	YOIUC	0	n/a
177.082	n/a	RESPONSE	n/a	n/a	1/0
181.248	1.008	FIXCROSS	n/a	n/a	n/a
182.265	5.008	6_DOT_DETECTION	YMEKP	0	n/a
183.138	n/a	RESPONSE	n/a	n/a	1/0
186.024	n/a	RESPONSE	n/a	n/a	2/0
187.298	1.008	FIXCROSS	n/a	n/a	n/a
188.314	5.009	6_DOT_DETECTION	LOS#O	1	n/a
190.771	n/a	RESPONSE	n/a	n/a	1/1
193.348	1.008	FIXCROSS	n/a	n/a	n/a
194.365	5.008	6_DOT_DETECTION	##ILU	2	n/a
195.319	n/a	RESPONSE	n/a	n/a	1/2
197.183	n/a	RESPONSE	n/a	n/a	2/2
199.398	1.008	FIXCROSS	n/a	n/a	n/a
200.415	5.008	6_DOT_DETECTION	PLLIU	0	n/a
206.957	2.008	CUE_REST	n/a	n/a	n/a
211.457	1.008	FIXCROSS	n/a	n/a	n/a
217.507	1.008	FIXCROSS	n/a	n/a	n/a
225.565	2.008	CUE_6_DOT	n/a	n/a	n/a
231.565	1.008	FIXCROSS	n/a	n/a	n/a
232.582	5.008	6_DOT_DETECTION	Ł#TYM	1	n/a
234.221	n/a	RESPONSE	n/a	n/a	1/1
237.295	n/a	RESPONSE	n/a	n/a	2/1
237.615	1.008	FIXCROSS	n/a	n/a	n/a
238.632	5.008	6_DOT_DETECTION	KOŁ#Y	1	n/a
241.845	n/a	RESPONSE	n/a	n/a	1/1
243.062	n/a	RESPONSE	n/a	n/a	2/1
243.665	1.008	FIXCROSS	n/a	n/a	n/a
244.682	5.008	6_DOT_DETECTION	OYPTK	0	n/a
247.282	n/a	RESPONSE	n/a	n/a	1/0
249.715	1.008	FIXCROSS	n/a	n/a	n/a
250.732	5.008	6_DOT_DETECTION	YSPIU	0	n/a
251.658	n/a	RESPONSE	n/a	n/a	1/0
255.765	1.008	FIXCROSS	n/a	n/a	n/a
256.782	5.008	6_DOT_DETECTION	##CŁO	2	n/a
257.631	n/a	RESPONSE	n/a	n/a	1/2
259.342	n/a	RESPONSE	n/a	n/a	2/2
261.815	1.008	FIXCROSS	n/a	n/a	n/a
262.832	5.008	6_DOT_DETECTION	##ŁUT	2	n/a
263.778	n/a	RESPONSE	n/a	n/a	1/2
265.077	n/a	RESPONSE	n/a	n/a	2/2
267.865	1.008	FIXCROSS	n/a	n/a	n/a
268.882	5.008	6_DOT_DETECTION	#TŁO#	2	n/a
269.762	n/a	RESPONSE	n/a	n/a	1/2
273.132	n/a	RESPONSE	n/a	n/a	2/2
273.915	1.008	FIXCROSS	n/a	n/a	n/a
274.932	5.008	6_DOT_DETECTION	##ŁUP	2	n/a
276.937	n/a	RESPONSE	n/a	n/a	1/2
279.503	n/a	RESPONSE	n/a	n/a	2/2
281.974	2.008	CUE_REST	n/a	n/a	n/a
285.974	1.008	FIXCROSS	n/a	n/a	n/a
292.024	1.008	FIXCROSS	n/a	n/a	n/a
299.582	2.008	CUE_6_DOT	n/a	n/a	n/a
305.082	1.008	FIXCROSS	n/a	n/a	n/a
306.099	5.008	6_DOT_DETECTION	TŁSDB	0	n/a
311.132	1.008	FIXCROSS	n/a	n/a	n/a
312.148	5.009	6_DOT_DETECTION	D#BYK	1	n/a
313.467	n/a	RESPONSE	n/a	n/a	1/1
315.758	n/a	RESPONSE	n/a	n/a	2/1
317.182	1.008	FIXCROSS	n/a	n/a	n/a
318.199	5.008	6_DOT_DETECTION	AALC#	1	n/a
321.586	n/a	RESPONSE	n/a	n/a	1/1
323.232	1.008	FIXCROSS	n/a	n/a	n/a
324.249	5.008	6_DOT_DETECTION	LB#AA	1	n/a
326.042	n/a	RESPONSE	n/a	n/a	1/1
329.282	1.008	FIXCROSS	n/a	n/a	n/a
330.299	5.008	6_DOT_DETECTION	BUK##	2	n/a
332.54	n/a	RESPONSE	n/a	n/a	1/2
333.918	n/a	RESPONSE	n/a	n/a	2/2
335.332	1.008	FIXCROSS	n/a	n/a	n/a
336.349	5.008	6_DOT_DETECTION	##TIK	2	n/a
337.536	n/a	RESPONSE	n/a	n/a	1/2
338.818	n/a	RESPONSE	n/a	n/a	2/2
341.382	1.008	FIXCROSS	n/a	n/a	n/a
342.399	5.008	6_DOT_DETECTION	CACLO	0	n/a
347.432	1.008	FIXCROSS	n/a	n/a	n/a
348.449	5.008	6_DOT_DETECTION	CACKD	0	n/a
354.49	2.009	CUE_REST	n/a	n/a	n/a
360.491	1.008	FIXCROSS	n/a	n/a	n/a
366.541	1.008	FIXCROSS	n/a	n/a	n/a
373.599	2.008	CUE_6_DOT	n/a	n/a	n/a
378.599	1.008	FIXCROSS	n/a	n/a	n/a
379.616	5.008	6_DOT_DETECTION	DYL#A	1	n/a
381.947	n/a	RESPONSE	n/a	n/a	1/1
383.368	n/a	RESPONSE	n/a	n/a	2/1
384.649	1.008	FIXCROSS	n/a	n/a	n/a
385.666	5.008	6_DOT_DETECTION	KPDIA	0	n/a
390.699	1.008	FIXCROSS	n/a	n/a	n/a
391.716	5.008	6_DOT_DETECTION	EPEP#	1	n/a
395.088	n/a	RESPONSE	n/a	n/a	1/1
396.749	1.008	FIXCROSS	n/a	n/a	n/a
397.765	5.009	6_DOT_DETECTION	CUD##	2	n/a
400.468	n/a	RESPONSE	n/a	n/a	1/2
401.671	n/a	RESPONSE	n/a	n/a	2/2
402.799	1.008	FIXCROSS	n/a	n/a	n/a
403.816	5.008	6_DOT_DETECTION	O#ŁKA	1	n/a
405.244	n/a	RESPONSE	n/a	n/a	1/1
408.849	1.008	FIXCROSS	n/a	n/a	n/a
409.866	5.008	6_DOT_DETECTION	MIL##	2	n/a
412.541	n/a	RESPONSE	n/a	n/a	1/2
413.796	n/a	RESPONSE	n/a	n/a	2/2
414.899	1.008	FIXCROSS	n/a	n/a	n/a
415.916	5.008	6_DOT_DETECTION	OMCKC	0	n/a
420.948	1.009	FIXCROSS	n/a	n/a	n/a
421.966	5.008	6_DOT_DETECTION	OOEET	0	n/a
428.008	2.008	CUE_REST	n/a	n/a	n/a
435.008	1.008	FIXCROSS	n/a	n/a	n/a
441.058	1.008	FIXCROSS	n/a	n/a	n/a
