onset	duration	condition	trial_type	braille_stimulus	response_val	response_type
146.792	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
147.809	5.008	6_DOT_DETECTION	6-DOT	D#PK#	n/a	n/a
152.282	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
154.842	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
155.859	5.008	6_DOT_DETECTION	NO_6-DOT	MKRLA	n/a	n/a
160.835	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
162.893	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
163.909	5.008	6_DOT_DETECTION	NO_6-DOT	MBIY	n/a	n/a
167.006	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
170.942	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
171.959	5.008	6_DOT_DETECTION	6-DOT	K##L	n/a	n/a
175.049	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
178.993	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
180.009	5.008	6_DOT_DETECTION	NO_6-DOT	DLEC	n/a	n/a
183.163	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
188.551	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
195.051	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
196.068	5.008	LEXICAL_DECISION	PSEUDOWORD	COKA	n/a	n/a
200.824	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
203.101	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
204.118	5.008	LEXICAL_DECISION	WORD	KLOC	n/a	n/a
208.499	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
211.151	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
212.168	5.008	LEXICAL_DECISION	PSEUDOWORD	CABL	n/a	n/a
216.809	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
219.201	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
220.218	5.008	LEXICAL_DECISION	PSEUDOWORD	DABA	n/a	n/a
224.858	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
227.251	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
228.268	5.008	LEXICAL_DECISION	WORD	CACKA	n/a	n/a
235.069	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
236.81	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
242.31	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
243.326	5.008	6_DOT_DETECTION	NO_6-DOT	OLBA	n/a	n/a
246.858	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
250.359	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
251.376	5.008	6_DOT_DETECTION	6-DOT	#U#	n/a	n/a
253.442	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
258.41	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
259.426	5.008	6_DOT_DETECTION	NO_6-DOT	ŁCT	n/a	n/a
261.344	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
266.46	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
267.476	5.008	6_DOT_DETECTION	NO_6-DOT	TKDS	n/a	n/a
269.488	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
274.51	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
275.526	5.008	6_DOT_DETECTION	6-DOT	T##B	n/a	n/a
277.362	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
284.568	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
290.568	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
291.585	5.008	LEXICAL_DECISION	PSEUDOWORD	LOCKA	n/a	n/a
297.132	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
298.618	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
299.635	5.008	LEXICAL_DECISION	PSEUDOWORD	BLEDA	n/a	n/a
306.014	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
306.668	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
307.685	5.008	LEXICAL_DECISION	PSEUDOWORD	CELDO	n/a	n/a
313.159	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
314.718	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
315.735	5.008	LEXICAL_DECISION	WORD	KOLE	n/a	n/a
321.487	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
322.768	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
323.785	5.008	LEXICAL_DECISION	WORD	OBA	n/a	n/a
330.379	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
332.826	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
338.827	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
339.843	5.008	6_DOT_DETECTION	NO_6-DOT	DMBI	n/a	n/a
342.672	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
346.877	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
347.893	5.008	6_DOT_DETECTION	NO_6-DOT	KŁDBT	n/a	n/a
352.584	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
354.927	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
355.943	5.008	6_DOT_DETECTION	NO_6-DOT	LMACO	n/a	n/a
358.924	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
362.977	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
363.993	5.008	6_DOT_DETECTION	6-DOT	K##E	n/a	n/a
365.886	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
371.027	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
372.043	5.008	6_DOT_DETECTION	6-DOT	D##	n/a	n/a
373.71	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
380.585	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
386.085	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
387.101	5.009	LEXICAL_DECISION	PSEUDOWORD	ALOD	n/a	n/a
393.664	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
394.135	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
395.152	5.008	LEXICAL_DECISION	WORD	DBA	n/a	n/a
400.678	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
402.185	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
403.202	5.008	LEXICAL_DECISION	PSEUDOWORD	KAL	n/a	n/a
407.669	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
410.235	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
411.252	5.008	LEXICAL_DECISION	WORD	KOLBA	n/a	n/a
417.463	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
418.285	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
419.302	5.008	LEXICAL_DECISION	WORD	BUDKA	n/a	n/a
424.416	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
427.844	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
433.344	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
434.36	5.008	6_DOT_DETECTION	NO_6-DOT	BMK	n/a	n/a
437.08	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
441.394	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
442.41	5.008	6_DOT_DETECTION	6-DOT	#AK#	n/a	n/a
445.198	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
449.444	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
450.46	5.008	6_DOT_DETECTION	NO_6-DOT	BKCA	n/a	n/a
452.469	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
457.494	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
458.51	5.008	6_DOT_DETECTION	6-DOT	UD#Y#	n/a	n/a
461.873	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
465.544	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
466.56	5.008	6_DOT_DETECTION	6-DOT	##IK	n/a	n/a
468.608	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
474.602	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
479.602	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
480.619	5.008	LEXICAL_DECISION	WORD	KOCE	n/a	n/a
487.652	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
487.761	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
488.669	5.008	LEXICAL_DECISION	WORD	KOLE	n/a	n/a
495.099	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
495.702	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
496.719	5.008	LEXICAL_DECISION	PSEUDOWORD	COL	n/a	n/a
501.183	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
503.752	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
504.769	5.008	LEXICAL_DECISION	PSEUDOWORD	KACEB	n/a	n/a
511.026	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
511.802	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
512.819	5.008	LEXICAL_DECISION	WORD	KOCA	n/a	n/a
519.634	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
520.861	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
527.861	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
528.877	5.008	6_DOT_DETECTION	6-DOT	CA#O#	n/a	n/a
531.361	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
535.91	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
536.927	5.008	6_DOT_DETECTION	6-DOT	PD##	n/a	n/a
538.598	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
543.961	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
544.977	5.008	6_DOT_DETECTION	NO_6-DOT	LKE	n/a	n/a
546.813	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
552.011	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
553.027	5.008	6_DOT_DETECTION	NO_6-DOT	DTOŁ	n/a	n/a
555.094	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
560.061	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
561.077	5.008	6_DOT_DETECTION	6-DOT	#LOK#	n/a	n/a
564.49	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
569.619	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
576.119	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
577.135	5.009	LEXICAL_DECISION	PSEUDOWORD	DAK	n/a	n/a
583.435	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
584.169	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
585.186	5.008	LEXICAL_DECISION	PSEUDOWORD	EBLOD	n/a	n/a
591.272	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
592.219	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
593.236	5.008	LEXICAL_DECISION	PSEUDOWORD	KLABO	n/a	n/a
599.073	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
600.269	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
601.286	5.008	LEXICAL_DECISION	WORD	LABA	n/a	n/a
607.709	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
608.319	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
609.336	5.008	LEXICAL_DECISION	WORD	KOLCA	n/a	n/a
615.063	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
617.878	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
622.378	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
623.394	5.008	6_DOT_DETECTION	NO_6-DOT	DBKL	n/a	n/a
625.563	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
630.428	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
631.444	5.008	6_DOT_DETECTION	NO_6-DOT	PYSL	n/a	n/a
633.502	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	FALSE_ALARM
638.477	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
639.494	5.008	6_DOT_DETECTION	NO_6-DOT	LBIT	n/a	n/a
641.584	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
646.528	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
647.544	5.008	6_DOT_DETECTION	6-DOT	##P	n/a	n/a
649.163	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
654.578	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
655.594	5.008	6_DOT_DETECTION	6-DOT	#TOC#	n/a	n/a
658.135	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
664.136	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
669.636	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
670.653	5.008	LEXICAL_DECISION	PSEUDOWORD	BOD	n/a	n/a
673.689	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
677.686	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
678.703	5.008	LEXICAL_DECISION	WORD	DLA	n/a	n/a
682.415	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
685.736	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
686.753	5.008	LEXICAL_DECISION	WORD	OBCO	n/a	n/a
692.302	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
693.786	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
694.803	5.008	LEXICAL_DECISION	WORD	BOK	n/a	n/a
700.568	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
701.836	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
702.853	5.008	LEXICAL_DECISION	PSEUDOWORD	KEDA	n/a	n/a
709.2	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
710.895	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
715.895	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
716.911	5.008	6_DOT_DETECTION	NO_6-DOT	KBD	n/a	n/a
719.052	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
723.945	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
724.961	5.008	6_DOT_DETECTION	6-DOT	#L#	n/a	n/a
727.484	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
731.995	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
733.011	5.008	6_DOT_DETECTION	6-DOT	DE##A	n/a	n/a
735.303	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
740.045	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
741.061	5.008	6_DOT_DETECTION	6-DOT	KO##	n/a	n/a
743.78	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
748.095	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
749.112	5.008	6_DOT_DETECTION	NO_6-DOT	ADBD	n/a	n/a
751.134	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
