onset	duration	sample	trial_type	value
140	0.002	70001	Scanner	Scan Start
142	0.002	71001	Scanner	Scan Start
144	0.002	72001	Scanner	Scan Start
146	0.002	73001	Scanner	Scan Start
148	0.002	74001	Scanner	Scan Start
150	0.002	75001	Scanner	Scan Start
152	0.002	76001	Scanner	Scan Start
154	0.002	77001	Scanner	Scan Start
156	0.002	78001	Scanner	Scan Start
158	0.002	79001	Scanner	Scan Start
160	0.002	80001	Scanner	Scan Start
162	0.002	81001	Scanner	Scan Start
164	0.002	82001	Scanner	Scan Start
166	0.002	83001	Scanner	Scan Start
168	0.002	84001	Scanner	Scan Start
170	0.002	85001	Scanner	Scan Start
172	0.002	86001	Scanner	Scan Start
174	0.002	87001	Scanner	Scan Start
176	0.002	88001	Scanner	Scan Start
178	0.002	89001	Scanner	Scan Start
180	0.002	90001	Scanner	Scan Start
182	0.002	91001	Scanner	Scan Start
184	0.002	92001	Scanner	Scan Start
186	0.002	93001	Scanner	Scan Start
188	0.002	94001	Scanner	Scan Start
190	0.002	95001	Scanner	Scan Start
192	0.002	96001	Scanner	Scan Start
194	0.002	97001	Scanner	Scan Start
196	0.002	98001	Scanner	Scan Start
198	0.002	99001	Scanner	Scan Start
200	0.002	100001	Scanner	Scan Start
202	0.002	101001	Scanner	Scan Start
204	0.002	102001	Scanner	Scan Start
206	0.002	103001	Scanner	Scan Start
208	0.002	104001	Scanner	Scan Start
210	0.002	105001	Scanner	Scan Start
212	0.002	106001	Scanner	Scan Start
214	0.002	107001	Scanner	Scan Start
216	0.002	108001	Scanner	Scan Start
218	0.002	109001	Scanner	Scan Start
220	0.002	110001	Scanner	Scan Start
222	0.002	111001	Scanner	Scan Start
224	0.002	112001	Scanner	Scan Start
226	0.002	113001	Scanner	Scan Start
228	0.002	114001	Scanner	Scan Start
230	0.002	115001	Scanner	Scan Start
232	0.002	116001	Scanner	Scan Start
234	0.002	117001	Scanner	Scan Start
236	0.002	118001	Scanner	Scan Start
238	0.002	119001	Scanner	Scan Start
240	0.002	120001	Scanner	Scan Start
242	0.002	121001	Scanner	Scan Start
244	0.002	122001	Scanner	Scan Start
246	0.002	123001	Scanner	Scan Start
248	0.002	124001	Scanner	Scan Start
250	0.002	125001	Scanner	Scan Start
252	0.002	126001	Scanner	Scan Start
254	0.002	127001	Scanner	Scan Start
256	0.002	128001	Scanner	Scan Start
258	0.002	129001	Scanner	Scan Start
260	0.002	130001	Scanner	Scan Start
262	0.002	131001	Scanner	Scan Start
264	0.002	132001	Scanner	Scan Start
266	0.002	133001	Scanner	Scan Start
268	0.002	134001	Scanner	Scan Start
270	0.002	135001	Scanner	Scan Start
272	0.002	136001	Scanner	Scan Start
274	0.002	137001	Scanner	Scan Start
276	0.002	138001	Scanner	Scan Start
278	0.002	139001	Scanner	Scan Start
280	0.002	140001	Scanner	Scan Start
282	0.002	141001	Scanner	Scan Start
284	0.002	142001	Scanner	Scan Start
286	0.002	143001	Scanner	Scan Start
288	0.002	144001	Scanner	Scan Start
290	0.002	145001	Scanner	Scan Start
292	0.002	146001	Scanner	Scan Start
294	0.002	147001	Scanner	Scan Start
296	0.002	148001	Scanner	Scan Start
298	0.002	149001	Scanner	Scan Start
300	0.002	150001	Scanner	Scan Start
302	0.002	151001	Scanner	Scan Start
304	0.002	152001	Scanner	Scan Start
306	0.002	153001	Scanner	Scan Start
308	0.002	154001	Scanner	Scan Start
310	0.002	155001	Scanner	Scan Start
312	0.002	156001	Scanner	Scan Start
314	0.002	157001	Scanner	Scan Start
316	0.002	158001	Scanner	Scan Start
318	0.002	159001	Scanner	Scan Start
320	0.002	160001	Scanner	Scan Start
322	0.002	161001	Scanner	Scan Start
324	0.002	162001	Scanner	Scan Start
326	0.002	163001	Scanner	Scan Start
328	0.002	164001	Scanner	Scan Start
330	0.002	165001	Scanner	Scan Start
332	0.002	166001	Scanner	Scan Start
334	0.002	167001	Scanner	Scan Start
336	0.002	168001	Scanner	Scan Start
338	0.002	169001	Scanner	Scan Start
340	0.002	170001	Scanner	Scan Start
342	0.002	171001	Scanner	Scan Start
344	0.002	172001	Scanner	Scan Start
346	0.002	173001	Scanner	Scan Start
348	0.002	174001	Scanner	Scan Start
350	0.002	175001	Scanner	Scan Start
352	0.002	176001	Scanner	Scan Start
354	0.002	177001	Scanner	Scan Start
356	0.002	178001	Scanner	Scan Start
358	0.002	179001	Scanner	Scan Start
360	0.002	180001	Scanner	Scan Start
362	0.002	181001	Scanner	Scan Start
364	0.002	182001	Scanner	Scan Start
366	0.002	183001	Scanner	Scan Start
368	0.002	184001	Scanner	Scan Start
370	0.002	185001	Scanner	Scan Start
372	0.002	186001	Scanner	Scan Start
374	0.002	187001	Scanner	Scan Start
376	0.002	188001	Scanner	Scan Start
378	0.002	189001	Scanner	Scan Start
380	0.002	190001	Scanner	Scan Start
382	0.002	191001	Scanner	Scan Start
384	0.002	192001	Scanner	Scan Start
386	0.002	193001	Scanner	Scan Start
388	0.002	194001	Scanner	Scan Start
390	0.002	195001	Scanner	Scan Start
392	0.002	196001	Scanner	Scan Start
394	0.002	197001	Scanner	Scan Start
396	0.002	198001	Scanner	Scan Start
398	0.002	199001	Scanner	Scan Start
400	0.002	200001	Scanner	Scan Start
402	0.002	201001	Scanner	Scan Start
404	0.002	202001	Scanner	Scan Start
406	0.002	203001	Scanner	Scan Start
408	0.002	204001	Scanner	Scan Start
410	0.002	205001	Scanner	Scan Start
412	0.002	206001	Scanner	Scan Start
414	0.002	207001	Scanner	Scan Start
416	0.002	208001	Scanner	Scan Start
418	0.002	209001	Scanner	Scan Start
420	0.002	210001	Scanner	Scan Start
422	0.002	211001	Scanner	Scan Start
424	0.002	212001	Scanner	Scan Start
426	0.002	213001	Scanner	Scan Start
428	0.002	214001	Scanner	Scan Start
430	0.002	215001	Scanner	Scan Start
432	0.002	216001	Scanner	Scan Start
434	0.002	217001	Scanner	Scan Start
436	0.002	218001	Scanner	Scan Start
438	0.002	219001	Scanner	Scan Start
440	0.002	220001	Scanner	Scan Start
442	0.002	221001	Scanner	Scan Start
444	0.002	222001	Scanner	Scan Start
446	0.002	223001	Scanner	Scan Start
448	0.002	224001	Scanner	Scan Start
450	0.002	225001	Scanner	Scan Start
452	0.002	226001	Scanner	Scan Start
454	0.002	227001	Scanner	Scan Start
456	0.002	228001	Scanner	Scan Start
458	0.002	229001	Scanner	Scan Start
460	0.002	230001	Scanner	Scan Start
462	0.002	231001	Scanner	Scan Start
464	0.002	232001	Scanner	Scan Start
466	0.002	233001	Scanner	Scan Start
468	0.002	234001	Scanner	Scan Start
470	0.002	235001	Scanner	Scan Start
472	0.002	236001	Scanner	Scan Start
474	0.002	237001	Scanner	Scan Start
476	0.002	238001	Scanner	Scan Start
478	0.002	239001	Scanner	Scan Start
480	0.002	240001	Scanner	Scan Start
482	0.002	241001	Scanner	Scan Start
484	0.002	242001	Scanner	Scan Start
486	0.002	243001	Scanner	Scan Start
488	0.002	244001	Scanner	Scan Start
490	0.002	245001	Scanner	Scan Start
492	0.002	246001	Scanner	Scan Start
494	0.002	247001	Scanner	Scan Start
496	0.002	248001	Scanner	Scan Start
498	0.002	249001	Scanner	Scan Start
500	0.002	250001	Scanner	Scan Start
502	0.002	251001	Scanner	Scan Start
504	0.002	252001	Scanner	Scan Start
506	0.002	253001	Scanner	Scan Start
508	0.002	254001	Scanner	Scan Start
510	0.002	255001	Scanner	Scan Start
512	0.002	256001	Scanner	Scan Start
514	0.002	257001	Scanner	Scan Start
516	0.002	258001	Scanner	Scan Start
518	0.002	259001	Scanner	Scan Start
520	0.002	260001	Scanner	Scan Start
522	0.002	261001	Scanner	Scan Start
524	0.002	262001	Scanner	Scan Start
526	0.002	263001	Scanner	Scan Start
528	0.002	264001	Scanner	Scan Start
530	0.002	265001	Scanner	Scan Start
532	0.002	266001	Scanner	Scan Start
534	0.002	267001	Scanner	Scan Start
536	0.002	268001	Scanner	Scan Start
538	0.002	269001	Scanner	Scan Start
540	0.002	270001	Scanner	Scan Start
542	0.002	271001	Scanner	Scan Start
544	0.002	272001	Scanner	Scan Start
546	0.002	273001	Scanner	Scan Start
548	0.002	274001	Scanner	Scan Start
550	0.002	275001	Scanner	Scan Start
552	0.002	276001	Scanner	Scan Start
554	0.002	277001	Scanner	Scan Start
556	0.002	278001	Scanner	Scan Start
558	0.002	279001	Scanner	Scan Start
560	0.002	280001	Scanner	Scan Start
562	0.002	281001	Scanner	Scan Start
564	0.002	282001	Scanner	Scan Start
566	0.002	283001	Scanner	Scan Start
568	0.002	284001	Scanner	Scan Start
570	0.002	285001	Scanner	Scan Start
572	0.002	286001	Scanner	Scan Start
574	0.002	287001	Scanner	Scan Start
576	0.002	288001	Scanner	Scan Start
578	0.002	289001	Scanner	Scan Start
580	0.002	290001	Scanner	Scan Start
582	0.002	291001	Scanner	Scan Start
584	0.002	292001	Scanner	Scan Start
586	0.002	293001	Scanner	Scan Start
588	0.002	294001	Scanner	Scan Start
590	0.002	295001	Scanner	Scan Start
592	0.002	296001	Scanner	Scan Start
594	0.002	297001	Scanner	Scan Start
596	0.002	298001	Scanner	Scan Start
598	0.002	299001	Scanner	Scan Start
