onset	duration	sample	value	event_code	background	foreground_contrast	stimulus_cond
116.276	n/a	58138	fixpoint_ON	4	n/a	n/a	n/a
116.788	2.4	58394	stim_ON	8	1	0	1
119.696	n/a	59848	fixpoint_ON	4	n/a	n/a	n/a
120.208	2.4	60104	stim_ON	8	0	0	2
123.118	n/a	61559	fixpoint_ON	4	n/a	n/a	n/a
123.628	2.4	61814	stim_ON	8	1	0	3
126.538	n/a	63269	fixpoint_ON	4	n/a	n/a	n/a
127.048	2.4	63524	stim_ON	8	0	0.3	1
129.958	n/a	64979	fixpoint_ON	4	n/a	n/a	n/a
130.468	2.4	65234	stim_ON	8	1	0.3	2
133.378	n/a	66689	fixpoint_ON	4	n/a	n/a	n/a
133.888	2.4	66944	stim_ON	8	0	0.6	3
136.798	n/a	68399	fixpoint_ON	4	n/a	n/a	n/a
137.308	2.4	68654	stim_ON	8	1	0.6	1
140.218	n/a	70109	fixpoint_ON	4	n/a	n/a	n/a
140.728	2.4	70364	stim_ON	8	0	1	2
143.638	n/a	71819	fixpoint_ON	4	n/a	n/a	n/a
144.148	2.4	72074	stim_ON	8	1	1	3
147.058	n/a	73529	fixpoint_ON	4	n/a	n/a	n/a
147.568	2.4	73784	stim_ON	8	1	1	1
150.478	n/a	75239	fixpoint_ON	4	n/a	n/a	n/a
150.988	2.4	75494	stim_ON	8	1	0.6	2
153.898	n/a	76949	fixpoint_ON	4	n/a	n/a	n/a
154.408	2.4	77204	stim_ON	8	1	0.3	3
157.318	n/a	78659	fixpoint_ON	4	n/a	n/a	n/a
157.828	2.4	78914	stim_ON	8	1	0	1
160.738	n/a	80369	fixpoint_ON	4	n/a	n/a	n/a
161.248	2.4	80624	stim_ON	8	1	1	1
164.158	n/a	82079	fixpoint_ON	4	n/a	n/a	n/a
164.668	2.4	82334	stim_ON	8	1	0.6	3
167.578	n/a	83789	fixpoint_ON	4	n/a	n/a	n/a
168.088	2.4	84044	stim_ON	8	1	0.3	2
170.998	n/a	85499	fixpoint_ON	4	n/a	n/a	n/a
171.508	2.4	85754	stim_ON	8	1	0	1
174.418	n/a	87209	fixpoint_ON	4	n/a	n/a	n/a
174.928	2.4	87464	stim_ON	8	0	0	3
177.838	n/a	88919	fixpoint_ON	4	n/a	n/a	n/a
178.348	2.4	89174	stim_ON	8	0	0.3	1
181.268	n/a	90634	fixpoint_ON	4	n/a	n/a	n/a
181.778	2.4	90889	stim_ON	8	0	0.6	2
184.688	n/a	92344	fixpoint_ON	4	n/a	n/a	n/a
185.198	2.4	92599	stim_ON	8	0	1	3
188.108	n/a	94054	fixpoint_ON	4	n/a	n/a	n/a
188.618	2.4	94309	stim_ON	8	1	0	1
191.528	n/a	95764	fixpoint_ON	4	n/a	n/a	n/a
192.038	2.4	96019	stim_ON	8	1	0.3	2
194.948	n/a	97474	fixpoint_ON	4	n/a	n/a	n/a
195.458	2.4	97729	stim_ON	8	1	0.6	3
198.368	n/a	99184	fixpoint_ON	4	n/a	n/a	n/a
198.878	2.4	99439	stim_ON	8	1	1	1
201.788	n/a	100894	fixpoint_ON	4	n/a	n/a	n/a
202.298	2.4	101149	stim_ON	8	1	0	2
205.208	n/a	102604	fixpoint_ON	4	n/a	n/a	n/a
205.718	2.4	102859	stim_ON	8	1	0.3	1
208.628	n/a	104314	fixpoint_ON	4	n/a	n/a	n/a
209.14	2.4	104570	stim_ON	8	1	0.6	3
212.048	n/a	106024	fixpoint_ON	4	n/a	n/a	n/a
212.56	2.4	106280	stim_ON	8	1	1	2
215.47	n/a	107735	fixpoint_ON	4	n/a	n/a	n/a
215.98	2.4	107990	stim_ON	8	1	0	1
218.89	n/a	109445	fixpoint_ON	4	n/a	n/a	n/a
219.4	2.4	109700	stim_ON	8	1	0.3	2
222.31	n/a	111155	fixpoint_ON	4	n/a	n/a	n/a
222.82	2.4	111410	stim_ON	8	1	0.6	3
225.73	n/a	112865	fixpoint_ON	4	n/a	n/a	n/a
226.24	2.4	113120	stim_ON	8	1	1	1
229.15	n/a	114575	fixpoint_ON	4	n/a	n/a	n/a
229.66	2.4	114830	stim_ON	8	1	1	3
232.57	n/a	116285	fixpoint_ON	4	n/a	n/a	n/a
233.08	2.4	116540	stim_ON	8	0	1	1
235.99	n/a	117995	fixpoint_ON	4	n/a	n/a	n/a
236.5	2.4	118250	stim_ON	8	1	0.6	2
239.41	n/a	119705	fixpoint_ON	4	n/a	n/a	n/a
239.92	2.4	119960	stim_ON	8	0	0.6	3
242.83	n/a	121415	fixpoint_ON	4	n/a	n/a	n/a
243.34	2.4	121670	stim_ON	8	1	0.3	1
246.25	n/a	123125	fixpoint_ON	4	n/a	n/a	n/a
246.76	2.4	123380	stim_ON	8	0	0.3	2
249.67	n/a	124835	fixpoint_ON	4	n/a	n/a	n/a
250.18	2.4	125090	stim_ON	8	1	0	3
253.09	n/a	126545	fixpoint_ON	4	n/a	n/a	n/a
253.6	2.4	126800	stim_ON	8	0	0	1
259.574	n/a	129787	break cnt	break cnt	n/a	n/a	n/a
259.575	n/a	129787.5	boundary	boundary	n/a	n/a	n/a
