onset	duration	trial_type	disobedience	InstructionToButtonTime	InstructionToToneTime
385.13	0.0	LogNoShock	n/a	n/a	n/a
385.13	0.2	AudioTone	n/a	n/a	n/a
385.14	10.050000000000011	RatingScale	n/a	n/a	n/a
395.29	0.0	FixationCross	n/a	n/a	n/a
396.96000000000004	0.0	FixationCross	n/a	n/a	n/a
399.57	0.5	Audio	n/a	n/a	n/a
399.57	0.5	AudioSendShock	n/a	n/a	n/a
399.57	0.5	AudioInstruction	n/a	3.2000000000000455	3.430000000000007
402.09000000000003	0.0	Map2	n/a	n/a	n/a
402.77000000000004	0.0	Button	n/a	n/a	n/a
402.77000000000004	0.0	AgentNoShock	n/a	n/a	n/a
402.8	1.5	WitnessNoShock	n/a	n/a	n/a
403.0	0.2	Audio	n/a	n/a	n/a
403.0	0.2	AudioTone	n/a	n/a	n/a
403.0	0.2	AudioTone	n/a	n/a	n/a
403.01	11.050000000000011	RatingScale	n/a	n/a	n/a
414.17	0.0	FixationCross	n/a	n/a	n/a
415.90000000000003	0.0	FixationCross	n/a	n/a	n/a
418.5	0.5	AudioSendShock	n/a	n/a	n/a
418.5	0.5	AudioInstruction	n/a	3.7800000000000296	4.009999999999991
418.5	0.5	Audio	n/a	n/a	n/a
421.03000000000003	0.0	Map1	n/a	n/a	n/a
422.28000000000003	0.0	AgentNoShock	n/a	n/a	n/a
422.08000000000004	1.5	WitnessNoShock	n/a	n/a	n/a
422.51	0.2	AudioTone	n/a	n/a	n/a
422.51	0.0	LogNoShock	n/a	n/a	n/a
422.51	0.2	Audio	n/a	n/a	n/a
422.51	0.2	AudioTone	n/a	n/a	n/a
422.52	9.050000000000011	RatingScale	n/a	n/a	n/a
431.68	0.0	FixationCross	n/a	n/a	n/a
433.36	0.0	FixationCross	n/a	n/a	n/a
433.56	0.5	AudioSendShock	n/a	n/a	n/a
433.56	0.5	Audio	n/a	n/a	n/a
433.56	0.5	AudioInstruction	n/a	3.9399999999999977	4.170000000000016
436.08000000000004	0.0	Map2	n/a	n/a	n/a
437.5	0.0	AgentNoShock	n/a	n/a	n/a
437.3	1.5	WitnessNoShock	n/a	n/a	n/a
437.73	0.2	AudioTone	n/a	n/a	n/a
437.73	0.2	Audio	n/a	n/a	n/a
437.73	0.0	LogNoShock	n/a	n/a	n/a
437.73	0.2	AudioTone	n/a	n/a	n/a
437.74	11.050000000000011	RatingScale	n/a	n/a	n/a
448.89	0.0	FixationCross	n/a	n/a	n/a
450.66	0.0	FixationCross	n/a	n/a	n/a
456.86	0.5	AudioInstruction	n/a	3.9399999999999977	4.769999999999982
456.86	0.5	Audio	n/a	n/a	n/a
456.86	0.5	AudioSendShock	n/a	n/a	n/a
459.38	0.0	Map2	n/a	n/a	n/a
460.8	0.0	AgentNoShock	n/a	n/a	n/a
460.6	1.5	WitnessNoShock	n/a	n/a	n/a
461.63	0.2	Audio	n/a	n/a	n/a
461.63	0.0	LogNoShock	n/a	n/a	n/a
461.63	0.2	AudioTone	n/a	n/a	n/a
461.63	0.2	AudioTone	n/a	n/a	n/a
461.64	9.060000000000002	RatingScale	n/a	n/a	n/a
470.8	0.0	FixationCross	n/a	n/a	n/a
472.7	0.0	FixationCross	n/a	n/a	n/a
475.90000000000003	0.5	Audio	n/a	n/a	n/a
475.90000000000003	0.5	AudioInstruction	n/a	3.2299999999999613	3.759999999999991
475.90000000000003	0.5	AudioDontSendShock	n/a	n/a	n/a
478.42	0.0	Map2	n/a	n/a	n/a
479.13	0.0	AgentNoShock	n/a	n/a	n/a
478.93	1.5	WitnessNoShock	n/a	n/a	n/a
479.66	0.2	AudioTone	n/a	n/a	n/a
479.66	0.2	Audio	n/a	n/a	n/a
479.66	0.0	LogNoShock	n/a	n/a	n/a
479.66	0.2	AudioTone	n/a	n/a	n/a
479.67	8.050000000000011	RatingScale	n/a	n/a	n/a
487.82000000000005	0.0	FixationCross	n/a	n/a	n/a
489.49	0.0	FixationCross	n/a	n/a	n/a
493.89	0.5	AudioInstruction	n/a	3.1499999999999773	3.6800000000000637
493.89	0.5	AudioDontSendShock	n/a	n/a	n/a
493.89	0.5	Audio	n/a	n/a	n/a
496.41999999999996	0.0	Map2	n/a	n/a	n/a
497.03999999999996	0.0	AgentNoShock	n/a	n/a	n/a
496.84	1.5	WitnessNoShock	n/a	n/a	n/a
497.57000000000005	0.2	AudioTone	n/a	n/a	n/a
497.57000000000005	0.0	LogNoShock	n/a	n/a	n/a
497.57000000000005	0.2	Audio	n/a	n/a	n/a
497.57000000000005	0.2	AudioTone	n/a	n/a	n/a
497.58000000000004	10.039999999999964	RatingScale	n/a	n/a	n/a
507.73	0.0	FixationCross	n/a	n/a	n/a
508.95000000000005	0.0	FixationCross	n/a	n/a	n/a
509.15	0.5	AudioSendShock	n/a	n/a	n/a
509.15	0.5	Audio	n/a	n/a	n/a
509.15	0.5	AudioInstruction	n/a	4.300000000000068	4.530000000000086
511.66999999999996	0.0	Map1	n/a	n/a	n/a
513.45	0.0	Button	n/a	n/a	n/a
513.45	0.0	AgentNoShock	n/a	n/a	n/a
513.48	1.5	WitnessNoShock	n/a	n/a	n/a
513.6800000000001	0.2	Audio	n/a	n/a	n/a
513.6800000000001	0.2	AudioTone	n/a	n/a	n/a
513.6800000000001	0.2	AudioTone	n/a	n/a	n/a
513.69	10.049999999999955	RatingScale	n/a	n/a	n/a
523.85	0.0	FixationCross	n/a	n/a	n/a
525.46	0.0	FixationCross	n/a	n/a	n/a
527.46	0.5	Audio	n/a	n/a	n/a
527.46	0.5	AudioInstruction	n/a	3.2099999999999227	4.039999999999964
527.46	0.5	AudioDontSendShock	n/a	n/a	n/a
529.99	0.0	Map2	n/a	n/a	n/a
530.67	0.0	AgentNoShock	n/a	n/a	n/a
530.4699999999999	1.5	WitnessNoShock	n/a	n/a	n/a
531.5	0.2	AudioTone	n/a	n/a	n/a
531.5	0.2	AudioTone	n/a	n/a	n/a
531.5	0.2	Audio	n/a	n/a	n/a
531.5	0.0	LogNoShock	n/a	n/a	n/a
531.51	9.050000000000068	RatingScale	n/a	n/a	n/a
540.66	0.0	FixationCross	n/a	n/a	n/a
541.87	0.0	FixationCross	n/a	n/a	n/a
545.07	0.5	AudioSendShock	n/a	n/a	n/a
545.07	0.5	AudioInstruction	n/a	3.7899999999999636	4.610000000000014
545.07	0.5	Audio	n/a	n/a	n/a
547.59	0.0	Map2	n/a	n/a	n/a
548.86	0.0	Button	n/a	n/a	n/a
548.86	0.0	AgentNoShock	n/a	n/a	n/a
549.48	1.5	WitnessNoShock	n/a	n/a	n/a
549.6800000000001	0.0	LogNoShock	n/a	n/a	n/a
549.6800000000001	0.2	Audio	n/a	n/a	n/a
549.6800000000001	0.2	AudioTone	n/a	n/a	n/a
549.69	11.049999999999955	RatingScale	n/a	n/a	n/a
560.85	0.0	FixationCross	n/a	n/a	n/a
562.8000000000001	0.0	FixationCross	n/a	n/a	n/a
564.8000000000001	0.5	AudioInstruction	n/a	3.1399999999999864	3.67999999999995
564.8000000000001	0.5	AudioDontSendShock	n/a	n/a	n/a
564.8000000000001	0.5	Audio	n/a	n/a	n/a
567.32	0.0	Map1	n/a	n/a	n/a
567.94	0.0	AgentNoShock	n/a	n/a	n/a
567.74	1.5	WitnessNoShock	n/a	n/a	n/a
568.48	0.0	LogNoShock	n/a	n/a	n/a
568.48	0.2	AudioTone	n/a	n/a	n/a
568.48	0.2	Audio	n/a	n/a	n/a
568.48	0.2	AudioTone	n/a	n/a	n/a
568.49	9.039999999999964	RatingScale	n/a	n/a	n/a
577.64	0.0	FixationCross	n/a	n/a	n/a
578.76	0.0	FixationCross	n/a	n/a	n/a
579.5600000000001	0.5	Audio	n/a	n/a	n/a
579.5600000000001	0.5	AudioInstruction	n/a	3.0699999999999363	3.2999999999999545
579.5600000000001	0.5	AudioDontSendShock	n/a	n/a	n/a
582.08	0.0	Map1	n/a	n/a	n/a
582.63	0.0	Button	n/a	n/a	n/a
582.63	0.0	AgentNoShock	n/a	n/a	n/a
582.66	1.5	WitnessNoShock	n/a	n/a	n/a
582.86	0.2	AudioTone	n/a	n/a	n/a
582.86	0.0	LogNoShock	n/a	n/a	n/a
582.86	0.2	AudioTone	n/a	n/a	n/a
582.87	8.049999999999955	RatingScale	n/a	n/a	n/a
591.03	0.0	FixationCross	n/a	n/a	n/a
592.41	0.0	FixationCross	n/a	n/a	n/a
596.21	0.5	AudioInstruction	n/a	3.2200000000000273	3.75
596.21	0.5	Audio	n/a	n/a	n/a
596.21	0.5	AudioDontSendShock	n/a	n/a	n/a
598.73	0.0	Map2	n/a	n/a	n/a
599.4300000000001	0.0	Button	n/a	n/a	n/a
599.4300000000001	0.0	AgentNoShock	n/a	n/a	n/a
599.76	1.5	WitnessNoShock	n/a	n/a	n/a
599.96	0.0	LogNoShock	n/a	n/a	n/a
599.96	0.2	Audio	n/a	n/a	n/a
599.96	0.2	AudioTone	n/a	n/a	n/a
599.97	11.039999999999964	RatingScale	n/a	n/a	n/a
611.11	0.0	FixationCross	n/a	n/a	n/a
612.74	0.0	FixationCross	n/a	n/a	n/a
612.94	0.5	AudioDontSendShock	n/a	n/a	n/a
612.94	0.5	AudioInstruction	n/a	3.2999999999999545	4.1200000000000045
612.94	0.5	Audio	n/a	n/a	n/a
615.46	0.0	Map1	n/a	n/a	n/a
616.24	0.0	AgentNoShock	n/a	n/a	n/a
616.04	1.5	WitnessNoShock	n/a	n/a	n/a
617.0600000000001	0.2	AudioTone	n/a	n/a	n/a
617.0600000000001	0.0	LogNoShock	n/a	n/a	n/a
617.0600000000001	0.2	AudioTone	n/a	n/a	n/a
617.0600000000001	0.2	Audio	n/a	n/a	n/a
617.07	10.049999999999955	RatingScale	n/a	n/a	n/a
627.22	0.0	FixationCross	n/a	n/a	n/a
628.74	0.0	FixationCross	n/a	n/a	n/a
631.34	0.5	Audio	n/a	n/a	n/a
631.34	0.5	AudioSendShock	n/a	n/a	n/a
631.34	0.5	AudioInstruction	n/a	3.419999999999959	3.6499999999999773
633.87	0.0	Map1	n/a	n/a	n/a
634.76	0.0	AgentNoShock	n/a	n/a	n/a
634.56	1.5	WitnessNoShock	n/a	n/a	n/a
634.99	0.2	Audio	n/a	n/a	n/a
634.99	0.2	AudioTone	n/a	n/a	n/a
634.99	0.0	LogNoShock	n/a	n/a	n/a
634.99	0.2	AudioTone	n/a	n/a	n/a
635.0	9.06000000000006	RatingScale	n/a	n/a	n/a
644.16	0.0	FixationCross	n/a	n/a	n/a
646.01	0.0	FixationCross	n/a	n/a	n/a
646.21	0.5	AudioInstruction	n/a	3.1399999999999864	3.3700000000000045
646.21	0.5	Audio	n/a	n/a	n/a
646.21	0.5	AudioDontSendShock	n/a	n/a	n/a
648.73	0.0	Map1	n/a	n/a	n/a
649.35	0.0	AgentNoShock	n/a	n/a	n/a
649.15	1.5	WitnessNoShock	n/a	n/a	n/a
649.58	0.2	Audio	n/a	n/a	n/a
649.58	0.2	AudioTone	n/a	n/a	n/a
649.58	0.0	LogNoShock	n/a	n/a	n/a
649.58	0.2	AudioTone	n/a	n/a	n/a
649.59	9.049999999999955	RatingScale	n/a	n/a	n/a
658.75	0.0	FixationCross	n/a	n/a	n/a
660.32	0.0	FixationCross	n/a	n/a	n/a
664.12	0.5	AudioDontSendShock	n/a	n/a	n/a
664.12	0.5	Audio	n/a	n/a	n/a
664.12	0.5	AudioInstruction	n/a	3.2100000000000364	4.0499999999999545
666.65	0.0	Map1	n/a	n/a	n/a
