onset	duration	response_time	response	correct	trial_type	corr_ans	thoughtNumber	Thought	Intensity	probenumber	eventType
188.219040699973	2.03297990001738	2.03333130001556	40.0	n/a	n/a	n/a	2	assignment due	low	6	ThoughtProbe
190.25202059999	7.81863900000462	n/a	n/a	n/a	n/a	n/a	2	assignment due	low	n/a	Fixation
198.070659599995	32.0332954000041	n/a	n/a	n/a	n/a	n/a	3	burger king	high	n/a	Thoughtblock
230.103954999999	1.95951929999865	1.07693270000163	2	2.0	go	1	3	burger king	high	n/a	SART
232.063474299997	1.98222169998917	1.36887169998954	2	2.0	go	1	3	burger king	high	n/a	SART
234.045695999986	2.01277359999949	0.774985999974888	2	2.0	go	1	3	burger king	high	n/a	SART
236.058469599986	1.99243179999758	1.23602779998328	2	2.0	go	1	3	burger king	high	n/a	SART
238.050901399984	1.99665039998945	0.656402099994011	2	2.0	go	1	3	burger king	high	n/a	SART
240.047551799973	2.01154010000755	0.529293500032509	2	2.0	go	1	3	burger king	high	n/a	SART
242.059091899981	1.99675540000317	0.437944499979494	2	2.0	go	1	3	burger king	high	n/a	SART
244.055847299984	2.0004726999905	n/a	None	None	nogo	1	3	burger king	high	n/a	SART
246.056319999974	2.00333020000835	0.439385799982119	2	2.0	go	1	3	burger king	high	n/a	SART
248.059650199983	2.01048190001165	n/a	None	None	nogo	1	3	burger king	high	n/a	SART
250.070132099994	1.98797220000415	0.435155399987707	2	2.0	go	1	3	burger king	high	n/a	SART
252.058104299998	2.02570559998276	n/a	None	None	nogo	1	3	burger king	high	n/a	SART
254.083809899981	1.97864720001235	1.00595850002719	2	2.0	go	1	3	burger king	high	n/a	SART
256.062457099993	1.99866690000636	0.845174100017175	2	2.0	go	1	3	burger king	high	n/a	SART
258.061124	2.01056859997334	n/a	None	None	nogo	1	3	burger king	high	n/a	SART
260.071692599973	1.99230540002463	0.470887300005415	2	2.0	go	1	3	burger king	high	n/a	SART
262.063997999998	2.00591099998564	n/a	None	None	nogo	1	3	burger king	high	n/a	SART
264.069908999983	1.99784369999543	0.408018300018739	2	2.0	go	1	3	burger king	high	n/a	SART
266.067752699979	2.14335210001445	n/a	n/a	n/a	n/a	n/a	3	burger king	high	n/a	Reflect
268.211104799993	2.89654250000603	2.83006750000641	75.0	n/a	n/a	n/a	3	burger king	high	1	ThoughtProbe
271.107647299999	1.92420919999131	1.81558630001382	70.0	n/a	n/a	n/a	3	burger king	high	2	ThoughtProbe
273.031856499991	2.71328359999461	2.60897159998422	25.0	n/a	n/a	n/a	3	burger king	high	3	ThoughtProbe
275.745140099985	3.0431169999938	2.95722570002545	0.0	n/a	n/a	n/a	3	burger king	high	4	ThoughtProbe
278.788257099979	3.4574390000198	3.2275762000063	0.0	n/a	n/a	n/a	3	burger king	high	5	ThoughtProbe
282.245696099999	1.97802969999611	2.00050480000209	60.0	n/a	n/a	n/a	3	burger king	high	6	ThoughtProbe
284.223725799995	11.8885307000019	n/a	n/a	n/a	n/a	n/a	3	burger king	high	n/a	Fixation
296.112256499997	32.0343687999994	n/a	n/a	n/a	n/a	n/a	4	locked door	high	n/a	Thoughtblock
328.146625299996	1.96866039998713	1.01892420000513	2	None	nogo	0	4	locked door	high	n/a	SART
330.115285699983	1.99394069999107	0.730359600012889	2	2.0	go	1	4	locked door	high	n/a	SART
332.109226399974	1.99832250000327	0.638402599986875	2	2.0	go	1	4	locked door	high	n/a	SART
334.107548899978	2.00494149999577	n/a	None	None	nogo	1	4	locked door	high	n/a	SART
336.112490399973	2.00013570001465	0.814717900007963	2	2.0	go	1	4	locked door	high	n/a	SART
338.112626099988	1.99836789999972	0.719369700003881	2	2.0	go	1	4	locked door	high	n/a	SART
340.110993999988	2.00660059999791	0.654711500013946	2	2.0	go	1	4	locked door	high	n/a	SART
342.117594599986	1.9976386000053	0.616081600019243	2	2.0	go	1	4	locked door	high	n/a	SART
344.115233199991	1.98122389998753	0.689013099996373	2	2.0	go	1	4	locked door	high	n/a	SART
346.096457099979	2.01846510000178	0.993226799997501	2	2.0	go	1	4	locked door	high	n/a	SART
348.11492219998	1.98561760000302	0.802690100012114	2	2.0	go	1	4	locked door	high	n/a	SART
350.100539799983	1.99855879999814	n/a	None	None	nogo	1	4	locked door	high	n/a	SART
352.099098599982	2.02199219999602	0.759603799990145	2	2.0	go	1	4	locked door	high	n/a	SART
354.121090799978	1.99695910001174	0.835575400007656	2	2.0	go	1	4	locked door	high	n/a	SART
356.118049899989	1.97826489998261	n/a	None	None	nogo	1	4	locked door	high	n/a	SART
358.096314799972	2.01187210000353	0.719851600006223	2	2.0	go	1	4	locked door	high	n/a	SART
360.108186899975	1.991697999998	n/a	None	None	nogo	1	4	locked door	high	n/a	SART
362.099884899973	2.00900060002459	0.546721199993044	2	2.0	go	1	4	locked door	high	n/a	SART
364.108885499998	2.21186849998776	n/a	n/a	n/a	n/a	n/a	4	locked door	high	n/a	Reflect
366.320753999986	3.56070040000486	3.33710370000335	20.0	n/a	n/a	n/a	4	locked door	high	1	ThoughtProbe
369.881454399991	3.73470420000376	3.5576982999919	65.0	n/a	n/a	n/a	4	locked door	high	2	ThoughtProbe
373.616158599994	4.33488599999691	4.2312809000141	70.0	n/a	n/a	n/a	4	locked door	high	3	ThoughtProbe
377.951044599991	2.96508709999034	2.79746819997672	10.0	n/a	n/a	n/a	4	locked door	high	4	ThoughtProbe
380.916131699982	2.76291439999477	2.5611496999918	0.0	n/a	n/a	n/a	4	locked door	high	5	ThoughtProbe
383.679046099976	1.94219400000293	1.99476090000826	40.0	n/a	n/a	n/a	4	locked door	high	6	ThoughtProbe
385.621240099979	8.55848239999614	n/a	n/a	n/a	n/a	n/a	4	locked door	high	n/a	Fixation
394.179722499975	32.0393524000247	n/a	n/a	n/a	n/a	n/a	5	skiing 	low	n/a	Thoughtblock
426.2190749	1.94884089997504	1.4660268999869	2	2.0	go	1	5	skiing 	low	n/a	SART
428.167915799975	1.99774849999812	0.689617199997883	2	2.0	go	1	5	skiing 	low	n/a	SART
430.165664299973	2.00426180000068	0.554512100003194	2	2.0	go	1	5	skiing 	low	n/a	SART
432.169926099974	1.99781930001336	0.713573000015458	2	2.0	go	1	5	skiing 	low	n/a	SART
434.167745399987	2.00620559998788	0.595875399973011	2	2.0	go	1	5	skiing 	low	n/a	SART
436.173950999975	2.00689420002163	0.646602200024063	2	2.0	go	1	5	skiing 	low	n/a	SART
438.180845199997	1.97957579998183	n/a	None	None	nogo	1	5	skiing 	low	n/a	SART
440.160420999979	1.99783560002106	0.492068000021391	2	2.0	go	1	5	skiing 	low	n/a	SART
442.1582566	2.0022785999754	n/a	None	None	nogo	1	5	skiing 	low	n/a	SART
444.160535199975	1.99806310000713	0.459008200006792	2	2.0	go	1	5	skiing 	low	n/a	SART
446.158598299982	1.99228299999959	n/a	None	None	nogo	1	5	skiing 	low	n/a	SART
448.150881299982	2.01134339999408	0.622736499994062	2	2.0	go	1	5	skiing 	low	n/a	SART
450.162224699976	1.99658629999612	0.621984299999895	2	2.0	go	1	5	skiing 	low	n/a	SART
452.158810999972	2.01048550000996	n/a	None	None	nogo	1	5	skiing 	low	n/a	SART
454.169296499982	1.98901570000453	0.347909500007518	2	2.0	go	1	5	skiing 	low	n/a	SART
456.158312199987	2.02984959998867	n/a	None	None	nogo	1	5	skiing 	low	n/a	SART
458.188161799975	1.97547390000545	0.658104200003436	2	2.0	go	1	5	skiing 	low	n/a	SART
460.163635699981	2.24269420001656	n/a	n/a	n/a	n/a	n/a	5	skiing 	low	n/a	Reflect
462.406329899997	6.65458399997442	6.43345089998911	20.0	n/a	n/a	n/a	5	skiing 	low	1	ThoughtProbe
469.060913899972	2.8230726000038	2.7642508999852	40.0	n/a	n/a	n/a	5	skiing 	low	2	ThoughtProbe
471.883986499975	1.40887440001825	1.33809599999222	65.0	n/a	n/a	n/a	5	skiing 	low	3	ThoughtProbe
473.292860899994	3.20952549998765	3.13851520000026	15.0	n/a	n/a	n/a	5	skiing 	low	4	ThoughtProbe
476.502386399981	3.41999910000595	3.34278330000234	55.0	n/a	n/a	n/a	5	skiing 	low	5	ThoughtProbe
479.922385499987	3.21247850000509	3.19417209998937	50.0	n/a	n/a	n/a	5	skiing 	low	6	ThoughtProbe
483.134863999992	7.10345900000539	n/a	n/a	n/a	n/a	n/a	5	skiing 	low	n/a	Fixation
490.238322999998	32.0365175999759	n/a	n/a	n/a	n/a	n/a	6	surgery	high	n/a	Thoughtblock
522.274840599974	1.92492440002388	1.00864340001135	2	2.0	go	1	6	surgery	high	n/a	SART
524.199764999998	2.0249719999847	n/a	None	2.0	go	0	6	surgery	high	n/a	SART
526.224736999982	2.00404160001199	0.71170010001515	2	2.0	go	1	6	surgery	high	n/a	SART
528.228778599994	1.98831620000419	0.662507199973334	2	2.0	go	1	6	surgery	high	n/a	SART
530.217094799998	1.99385129997972	0.638361599994823	2	2.0	go	1	6	surgery	high	n/a	SART
532.210946099978	2.00529729999835	0.928445800003828	2	2.0	go	1	6	surgery	high	n/a	SART
534.216243399977	1.99938140000449	0.524157200008631	2	2.0	go	1	6	surgery	high	n/a	SART
536.215624799981	2.01109839999117	n/a	None	None	nogo	1	6	surgery	high	n/a	SART
538.226723199972	1.99453600001289	0.791717100015376	2	2.0	go	1	6	surgery	high	n/a	SART
540.221259199985	1.99085780000314	1.66634470000281	2	2.0	go	1	6	surgery	high	n/a	SART
542.212116999988	2.01138099998934	n/a	None	None	nogo	1	6	surgery	high	n/a	SART
544.223497999978	1.99079780001193	0.715302099997643	2	2.0	go	1	6	surgery	high	n/a	SART
546.214295799989	2.0066083999991	n/a	None	None	nogo	1	6	surgery	high	n/a	SART
548.220904199989	2.00356079998892	0.658685100002913	2	2.0	go	1	6	surgery	high	n/a	SART
550.224464999977	2.00487810000777	0.680525300005684	2	2.0	go	1	6	surgery	high	n/a	SART
552.229343099985	1.99227769998834	n/a	None	None	nogo	1	6	surgery	high	n/a	SART
554.221620799974	1.99963140001637	0.588107900024625	2	2.0	go	1	6	surgery	high	n/a	SART
556.22125219999	1.98287400000845	n/a	None	None	nogo	1	6	surgery	high	n/a	SART
558.204126199998	2.01023349998286	0.522349699982442	2	2.0	go	1	6	surgery	high	n/a	SART
560.214359699981	2.10849839998991	n/a	n/a	n/a	n/a	n/a	6	surgery	high	n/a	Reflect
562.322858099971	3.1278843000182	3.02261670000735	30.0	n/a	n/a	n/a	6	surgery	high	1	ThoughtProbe
565.450742399989	2.04602139999042	1.98606949998066	35.0	n/a	n/a	n/a	6	surgery	high	2	ThoughtProbe
567.49676379998	1.80320950000896	1.67022169998381	65.0	n/a	n/a	n/a	6	surgery	high	3	ThoughtProbe
569.299973299989	4.72792830000981	4.49063000001479	35.0	n/a	n/a	n/a	6	surgery	high	4	ThoughtProbe
574.027901599999	2.60416769998847	2.56258450000314	55.0	n/a	n/a	n/a	6	surgery	high	5	ThoughtProbe
576.632069299987	2.64547190000303	2.64441459998488	40.0	n/a	n/a	n/a	6	surgery	high	6	ThoughtProbe
579.27754119999	10.9553375999967	n/a	n/a	n/a	n/a	n/a	6	surgery	high	n/a	Fixation
590.232878799987	32.0741147999943	n/a	n/a	n/a	n/a	n/a	7	pay	high	n/a	Thoughtblock
622.306993599981	1.93147569999564	0.942634900013218	2	2.0	go	1	7	pay	high	n/a	SART
624.238469299977	2.00277790002292	0.561951100011356	2	2.0	go	1	7	pay	high	n/a	SART
626.2412472	2.00552799997968	0.419832300016424	2	2.0	go	1	7	pay	high	n/a	SART
628.246775199979	2.00347310001962	0.877630899980431	2	2.0	go	1	7	pay	high	n/a	SART
630.250248299999	1.98405669999192	0.821385599992936	2	2.0	go	1	7	pay	high	n/a	SART
632.234304999991	2.0097839999944	0.666118599998299	2	2.0	go	1	7	pay	high	n/a	SART
634.244088999985	1.99445980001474	0.82042780003394	2	None	nogo	0	7	pay	high	n/a	SART
636.2385488	2.01293779999833	0.693902399973013	2	2.0	go	1	7	pay	high	n/a	SART
638.251486599998	1.99980639998103	n/a	None	None	nogo	1	7	pay	high	n/a	SART
640.251292999979	1.99970159999793	0.722568800003501	2	2.0	go	1	7	pay	high	n/a	SART
642.250994599977	1.99406420000014	n/a	None	None	nogo	1	7	pay	high	n/a	SART
644.245058799977	1.99903690000065	0.366332200006582	2	2.0	go	1	7	pay	high	n/a	SART
646.244095699978	2.00367050000932	0.844719799992163	2	2.0	go	1	7	pay	high	n/a	SART
648.247766199987	2.00290250001126	n/a	None	None	nogo	1	7	pay	high	n/a	SART
650.250668699999	1.98136229999363	0.509733199956827	2	2.0	go	1	7	pay	high	n/a	SART
652.232030999992	2.01881409998168	n/a	None	None	nogo	1	7	pay	high	n/a	SART
654.250845099974	1.98367190000135	0.529986600013217	2	2.0	go	1	7	pay	high	n/a	SART
656.234516999975	2.11808200000087	n/a	n/a	n/a	n/a	n/a	7	pay	high	n/a	Reflect
658.352598999976	1.5780466000142	1.43791409998084	35.0	n/a	n/a	n/a	7	pay	high	1	ThoughtProbe
659.93064559999	1.98730819998309	1.80868769998779	45.0	n/a	n/a	n/a	7	pay	high	2	ThoughtProbe
661.917953799973	3.08648560001166	2.84863680001581	70.0	n/a	n/a	n/a	7	pay	high	3	ThoughtProbe
665.004439399985	3.80112519999966	3.67030309999245	45.0	n/a	n/a	n/a	7	pay	high	4	ThoughtProbe
668.805564599985	2.44263830001	2.3118242000055	40.0	n/a	n/a	n/a	7	pay	high	5	ThoughtProbe
671.248202899995	3.37059750000481	3.39594299998134	40.0	n/a	n/a	n/a	7	pay	high	6	ThoughtProbe
674.6188004	11.6662253999966	n/a	n/a	n/a	n/a	n/a	7	pay	high	n/a	Fixation
686.285025799996	32.1329603999911	n/a	n/a	n/a	n/a	n/a	8	packing	low	n/a	Thoughtblock
718.417986199987	1.86612660001265	0.804529099987121	2	2.0	go	1	8	packing	low	n/a	SART
720.2841128	1.9848701999872	0.609312299959129	2	2.0	go	1	8	packing	low	n/a	SART
722.268982999987	1.99714399999357	0.611740799999097	2	2.0	go	1	8	packing	low	n/a	SART
724.266126999981	2.02656880000723	1.17825659998925	2	2.0	go	1	8	packing	low	n/a	SART
726.292695799988	1.98546480000368	0.474703300016699	2	2.0	go	1	8	packing	low	n/a	SART
728.278160599992	2.00273069998366	0.407371799985413	2	2.0	go	1	8	packing	low	n/a	SART
730.280891299975	1.99719390002429	n/a	None	None	nogo	1	8	packing	low	n/a	SART
732.2780852	2.00644999998622	0.509539899969241	2	2.0	go	1	8	packing	low	n/a	SART
734.284535199986	1.99538569999277	n/a	None	None	nogo	1	8	packing	low	n/a	SART
736.279920899979	2.002647300018	0.510341699991841	2	2.0	go	1	8	packing	low	n/a	SART
738.282568199997	1.99956949998159	n/a	None	None	nogo	1	8	packing	low	n/a	SART
740.282137699978	1.99710930002038	0.392499799985671	2	2.0	go	1	8	packing	low	n/a	SART
742.279246999999	2.00550709999516	0.653715499967802	2	2.0	go	1	8	packing	low	n/a	SART
744.284754099994	1.97589149998385	n/a	None	None	nogo	1	8	packing	low	n/a	SART
746.260645599978	2.00597520000883	0.45965669999714	2	2.0	go	1	8	packing	low	n/a	SART
748.266620799986	2.01930399998673	n/a	None	None	nogo	1	8	packing	low	n/a	SART
750.285924799973	1.98536160000367	0.656096800026717	2	2.0	go	1	8	packing	low	n/a	SART
752.271286399977	2.14736220001942	n/a	n/a	n/a	n/a	n/a	8	packing	low	n/a	Reflect
754.418648599996	3.13179630000377	3.08267589999014	40.0	n/a	n/a	n/a	8	packing	low	1	ThoughtProbe
757.5504449	4.1196823999926	4.0496782999835	60.0	n/a	n/a	n/a	8	packing	low	2	ThoughtProbe
761.670127299993	1.83514619999914	1.68393739999738	75.0	n/a	n/a	n/a	8	packing	low	3	ThoughtProbe
763.505273499992	3.01453939999919	2.91729129999294	0.0	n/a	n/a	n/a	8	packing	low	4	ThoughtProbe
766.519812899991	2.48495369998273	2.41793750002398	0.0	n/a	n/a	n/a	8	packing	low	5	ThoughtProbe
769.004766599974	3.77595960002509	3.7795380000025	40.0	n/a	n/a	n/a	8	packing	low	6	ThoughtProbe
772.780726199999	9.53821009999956	n/a	n/a	n/a	n/a	n/a	8	packing	low	n/a	Fixation
782.318936299998	32.0310901999765	n/a	n/a	n/a	n/a	n/a	9	unzipped pockets	high	n/a	Thoughtblock
814.350026499975	1.94536420001532	0.93850720001501	2	2.0	go	1	9	unzipped pockets	high	n/a	SART
816.29539069999	2.00062939999043	0.825084499985678	2	2.0	go	1	9	unzipped pockets	high	n/a	SART
818.296020099981	2.02319400000852	0.848188700008905	2	2.0	go	1	9	unzipped pockets	high	n/a	SART
820.319214099989	1.9789860000019	0.550452099996619	2	2.0	go	1	9	unzipped pockets	high	n/a	SART
822.298200099991	1.99294639998698	0.633277700020699	2	2.0	go	1	9	unzipped pockets	high	n/a	SART
824.291146499978	2.00989360001404	0.549041500024032	2	2.0	go	1	9	unzipped pockets	high	n/a	SART
826.301040099992	2.00429579999764	0.969184099987615	2	2.0	go	1	9	unzipped pockets	high	n/a	SART
828.30533589999	1.98937910000677	0.871942700003274	2	2.0	go	1	9	unzipped pockets	high	n/a	SART
830.294714999996	2.00411029998213	n/a	None	None	nogo	1	9	unzipped pockets	high	n/a	SART
832.298825299978	2.00841949999449	0.611341100011487	2	2.0	go	1	9	unzipped pockets	high	n/a	SART
834.307244799973	2.00009300000966	n/a	None	None	nogo	1	9	unzipped pockets	high	n/a	SART
836.307337799983	1.99889330001315	0.483588800008874	2	2.0	go	1	9	unzipped pockets	high	n/a	SART
838.306231099996	2.00508889998309	n/a	None	None	nogo	1	9	unzipped pockets	high	n/a	SART
840.311319999979	1.99858240000322	0.668882900004974	2	2.0	go	1	9	unzipped pockets	high	n/a	SART
842.309902399982	1.98398660001112	0.888914500043029	2	2.0	go	1	9	unzipped pockets	high	n/a	SART
844.293888999993	2.02006739997887	n/a	None	None	nogo	1	9	unzipped pockets	high	n/a	SART
846.313956399972	1.9972288000281	0.824326000030851	2	2.0	go	1	9	unzipped pockets	high	n/a	SART
848.3111852	1.97776049998356	n/a	None	None	nogo	1	9	unzipped pockets	high	n/a	SART
850.288945699984	2.00436009999248	0.540584600006696	2	2.0	go	1	9	unzipped pockets	high	n/a	SART
852.293305799976	2.09819270001026	n/a	n/a	n/a	n/a	n/a	9	unzipped pockets	high	n/a	Reflect
854.391498499986	4.28827839999576	4.17578469999717	25.0	n/a	n/a	n/a	9	unzipped pockets	high	1	ThoughtProbe
858.679776899982	2.78630740000517	2.7182829999947	45.0	n/a	n/a	n/a	9	unzipped pockets	high	2	ThoughtProbe
861.466084299987	2.20532690000255	2.12324459999218	70.0	n/a	n/a	n/a	9	unzipped pockets	high	3	ThoughtProbe
863.67141119999	3.61841130000539	3.41711690000375	0.0	n/a	n/a	n/a	9	unzipped pockets	high	4	ThoughtProbe
867.289822499995	2.69617909999215	2.64925990000484	0.0	n/a	n/a	n/a	9	unzipped pockets	high	5	ThoughtProbe
869.986001599988	0.780830300005618	0.783890799997607	40.0	n/a	n/a	n/a	9	unzipped pockets	high	6	ThoughtProbe
870.766831899993	2	n/a	n/a	n/a	n/a	n/a	9	unzipped pockets	high	n/a	Fixation
