onset	duration	condition	trial_type	braille_stimulus	response_val	response_type
100.536	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
101.553	5.008	LEXICAL_DECISION	PSEUDOWORD	IKOB	n/a	n/a
107.064	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
107.44	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
108.586	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
109.603	5.008	LEXICAL_DECISION	WORD	LISA	n/a	n/a
113.0	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
116.636	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
117.653	5.008	LEXICAL_DECISION	PSEUDOWORD	COPIB	n/a	n/a
122.624	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
124.686	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
125.703	5.008	LEXICAL_DECISION	PSEUDOWORD	ŁODYT	n/a	n/a
132.24	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
132.736	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
133.753	5.008	LEXICAL_DECISION	PSEUDOWORD	AŁAB	n/a	n/a
137.384	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
142.295	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
146.795	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
147.812	5.008	6_DOT_DETECTION	NO_6-DOT	TDK	n/a	n/a
150.36	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
154.845	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
155.862	5.008	6_DOT_DETECTION	6-DOT	Y##	n/a	n/a
158.08	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
162.895	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
163.912	5.008	6_DOT_DETECTION	NO_6-DOT	LKBŁE	n/a	n/a
166.76	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
170.945	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
171.962	5.008	6_DOT_DETECTION	NO_6-DOT	KMUPT	n/a	n/a
174.664	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
178.995	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
180.012	5.008	6_DOT_DETECTION	NO_6-DOT	YCOBK	n/a	n/a
182.84	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
188.553	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
195.053	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
196.07	5.008	LEXICAL_DECISION	WORD	SKALA	n/a	n/a
201.8	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
203.103	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
204.12	5.008	LEXICAL_DECISION	WORD	OKUPU	n/a	n/a
210.224	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
211.153	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
212.17	5.008	LEXICAL_DECISION	WORD	PAL	n/a	n/a
216.744	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
219.203	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
220.22	5.008	LEXICAL_DECISION	PSEUDOWORD	BOKY	n/a	n/a
226.0	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
227.253	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
228.27	5.008	LEXICAL_DECISION	PSEUDOWORD	KOLP	n/a	n/a
233.224	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
236.812	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
242.312	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
243.328	5.008	6_DOT_DETECTION	6-DOT	OK#P#	n/a	n/a
245.44	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
250.362	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
251.378	5.008	6_DOT_DETECTION	6-DOT	AT#O#	n/a	n/a
253.24	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
258.412	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
259.428	5.008	6_DOT_DETECTION	6-DOT	##KI	n/a	n/a
263.344	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
266.462	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
267.478	5.008	6_DOT_DETECTION	NO_6-DOT	ŁMS	n/a	n/a
269.384	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
274.512	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
275.528	5.008	6_DOT_DETECTION	NO_6-DOT	UTSD	n/a	n/a
277.864	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
284.57	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
290.57	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
291.587	5.008	LEXICAL_DECISION	WORD	DOMEM	n/a	n/a
297.48	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
298.62	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
299.637	5.008	LEXICAL_DECISION	WORD	TATO	n/a	n/a
304.0	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
306.67	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
307.687	5.008	LEXICAL_DECISION	WORD	DAŁA	n/a	n/a
310.88	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
314.72	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
315.737	5.008	LEXICAL_DECISION	PSEUDOWORD	DEPAT	n/a	n/a
321.4	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
322.77	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
323.787	5.008	LEXICAL_DECISION	PSEUDOWORD	LUDA	n/a	n/a
328.864	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
332.829	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
338.829	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
339.845	5.008	6_DOT_DETECTION	6-DOT	Ł##Ł	n/a	n/a
341.424	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
346.879	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
347.895	5.008	6_DOT_DETECTION	6-DOT	TA##	n/a	n/a
349.76	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
354.929	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
355.945	5.008	6_DOT_DETECTION	6-DOT	DBO##	n/a	n/a
358.504	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
362.979	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
363.995	5.008	6_DOT_DETECTION	NO_6-DOT	EBPT	n/a	n/a
366.064	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
371.029	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
372.045	5.008	6_DOT_DETECTION	NO_6-DOT	SMAO	n/a	n/a
374.4	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
380.587	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
386.087	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
387.104	5.008	LEXICAL_DECISION	PSEUDOWORD	SAK	n/a	n/a
393.12	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
394.137	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
395.154	5.008	LEXICAL_DECISION	WORD	LECI	n/a	n/a
400.896	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
402.187	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
403.204	5.008	LEXICAL_DECISION	WORD	ALBUM	n/a	n/a
407.12	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
410.237	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
411.254	5.008	LEXICAL_DECISION	PSEUDOWORD	LISO	n/a	n/a
415.896	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
418.287	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
419.304	5.008	LEXICAL_DECISION	WORD	KAPIE	n/a	n/a
424.496	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
427.846	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
433.346	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
434.362	5.008	6_DOT_DETECTION	NO_6-DOT	OBL	n/a	n/a
436.776	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
441.396	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
442.412	5.008	6_DOT_DETECTION	6-DOT	I#O#	n/a	n/a
444.36	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
449.446	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
450.462	5.008	6_DOT_DETECTION	6-DOT	#BL#	n/a	n/a
452.776	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
457.496	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
458.512	5.008	6_DOT_DETECTION	NO_6-DOT	EPSTB	n/a	n/a
460.8	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
465.546	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
466.562	5.008	6_DOT_DETECTION	6-DOT	D##YU	n/a	n/a
468.176	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
474.604	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
479.604	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
480.621	5.008	LEXICAL_DECISION	PSEUDOWORD	CAD	n/a	n/a
484.48	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
487.654	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
488.671	5.008	LEXICAL_DECISION	PSEUDOWORD	MAB	n/a	n/a
493.016	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
495.704	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
496.721	5.008	LEXICAL_DECISION	WORD	PIES	n/a	n/a
501.136	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
503.754	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
504.771	5.008	LEXICAL_DECISION	WORD	LIC	n/a	n/a
509.176	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
511.804	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
512.821	5.008	LEXICAL_DECISION	PSEUDOWORD	LAKMA	n/a	n/a
517.68	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
520.862	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
527.862	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
528.879	5.008	6_DOT_DETECTION	NO_6-DOT	KDM	n/a	n/a
531.216	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
535.912	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
536.929	5.008	6_DOT_DETECTION	NO_6-DOT	ALCB	n/a	n/a
539.08	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
543.962	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
544.979	5.008	6_DOT_DETECTION	6-DOT	##IB	n/a	n/a
546.52	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
552.012	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
553.029	5.008	6_DOT_DETECTION	6-DOT	##D	n/a	n/a
554.6	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
560.062	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
561.079	5.008	6_DOT_DETECTION	NO_6-DOT	KMLD	n/a	n/a
562.96	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
569.621	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
576.121	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
577.138	5.008	LEXICAL_DECISION	WORD	DAŁO	n/a	n/a
581.616	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
584.171	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
585.188	5.008	LEXICAL_DECISION	PSEUDOWORD	BAPA	n/a	n/a
588.6	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
592.221	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
593.238	5.008	LEXICAL_DECISION	PSEUDOWORD	BOC	n/a	n/a
597.36	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
600.271	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
601.288	5.008	LEXICAL_DECISION	WORD	PUK	n/a	n/a
606.84	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
608.321	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
609.338	5.008	LEXICAL_DECISION	WORD	MEBLE	n/a	n/a
614.816	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
617.879	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
622.379	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
623.396	5.008	6_DOT_DETECTION	6-DOT	U#A#	n/a	n/a
625.84	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
630.429	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
631.446	5.008	6_DOT_DETECTION	NO_6-DOT	KDCMB	n/a	n/a
633.536	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
638.479	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
639.496	5.008	6_DOT_DETECTION	NO_6-DOT	LSTA	n/a	n/a
641.56	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
646.529	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
647.546	5.008	6_DOT_DETECTION	6-DOT	D#T#	n/a	n/a
650.28	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
654.579	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
655.596	5.008	6_DOT_DETECTION	6-DOT	ST##	n/a	n/a
657.776	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
664.138	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
669.638	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
670.654	5.008	LEXICAL_DECISION	PSEUDOWORD	DIKO	n/a	n/a
675.296	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
677.688	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
678.704	5.008	LEXICAL_DECISION	WORD	OBIE	n/a	n/a
682.8	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
685.738	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
686.754	5.008	LEXICAL_DECISION	PSEUDOWORD	PODO	n/a	n/a
692.176	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
693.788	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
694.804	5.008	LEXICAL_DECISION	PSEUDOWORD	BODAT	n/a	n/a
700.416	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
701.838	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
702.854	5.008	LEXICAL_DECISION	WORD	KILKU	n/a	n/a
710.896	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
715.896	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
716.913	5.008	6_DOT_DETECTION	NO_6-DOT	BKPO	n/a	n/a
720.096	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
723.946	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
724.963	5.008	6_DOT_DETECTION	6-DOT	#KM#P	n/a	n/a
728.0	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
731.996	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
733.013	5.008	6_DOT_DETECTION	NO_6-DOT	LMYKT	n/a	n/a
736.04	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
740.046	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
741.063	5.008	6_DOT_DETECTION	NO_6-DOT	CDSYŁ	n/a	n/a
744.52	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
748.096	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
749.113	5.008	6_DOT_DETECTION	6-DOT	#IC#	n/a	n/a
751.256	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
