onset	duration	trial_type	braille_stimulus	targets	response_count
262.841	5.008	6_DOT_DETECTION	#SŁEM	1	n/a
263.8	n/a	RESPONSE	n/a	n/a	1/1
267.874	1.008	FIXCROSS	n/a	n/a	n/a
268.891	5.008	6_DOT_DETECTION	##UBM	2	n/a
269.704	n/a	RESPONSE	n/a	n/a	1/2
270.88	n/a	RESPONSE	n/a	n/a	2/2
273.924	1.008	FIXCROSS	n/a	n/a	n/a
274.941	5.008	6_DOT_DETECTION	MYL#C	1	n/a
276.304	n/a	RESPONSE	n/a	n/a	1/1
278.08	n/a	RESPONSE	n/a	n/a	2/1
281.983	2.008	CUE_REST	n/a	n/a	n/a
285.983	1.008	FIXCROSS	n/a	n/a	n/a
292.033	1.008	FIXCROSS	n/a	n/a	n/a
299.591	2.008	CUE_6_DOT	n/a	n/a	n/a
305.091	1.008	FIXCROSS	n/a	n/a	n/a
306.108	5.008	6_DOT_DETECTION	DBPSO	0	n/a
311.141	1.008	FIXCROSS	n/a	n/a	n/a
312.158	5.008	6_DOT_DETECTION	SU#A#	2	n/a
313.744	n/a	RESPONSE	n/a	n/a	1/2
315.344	n/a	RESPONSE	n/a	n/a	2/2
317.191	1.008	FIXCROSS	n/a	n/a	n/a
318.208	5.008	6_DOT_DETECTION	#C#AB	2	n/a
320.48	n/a	RESPONSE	n/a	n/a	1/2
323.241	1.008	FIXCROSS	n/a	n/a	n/a
324.258	5.008	6_DOT_DETECTION	#TŁU#	2	n/a
325.08	n/a	RESPONSE	n/a	n/a	1/2
327.36	n/a	RESPONSE	n/a	n/a	2/2
329.291	1.008	FIXCROSS	n/a	n/a	n/a
330.308	5.008	6_DOT_DETECTION	#TYP#	2	n/a
331.8	n/a	RESPONSE	n/a	n/a	1/2
334.584	n/a	RESPONSE	n/a	n/a	2/2
335.341	1.008	FIXCROSS	n/a	n/a	n/a
336.358	5.008	6_DOT_DETECTION	MYL#M	1	n/a
339.0	n/a	RESPONSE	n/a	n/a	1/1
341.391	1.008	FIXCROSS	n/a	n/a	n/a
342.408	5.008	6_DOT_DETECTION	EE##I	2	n/a
344.0	n/a	RESPONSE	n/a	n/a	1/2
345.44	n/a	RESPONSE	n/a	n/a	2/2
347.441	1.008	FIXCROSS	n/a	n/a	n/a
348.458	5.008	6_DOT_DETECTION	##SET	2	n/a
349.32	n/a	RESPONSE	n/a	n/a	1/2
350.664	n/a	RESPONSE	n/a	n/a	2/2
354.5	2.008	CUE_REST	n/a	n/a	n/a
360.5	1.008	FIXCROSS	n/a	n/a	n/a
366.55	1.008	FIXCROSS	n/a	n/a	n/a
373.608	2.008	CUE_6_DOT	n/a	n/a	n/a
378.608	1.008	FIXCROSS	n/a	n/a	n/a
379.625	5.008	6_DOT_DETECTION	DOPPI	0	n/a
384.658	1.008	FIXCROSS	n/a	n/a	n/a
385.675	5.008	6_DOT_DETECTION	##BAK	2	n/a
386.48	n/a	RESPONSE	n/a	n/a	1/2
388.144	n/a	RESPONSE	n/a	n/a	2/2
390.708	1.008	FIXCROSS	n/a	n/a	n/a
391.725	5.008	6_DOT_DETECTION	Y#ŁAM	1	n/a
394.584	n/a	RESPONSE	n/a	n/a	1/1
396.544	n/a	RESPONSE	n/a	n/a	2/1
396.758	1.008	FIXCROSS	n/a	n/a	n/a
397.775	5.008	6_DOT_DETECTION	I#LEP	1	n/a
399.16	n/a	RESPONSE	n/a	n/a	1/1
402.808	1.008	FIXCROSS	n/a	n/a	n/a
403.825	5.008	6_DOT_DETECTION	DLOPP	0	n/a
408.858	1.008	FIXCROSS	n/a	n/a	n/a
409.875	5.008	6_DOT_DETECTION	CEL#D	1	n/a
412.184	n/a	RESPONSE	n/a	n/a	1/1
414.908	1.008	FIXCROSS	n/a	n/a	n/a
415.925	5.008	6_DOT_DETECTION	IMKBP	0	n/a
420.958	1.008	FIXCROSS	n/a	n/a	n/a
421.975	5.008	6_DOT_DETECTION	KIT##	2	n/a
424.52	n/a	RESPONSE	n/a	n/a	1/2
425.664	n/a	RESPONSE	n/a	n/a	2/2
428.016	2.008	CUE_REST	n/a	n/a	n/a
435.016	1.008	FIXCROSS	n/a	n/a	n/a
441.066	1.008	FIXCROSS	n/a	n/a	n/a
