onset	duration	sample	trial_type	value
88	0.002	44001	Scanner	Scan Start
88.024	0.002	44013	Response	CR
88.224	0.002	44113	Stimulus	S140
90	0.002	45001	Scanner	Scan Start
92	0.002	46001	Scanner	Scan Start
94	0.002	47001	Scanner	Scan Start
96	0.002	48001	Scanner	Scan Start
97.018	0.002	48510	Stimulus	S 40
97.82	0.002	48911	Response	CR
98	0.002	49001	Scanner	Scan Start
98.022	0.002	49012	Stimulus	S120
100	0.002	50001	Scanner	Scan Start
102	0.002	51001	Scanner	Scan Start
104	0.002	52001	Scanner	Scan Start
105.038	0.002	52520	Stimulus	S 30
106	0.002	53001	Scanner	Scan Start
106.036	0.002	53019	Response	CR
106.238	0.002	53120	Stimulus	S110
108	0.002	54001	Scanner	Scan Start
110	0.002	55001	Scanner	Scan Start
112	0.002	56001	Scanner	Scan Start
113.038	0.002	56520	Stimulus	S 40
114	0.002	57001	Scanner	Scan Start
114.116	0.002	57059	Response	CR
114.318	0.002	57160	Stimulus	S120
116	0.002	58001	Scanner	Scan Start
118	0.002	59001	Scanner	Scan Start
120	0.002	60001	Scanner	Scan Start
121.076	0.002	60539	Stimulus	S 30
122	0.002	61001	Scanner	Scan Start
122.092	0.002	61047	Response	CR
122.294	0.002	61148	Stimulus	S140
124	0.002	62001	Scanner	Scan Start
126	0.002	63001	Scanner	Scan Start
128	0.002	64001	Scanner	Scan Start
130	0.002	65001	Scanner	Scan Start
131.076	0.002	65539	Stimulus	S 20
131.834	0.002	65918	Response	FA
132	0.002	66001	Scanner	Scan Start
132.036	0.002	66019	Stimulus	S180
134	0.002	67001	Scanner	Scan Start
136	0.002	68001	Scanner	Scan Start
138	0.002	69001	Scanner	Scan Start
140	0.002	70001	Scanner	Scan Start
141.076	0.002	70539	Stimulus	S 10
141.884	0.002	70943	Response	MISS
142	0.002	71001	Scanner	Scan Start
143.586	0.002	71794	Stimulus	S161
144	0.002	72001	Scanner	Scan Start
146	0.002	73001	Scanner	Scan Start
148	0.002	74001	Scanner	Scan Start
149.038	0.002	74520	Stimulus	S 30
150	0.002	75001	Scanner	Scan Start
150.068	0.002	75035	Response	CR
150.27	0.002	75136	Stimulus	S130
152	0.002	76001	Scanner	Scan Start
154	0.002	77001	Scanner	Scan Start
156	0.002	78001	Scanner	Scan Start
157.076	0.002	78539	Stimulus	S 10
158	0.002	79001	Scanner	Scan Start
158.124	0.002	79063	Response	MISS
158.326	0.002	79164	Stimulus	S180
160	0.002	80001	Scanner	Scan Start
162	0.002	81001	Scanner	Scan Start
164	0.002	82001	Scanner	Scan Start
166	0.002	83001	Scanner	Scan Start
167.058	0.002	83530	Stimulus	S 30
168	0.002	84001	Scanner	Scan Start
168.468	0.002	84235	Response	CR
168.67	0.002	84336	Stimulus	S110
170	0.002	85001	Scanner	Scan Start
172	0.002	86001	Scanner	Scan Start
174	0.002	87001	Scanner	Scan Start
176	0.002	88001	Scanner	Scan Start
177.038	0.002	88520	Stimulus	S 40
178	0.002	89001	Scanner	Scan Start
178.064	0.002	89033	Response	CR
178.264	0.002	89133	Stimulus	S140
180	0.002	90001	Scanner	Scan Start
182	0.002	91001	Scanner	Scan Start
184	0.002	92001	Scanner	Scan Start
185.076	0.002	92539	Stimulus	S 40
186	0.002	93001	Scanner	Scan Start
186.102	0.002	93052	Response	CR
186.302	0.002	93152	Stimulus	S120
188	0.002	94001	Scanner	Scan Start
190	0.002	95001	Scanner	Scan Start
192	0.002	96001	Scanner	Scan Start
194	0.002	97001	Scanner	Scan Start
195.02	0.002	97511	Stimulus	S 20
195.936	0.002	97969	Response	FA
196	0.002	98001	Scanner	Scan Start
196.136	0.002	98069	Stimulus	S170
198	0.002	99001	Scanner	Scan Start
200	0.002	100001	Scanner	Scan Start
202	0.002	101001	Scanner	Scan Start
203.038	0.002	101520	Stimulus	S 30
204	0.002	102001	Scanner	Scan Start
204.032	0.002	102017	Response	CR
204.232	0.002	102117	Stimulus	S110
206	0.002	103001	Scanner	Scan Start
208	0.002	104001	Scanner	Scan Start
210	0.002	105001	Scanner	Scan Start
211.096	0.002	105549	Stimulus	S 20
212	0.002	106001	Scanner	Scan Start
212.108	0.002	106055	Response	CR
212.308	0.002	106155	Stimulus	S130
214	0.002	107001	Scanner	Scan Start
216	0.002	108001	Scanner	Scan Start
218	0.002	109001	Scanner	Scan Start
219.076	0.002	109539	Stimulus	S 10
219.704	0.002	109853	Response	MISS
219.906	0.002	109954	Stimulus	S150
220	0.002	110001	Scanner	Scan Start
222	0.002	111001	Scanner	Scan Start
224	0.002	112001	Scanner	Scan Start
226	0.002	113001	Scanner	Scan Start
227.038	0.002	113520	Stimulus	S 40
228	0.002	114001	Scanner	Scan Start
228.046	0.002	114024	Response	CR
228.248	0.002	114125	Stimulus	S110
230	0.002	115001	Scanner	Scan Start
232	0.002	116001	Scanner	Scan Start
234	0.002	117001	Scanner	Scan Start
236	0.002	118001	Scanner	Scan Start
237.076	0.002	118539	Stimulus	S 20
237.766	0.002	118884	Response	CR
237.968	0.002	118985	Stimulus	S130
238	0.002	119001	Scanner	Scan Start
240	0.002	120001	Scanner	Scan Start
242	0.002	121001	Scanner	Scan Start
244	0.002	122001	Scanner	Scan Start
246	0.002	123001	Scanner	Scan Start
247.018	0.002	123510	Stimulus	S 10
247.668	0.002	123835	Response	MISS
247.87	0.002	123936	Stimulus	S170
248	0.002	124001	Scanner	Scan Start
250	0.002	125001	Scanner	Scan Start
252	0.002	126001	Scanner	Scan Start
254	0.002	127001	Scanner	Scan Start
255.056	0.002	127529	Stimulus	S 20
255.718	0.002	127860	Response	CR
256	0.002	128001	Scanner	Scan Start
257.42	0.002	128711	Stimulus	S121
258	0.002	129001	Scanner	Scan Start
260	0.002	130001	Scanner	Scan Start
262	0.002	131001	Scanner	Scan Start
264	0.002	132001	Scanner	Scan Start
265.094	0.002	132548	Stimulus	S 10
265.76	0.002	132881	Response	MISS
265.962	0.002	132982	Stimulus	S160
266	0.002	133001	Scanner	Scan Start
268	0.002	134001	Scanner	Scan Start
270	0.002	135001	Scanner	Scan Start
272	0.002	136001	Scanner	Scan Start
274	0.002	137001	Scanner	Scan Start
275.076	0.002	137539	Stimulus	S 40
276	0.002	138001	Scanner	Scan Start
276.158	0.002	138080	Response	CR
276.36	0.002	138181	Stimulus	S130
278	0.002	139001	Scanner	Scan Start
280	0.002	140001	Scanner	Scan Start
282	0.002	141001	Scanner	Scan Start
283.056	0.002	141529	Stimulus	S 20
283.894	0.002	141948	Response	FA
284	0.002	142001	Scanner	Scan Start
284.094	0.002	142048	Stimulus	S150
286	0.002	143001	Scanner	Scan Start
288	0.002	144001	Scanner	Scan Start
290	0.002	145001	Scanner	Scan Start
292	0.002	146001	Scanner	Scan Start
293.094	0.002	146548	Stimulus	S 30
294	0.002	147001	Scanner	Scan Start
294.162	0.002	147082	Response	CR
294.362	0.002	147182	Stimulus	S140
296	0.002	148001	Scanner	Scan Start
298	0.002	149001	Scanner	Scan Start
300	0.002	150001	Scanner	Scan Start
301.018	0.002	150510	Stimulus	S 30
302	0.002	151001	Scanner	Scan Start
302.088	0.002	151045	Response	CR
302.29	0.002	151146	Stimulus	S110
304	0.002	152001	Scanner	Scan Start
306	0.002	153001	Scanner	Scan Start
308	0.002	154001	Scanner	Scan Start
309.056	0.002	154529	Stimulus	S 40
310	0.002	155001	Scanner	Scan Start
310.396	0.002	155199	Response	CR
310.598	0.002	155300	Stimulus	S120
312	0.002	156001	Scanner	Scan Start
314	0.002	157001	Scanner	Scan Start
316	0.002	158001	Scanner	Scan Start
318	0.002	159001	Scanner	Scan Start
319.094	0.002	159548	Stimulus	S 10
320	0.002	160001	Scanner	Scan Start
320.046	0.002	160024	Response	MISS
320.248	0.002	160125	Stimulus	S180
322	0.002	161001	Scanner	Scan Start
324	0.002	162001	Scanner	Scan Start
326	0.002	163001	Scanner	Scan Start
327.056	0.002	163529	Stimulus	S 10
327.772	0.002	163887	Response	MISS
327.974	0.002	163988	Stimulus	S170
328	0.002	164001	Scanner	Scan Start
330	0.002	165001	Scanner	Scan Start
332	0.002	166001	Scanner	Scan Start
334	0.002	167001	Scanner	Scan Start
335.038	0.002	167520	Stimulus	S 20
335.794	0.002	167898	Response	CR
336	0.002	168001	Scanner	Scan Start
337.496	0.002	168749	Stimulus	S141
338	0.002	169001	Scanner	Scan Start
340	0.002	170001	Scanner	Scan Start
342	0.002	171001	Scanner	Scan Start
344	0.002	172001	Scanner	Scan Start
345.094	0.002	172548	Stimulus	S 20
345.834	0.002	172918	Response	CR
346	0.002	173001	Scanner	Scan Start
346.036	0.002	173019	Stimulus	S130
348	0.002	174001	Scanner	Scan Start
350	0.002	175001	Scanner	Scan Start
352	0.002	176001	Scanner	Scan Start
353.038	0.002	176520	Stimulus	S 10
353.796	0.002	176899	Response	Hit
353.998	0.002	177000	Stimulus	S110
354	0.002	177001	Scanner	Scan Start
356	0.002	178001	Scanner	Scan Start
358	0.002	179001	Scanner	Scan Start
360	0.002	180001	Scanner	Scan Start
362	0.002	181001	Scanner	Scan Start
363.096	0.002	181549	Stimulus	S 40
364	0.002	182001	Scanner	Scan Start
364.332	0.002	182167	Response	FA
364.534	0.002	182268	Stimulus	S150
366	0.002	183001	Scanner	Scan Start
368	0.002	184001	Scanner	Scan Start
370	0.002	185001	Scanner	Scan Start
372	0.002	186001	Scanner	Scan Start
373.076	0.002	186539	Stimulus	S 30
374	0.002	187001	Scanner	Scan Start
374.512	0.002	187257	Response	CR
374.714	0.002	187358	Stimulus	S120
376	0.002	188001	Scanner	Scan Start
378	0.002	189001	Scanner	Scan Start
380	0.002	190001	Scanner	Scan Start
381.094	0.002	190548	Stimulus	S 30
382	0.002	191001	Scanner	Scan Start
382.028	0.002	191015	Response	FA
382.23	0.002	191116	Stimulus	S160
384	0.002	192001	Scanner	Scan Start
386	0.002	193001	Scanner	Scan Start
388	0.002	194001	Scanner	Scan Start
389.058	0.002	194530	Stimulus	S 40
390	0.002	195001	Scanner	Scan Start
390.636	0.002	195319	Response	CR
390.838	0.002	195420	Stimulus	S110
392	0.002	196001	Scanner	Scan Start
394	0.002	197001	Scanner	Scan Start
396	0.002	198001	Scanner	Scan Start
397.096	0.002	198549	Stimulus	S 40
398	0.002	199001	Scanner	Scan Start
398.52	0.002	199261	Response	CR
398.72	0.002	199361	Stimulus	S120
400	0.002	200001	Scanner	Scan Start
402	0.002	201001	Scanner	Scan Start
404	0.002	202001	Scanner	Scan Start
405.02	0.002	202511	Stimulus	S 10
405.932	0.002	202967	Response	Hit
406	0.002	203001	Scanner	Scan Start
406.132	0.002	203067	Stimulus	S140
408	0.002	204001	Scanner	Scan Start
410	0.002	205001	Scanner	Scan Start
412	0.002	206001	Scanner	Scan Start
414	0.002	207001	Scanner	Scan Start
415.076	0.002	207539	Stimulus	S 20
416	0.002	208001	Scanner	Scan Start
416.222	0.002	208112	Response	CR
416.422	0.002	208212	Stimulus	S130
418	0.002	209001	Scanner	Scan Start
420	0.002	210001	Scanner	Scan Start
422	0.002	211001	Scanner	Scan Start
424	0.002	212001	Scanner	Scan Start
425.038	0.002	212520	Stimulus	S 10
425.83	0.002	212916	Response	MISS
426	0.002	213001	Scanner	Scan Start
426.03	0.002	213016	Stimulus	S180
428	0.002	214001	Scanner	Scan Start
430	0.002	215001	Scanner	Scan Start
432	0.002	216001	Scanner	Scan Start
434	0.002	217001	Scanner	Scan Start
435.096	0.002	217549	Stimulus	S 40
436	0.002	218001	Scanner	Scan Start
436.302	0.002	218152	Response	CR
436.504	0.002	218253	Stimulus	S140
438	0.002	219001	Scanner	Scan Start
440	0.002	220001	Scanner	Scan Start
442	0.002	221001	Scanner	Scan Start
443.058	0.002	221530	Stimulus	S 10
444	0.002	222001	Scanner	Scan Start
444.004	0.002	222003	Response	Hit
445.704	0.002	222853	Stimulus	S111
446	0.002	223001	Scanner	Scan Start
448	0.002	224001	Scanner	Scan Start
450	0.002	225001	Scanner	Scan Start
452	0.002	226001	Scanner	Scan Start
453.038	0.002	226520	Stimulus	S 30
454	0.002	227001	Scanner	Scan Start
454.26	0.002	227131	Response	CR
454.462	0.002	227232	Stimulus	S130
456	0.002	228001	Scanner	Scan Start
458	0.002	229001	Scanner	Scan Start
460	0.002	230001	Scanner	Scan Start
462	0.002	231001	Scanner	Scan Start
463.02	0.002	231511	Stimulus	S 40
464	0.002	232001	Scanner	Scan Start
464.504	0.002	232253	Response	CR
464.706	0.002	232354	Stimulus	S140
466	0.002	233001	Scanner	Scan Start
468	0.002	234001	Scanner	Scan Start
470	0.002	235001	Scanner	Scan Start
472	0.002	236001	Scanner	Scan Start
473.076	0.002	236539	Stimulus	S 20
474	0.002	237001	Scanner	Scan Start
474.036	0.002	237019	Response	CR
474.236	0.002	237119	Stimulus	S110
476	0.002	238001	Scanner	Scan Start
478	0.002	239001	Scanner	Scan Start
480	0.002	240001	Scanner	Scan Start
482	0.002	241001	Scanner	Scan Start
483.058	0.002	241530	Stimulus	S 20
484	0.002	242001	Scanner	Scan Start
484.02	0.002	242011	Response	FA
484.222	0.002	242112	Stimulus	S170
486	0.002	243001	Scanner	Scan Start
488	0.002	244001	Scanner	Scan Start
490	0.002	245001	Scanner	Scan Start
491.056	0.002	245529	Stimulus	S 30
492	0.002	246001	Scanner	Scan Start
492.432	0.002	246217	Response	CR
494	0.002	247001	Scanner	Scan Start
494.132	0.002	247067	Stimulus	S131
496	0.002	248001	Scanner	Scan Start
498	0.002	249001	Scanner	Scan Start
500	0.002	250001	Scanner	Scan Start
501.056	0.002	250529	Stimulus	S 20
502	0.002	251001	Scanner	Scan Start
502.026	0.002	251014	Response	CR
502.228	0.002	251115	Stimulus	S120
504	0.002	252001	Scanner	Scan Start
506	0.002	253001	Scanner	Scan Start
508	0.002	254001	Scanner	Scan Start
509.056	0.002	254529	Stimulus	S 10
510	0.002	255001	Scanner	Scan Start
510.56	0.002	255281	Response	Hit
510.762	0.002	255382	Stimulus	S140
512	0.002	256001	Scanner	Scan Start
514	0.002	257001	Scanner	Scan Start
516	0.002	258001	Scanner	Scan Start
517.094	0.002	258548	Stimulus	S 30
518	0.002	259001	Scanner	Scan Start
518.236	0.002	259119	Response	CR
518.436	0.002	259219	Stimulus	S120
520	0.002	260001	Scanner	Scan Start
522	0.002	261001	Scanner	Scan Start
524	0.002	262001	Scanner	Scan Start
526	0.002	263001	Scanner	Scan Start
527.018	0.002	263510	Stimulus	S 20
528	0.002	264001	Scanner	Scan Start
528.194	0.002	264098	Response	CR
528.396	0.002	264199	Stimulus	S140
530	0.002	265001	Scanner	Scan Start
532	0.002	266001	Scanner	Scan Start
534	0.002	267001	Scanner	Scan Start
536	0.002	268001	Scanner	Scan Start
537.076	0.002	268539	Stimulus	S 30
538	0.002	269001	Scanner	Scan Start
538.278	0.002	269140	Response	FA
538.48	0.002	269241	Stimulus	S180
540	0.002	270001	Scanner	Scan Start
542	0.002	271001	Scanner	Scan Start
544	0.002	272001	Scanner	Scan Start
546	0.002	273001	Scanner	Scan Start
547.02	0.002	273511	Stimulus	S 10
547.818	0.002	273910	Response	MISS
548	0.002	274001	Scanner	Scan Start
548.018	0.002	274010	Stimulus	S150
550	0.002	275001	Scanner	Scan Start
552	0.002	276001	Scanner	Scan Start
554	0.002	277001	Scanner	Scan Start
556	0.002	278001	Scanner	Scan Start
557.096	0.002	278549	Stimulus	S 10
558	0.002	279001	Scanner	Scan Start
558.096	0.002	279049	Response	MISS
558.296	0.002	279149	Stimulus	S160
560	0.002	280001	Scanner	Scan Start
562	0.002	281001	Scanner	Scan Start
564	0.002	282001	Scanner	Scan Start
565.096	0.002	282549	Stimulus	S 30
566	0.002	283001	Scanner	Scan Start
566.618	0.002	283310	Response	FA
566.818	0.002	283410	Stimulus	S170
568	0.002	284001	Scanner	Scan Start
570	0.002	285001	Scanner	Scan Start
572	0.002	286001	Scanner	Scan Start
574	0.002	287001	Scanner	Scan Start
575.096	0.002	287549	Stimulus	S 30
576	0.002	288001	Scanner	Scan Start
577.128	0.002	288565	Stimulus	S190
578	0.002	289001	Scanner	Scan Start
580	0.002	290001	Scanner	Scan Start
582	0.002	291001	Scanner	Scan Start
584	0.002	292001	Scanner	Scan Start
585.058	0.002	292530	Stimulus	S 40
586	0.002	293001	Scanner	Scan Start
586.606	0.002	293304	Response	FA
586.808	0.002	293405	Stimulus	S180
588	0.002	294001	Scanner	Scan Start
590	0.002	295001	Scanner	Scan Start
592	0.002	296001	Scanner	Scan Start
594	0.002	297001	Scanner	Scan Start
595.02	0.002	297511	Stimulus	S 10
595.654	0.002	297828	Response	MISS
595.854	0.002	297928	Stimulus	S160
596	0.002	298001	Scanner	Scan Start
598	0.002	299001	Scanner	Scan Start
600	0.002	300001	Scanner	Scan Start
602	0.002	301001	Scanner	Scan Start
604	0.002	302001	Scanner	Scan Start
605.058	0.002	302530	Stimulus	S 10
605.838	0.002	302920	Response	Hit
606	0.002	303001	Scanner	Scan Start
606.04	0.002	303021	Stimulus	S110
608	0.002	304001	Scanner	Scan Start
610	0.002	305001	Scanner	Scan Start
612	0.002	306001	Scanner	Scan Start
613.02	0.002	306511	Stimulus	S 20
613.966	0.002	306984	Response	FA
614	0.002	307001	Scanner	Scan Start
615.666	0.002	307834	Stimulus	S151
616	0.002	308001	Scanner	Scan Start
618	0.002	309001	Scanner	Scan Start
620	0.002	310001	Scanner	Scan Start
622	0.002	311001	Scanner	Scan Start
623.096	0.002	311549	Stimulus	S 40
624	0.002	312001	Scanner	Scan Start
624.15	0.002	312076	Response	FA
624.35	0.002	312176	Stimulus	S170
626	0.002	313001	Scanner	Scan Start
628	0.002	314001	Scanner	Scan Start
630	0.002	315001	Scanner	Scan Start
632	0.002	316001	Scanner	Scan Start
633.058	0.002	316530	Stimulus	S 30
634	0.002	317001	Scanner	Scan Start
634.454	0.002	317228	Response	FA
634.654	0.002	317328	Stimulus	S160
636	0.002	318001	Scanner	Scan Start
638	0.002	319001	Scanner	Scan Start
640	0.002	320001	Scanner	Scan Start
642	0.002	321001	Scanner	Scan Start
643.096	0.002	321549	Stimulus	S 40
644	0.002	322001	Scanner	Scan Start
644.092	0.002	322047	Response	CR
644.294	0.002	322148	Stimulus	S120
646	0.002	323001	Scanner	Scan Start
648	0.002	324001	Scanner	Scan Start
650	0.002	325001	Scanner	Scan Start
651.096	0.002	325549	Stimulus	S 40
652	0.002	326001	Scanner	Scan Start
652.062	0.002	326032	Response	CR
652.262	0.002	326132	Stimulus	S110
654	0.002	327001	Scanner	Scan Start
656	0.002	328001	Scanner	Scan Start
658	0.002	329001	Scanner	Scan Start
660	0.002	330001	Scanner	Scan Start
661.058	0.002	330530	Stimulus	S 30
662	0.002	331001	Scanner	Scan Start
662.018	0.002	331010	Response	CR
662.22	0.002	331111	Stimulus	S130
664	0.002	332001	Scanner	Scan Start
666	0.002	333001	Scanner	Scan Start
668	0.002	334001	Scanner	Scan Start
670	0.002	335001	Scanner	Scan Start
671.02	0.002	335511	Stimulus	S 10
671.886	0.002	335944	Response	MISS
672	0.002	336001	Scanner	Scan Start
672.086	0.002	336044	Stimulus	S150
674	0.002	337001	Scanner	Scan Start
676	0.002	338001	Scanner	Scan Start
678	0.002	339001	Scanner	Scan Start
679.038	0.002	339520	Stimulus	S 40
680	0.002	340001	Scanner	Scan Start
680.104	0.002	340053	Response	CR
680.306	0.002	340154	Stimulus	S120
682	0.002	341001	Scanner	Scan Start
684	0.002	342001	Scanner	Scan Start
686	0.002	343001	Scanner	Scan Start
688	0.002	344001	Scanner	Scan Start
689.096	0.002	344549	Stimulus	S 20
690	0.002	345001	Scanner	Scan Start
690.076	0.002	345039	Response	CR
690.276	0.002	345139	Stimulus	S140
692	0.002	346001	Scanner	Scan Start
694	0.002	347001	Scanner	Scan Start
696	0.002	348001	Scanner	Scan Start
697.058	0.002	348530	Stimulus	S 20
697.766	0.002	348884	Response	CR
697.968	0.002	348985	Stimulus	S130
698	0.002	349001	Scanner	Scan Start
700	0.002	350001	Scanner	Scan Start
702	0.002	351001	Scanner	Scan Start
704	0.002	352001	Scanner	Scan Start
705.02	0.002	352511	Stimulus	S 40
706	0.002	353001	Scanner	Scan Start
706.09	0.002	353046	Response	CR
707.792	0.002	353897	Stimulus	S111
708	0.002	354001	Scanner	Scan Start
710	0.002	355001	Scanner	Scan Start
712	0.002	356001	Scanner	Scan Start
713.02	0.002	356511	Stimulus	S 30
714	0.002	357001	Scanner	Scan Start
715.042	0.002	357522	Stimulus	S190
716	0.002	358001	Scanner	Scan Start
718	0.002	359001	Scanner	Scan Start
720	0.002	360001	Scanner	Scan Start
721.076	0.002	360539	Stimulus	S 20
722	0.002	361001	Scanner	Scan Start
722.264	0.002	361133	Response	CR
722.464	0.002	361233	Stimulus	S130
724	0.002	362001	Scanner	Scan Start
726	0.002	363001	Scanner	Scan Start
728	0.002	364001	Scanner	Scan Start
730	0.002	365001	Scanner	Scan Start
731.076	0.002	365539	Stimulus	S 10
731.794	0.002	365898	Response	MISS
731.994	0.002	365998	Stimulus	S180
732	0.002	366001	Scanner	Scan Start
734	0.002	367001	Scanner	Scan Start
736	0.002	368001	Scanner	Scan Start
738	0.002	369001	Scanner	Scan Start
739.038	0.002	369520	Stimulus	S 10
740	0.002	370001	Scanner	Scan Start
740.178	0.002	370090	Response	Hit
740.38	0.002	370191	Stimulus	S120
742	0.002	371001	Scanner	Scan Start
744	0.002	372001	Scanner	Scan Start
746	0.002	373001	Scanner	Scan Start
748	0.002	374001	Scanner	Scan Start
749.018	0.002	374510	Stimulus	S 40
750	0.002	375001	Scanner	Scan Start
750.662	0.002	375332	Response	CR
750.862	0.002	375432	Stimulus	S140
752	0.002	376001	Scanner	Scan Start
754	0.002	377001	Scanner	Scan Start
756	0.002	378001	Scanner	Scan Start
758	0.002	379001	Scanner	Scan Start
759.076	0.002	379539	Stimulus	S 20
759.944	0.002	379973	Response	CR
760	0.002	380001	Scanner	Scan Start
760.144	0.002	380073	Stimulus	S110
762	0.002	381001	Scanner	Scan Start
764	0.002	382001	Scanner	Scan Start
766	0.002	383001	Scanner	Scan Start
767.076	0.002	383539	Stimulus	S 30
768	0.002	384001	Scanner	Scan Start
768.132	0.002	384067	Response	FA
768.332	0.002	384167	Stimulus	S170
770	0.002	385001	Scanner	Scan Start
772	0.002	386001	Scanner	Scan Start
774	0.002	387001	Scanner	Scan Start
775.038	0.002	387520	Stimulus	S 30
776	0.002	388001	Scanner	Scan Start
776.866	0.002	388434	Response	CR
777.066	0.002	388534	Stimulus	S140
778	0.002	389001	Scanner	Scan Start
780	0.002	390001	Scanner	Scan Start
782	0.002	391001	Scanner	Scan Start
784	0.002	392001	Scanner	Scan Start
785.094	0.002	392548	Stimulus	S 10
785.872	0.002	392937	Response	MISS
786	0.002	393001	Scanner	Scan Start
787.574	0.002	393788	Stimulus	S181
788	0.002	394001	Scanner	Scan Start
790	0.002	395001	Scanner	Scan Start
792	0.002	396001	Scanner	Scan Start
793.056	0.002	396529	Stimulus	S 40
794	0.002	397001	Scanner	Scan Start
794.068	0.002	397035	Response	CR
794.27	0.002	397136	Stimulus	S120
796	0.002	398001	Scanner	Scan Start
798	0.002	399001	Scanner	Scan Start
800	0.002	400001	Scanner	Scan Start
801.056	0.002	400529	Stimulus	S 20
802	0.002	401001	Scanner	Scan Start
802.424	0.002	401213	Response	CR
802.626	0.002	401314	Stimulus	S130
804	0.002	402001	Scanner	Scan Start
806	0.002	403001	Scanner	Scan Start
808	0.002	404001	Scanner	Scan Start
809.094	0.002	404548	Stimulus	S 20
810	0.002	405001	Scanner	Scan Start
810.112	0.002	405057	Response	CR
810.314	0.002	405158	Stimulus	S140
812	0.002	406001	Scanner	Scan Start
814	0.002	407001	Scanner	Scan Start
816	0.002	408001	Scanner	Scan Start
817.058	0.002	408530	Stimulus	S 30
818	0.002	409001	Scanner	Scan Start
818.268	0.002	409135	Response	CR
818.468	0.002	409235	Stimulus	S120
820	0.002	410001	Scanner	Scan Start
822	0.002	411001	Scanner	Scan Start
824	0.002	412001	Scanner	Scan Start
826	0.002	413001	Scanner	Scan Start
827.038	0.002	413520	Stimulus	S 10
827.83	0.002	413916	Response	MISS
828	0.002	414001	Scanner	Scan Start
828.03	0.002	414016	Stimulus	S160
830	0.002	415001	Scanner	Scan Start
832	0.002	416001	Scanner	Scan Start
834	0.002	417001	Scanner	Scan Start
835.058	0.002	417530	Stimulus	S 40
836	0.002	418001	Scanner	Scan Start
836.472	0.002	418237	Response	CR
836.672	0.002	418337	Stimulus	S110
838	0.002	419001	Scanner	Scan Start
840	0.002	420001	Scanner	Scan Start
842	0.002	421001	Scanner	Scan Start
843.038	0.002	421520	Stimulus	S 40
844	0.002	422001	Scanner	Scan Start
844.108	0.002	422055	Response	CR
844.31	0.002	422156	Stimulus	S130
846	0.002	423001	Scanner	Scan Start
848	0.002	424001	Scanner	Scan Start
850	0.002	425001	Scanner	Scan Start
