onset	duration	condition	trial_type	braille_stimulus	response_val	response_type
220.213	5.008	LEXICAL_DECISION	WORD	UMYSŁ	n/a	n/a
222.864	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
227.246	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
228.263	5.008	LEXICAL_DECISION	WORD	ILOMA	n/a	n/a
234.024	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
236.805	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
242.305	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
243.321	5.009	6_DOT_DETECTION	6-DOT	SŁ#M#	n/a	n/a
246.583	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
250.355	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
251.371	5.008	6_DOT_DETECTION	NO_6-DOT	KCTD	n/a	n/a
253.223	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
258.405	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
259.421	5.008	6_DOT_DETECTION	6-DOT	#KT#	n/a	n/a
261.759	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
266.455	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
267.471	5.008	6_DOT_DETECTION	6-DOT	P##Ł	n/a	n/a
271.319	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
274.505	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
275.521	5.008	6_DOT_DETECTION	NO_6-DOT	ŁMT	n/a	n/a
278.199	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
284.563	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
290.563	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
291.58	5.008	LEXICAL_DECISION	PSEUDOWORD	PŁAKI	n/a	n/a
297.223	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
298.612	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
299.63	5.008	LEXICAL_DECISION	WORD	KOT	n/a	n/a
303.479	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
306.663	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
307.68	5.008	LEXICAL_DECISION	PSEUDOWORD	CULE 	n/a	n/a
314.713	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
315.73	5.008	LEXICAL_DECISION	WORD	PASMO	n/a	n/a
321.559	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
322.763	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
323.779	5.009	LEXICAL_DECISION	WORD	METCE	n/a	n/a
329.503	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
332.821	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
338.821	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
339.838	5.008	6_DOT_DETECTION	NO_6-DOT	TKM	n/a	n/a
341.919	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
346.871	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
347.888	5.008	6_DOT_DETECTION	NO_6-DOT	BKPM	n/a	n/a
350.943	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
354.921	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
355.938	5.008	6_DOT_DETECTION	NO_6-DOT	STMKŁ	n/a	n/a
359.319	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
362.971	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
363.988	5.008	6_DOT_DETECTION	6-DOT	##CL	n/a	n/a
366.759	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
371.021	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
372.038	5.008	6_DOT_DETECTION	NO_6-DOT	LTLKŁ	n/a	n/a
374.839	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
380.58	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
386.08	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
387.096	5.008	LEXICAL_DECISION	WORD	STOLE	n/a	n/a
392.295	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
394.13	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
395.146	5.008	LEXICAL_DECISION	WORD	BOBAS	n/a	n/a
400.895	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
402.18	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
403.196	5.008	LEXICAL_DECISION	PSEUDOWORD	DASIE	n/a	n/a
409.615	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
410.23	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
411.246	5.008	LEXICAL_DECISION	PSEUDOWORD	LEDI	n/a	n/a
415.815	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
418.28	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
419.296	5.008	LEXICAL_DECISION	PSEUDOWORD	BILOT	n/a	n/a
425.575	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
427.838	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
433.338	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
434.355	5.008	6_DOT_DETECTION	6-DOT	L#B#	n/a	n/a
437.255	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
441.388	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
442.405	5.008	6_DOT_DETECTION	6-DOT	#KŁ#	n/a	n/a
445.375	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
449.438	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
450.455	5.008	6_DOT_DETECTION	NO_6-DOT	KCK	n/a	n/a
452.679	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
457.488	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
458.505	5.008	6_DOT_DETECTION	6-DOT	LT##	n/a	n/a
460.919	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
465.538	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
466.555	5.008	6_DOT_DETECTION	NO_6-DOT	DDTLK	n/a	n/a
469.999	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
474.596	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
479.596	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
480.613	5.008	LEXICAL_DECISION	PSEUDOWORD	SYM	n/a	n/a
485.039	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
487.646	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
488.663	5.008	LEXICAL_DECISION	WORD	PTAK	n/a	n/a
493.799	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
495.696	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
496.713	5.008	LEXICAL_DECISION	PSEUDOWORD	PKAŁ	n/a	n/a
500.719	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
503.746	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
504.763	5.008	LEXICAL_DECISION	WORD	BOSKI	n/a	n/a
511.095	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
511.796	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
512.813	5.008	LEXICAL_DECISION	WORD	POD	n/a	n/a
516.855	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
520.855	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
527.855	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
528.871	5.008	6_DOT_DETECTION	NO_6-DOT	DLBL	n/a	n/a
533.935	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	FALSE_ALARM
535.905	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
536.921	5.008	6_DOT_DETECTION	6-DOT	#K#	n/a	n/a
538.919	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
543.955	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
544.971	5.008	6_DOT_DETECTION	6-DOT	K#CL#	n/a	n/a
548.215	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	MISS
552.005	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
553.021	5.008	6_DOT_DETECTION	6-DOT	K#L#	n/a	n/a
555.479	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
560.055	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
561.071	5.008	6_DOT_DETECTION	6-DOT	Ł##	n/a	n/a
563.639	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
569.613	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
576.113	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
577.13	5.008	LEXICAL_DECISION	PSEUDOWORD	PUTY	n/a	n/a
583.215	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
584.163	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
585.18	5.008	LEXICAL_DECISION	PSEUDOWORD	OTAL	n/a	n/a
589.279	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
592.212	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
593.23	5.008	LEXICAL_DECISION	PSEUDOWORD	MITKI	n/a	n/a
600.135	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
600.263	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
601.28	5.008	LEXICAL_DECISION	PSEUDOWORD	KLICE	n/a	n/a
606.919	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
608.313	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
609.33	5.008	LEXICAL_DECISION	PSEUDOWORD	SMO	n/a	n/a
615.159	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
617.871	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
622.371	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
623.388	5.009	6_DOT_DETECTION	NO_6-DOT	PMDŁ	n/a	n/a
625.959	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
630.421	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
631.438	5.008	6_DOT_DETECTION	NO_6-DOT	BŁSL	n/a	n/a
633.759	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
638.471	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
639.488	5.008	6_DOT_DETECTION	6-DOT	SM#K#	n/a	n/a
642.575	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
646.521	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
647.538	5.008	6_DOT_DETECTION	NO_6-DOT	MLMK	n/a	n/a
649.879	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
654.571	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
655.588	5.008	6_DOT_DETECTION	6-DOT	#K#	n/a	n/a
657.935	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
664.13	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
669.63	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
670.646	5.008	LEXICAL_DECISION	WORD	TUPAŁ	n/a	n/a
676.399	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
677.68	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
678.696	5.008	LEXICAL_DECISION	WORD	DYSK	n/a	n/a
683.775	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
685.73	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
686.746	5.008	LEXICAL_DECISION	WORD	TYM	n/a	n/a
692.135	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
693.78	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
694.796	5.008	LEXICAL_DECISION	PSEUDOWORD	KPU	n/a	n/a
698.534	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
701.83	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
702.846	5.008	LEXICAL_DECISION	PSEUDOWORD	CYLI	n/a	n/a
709.495	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
710.888	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
715.888	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
716.905	5.008	6_DOT_DETECTION	6-DOT	##LŁ	n/a	n/a
718.415	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
723.938	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
724.955	5.008	6_DOT_DETECTION	6-DOT	LM#M#	n/a	n/a
728.254	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
731.988	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
733.005	5.008	6_DOT_DETECTION	6-DOT	M##	n/a	n/a
734.534	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
740.038	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
741.055	5.008	6_DOT_DETECTION	NO_6-DOT	DKŁKŁ	n/a	n/a
743.374	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
748.088	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
749.105	5.008	6_DOT_DETECTION	NO_6-DOT	PKTL	n/a	n/a
