onset	duration	stim_type	sentence_id	stimulus_text	response_time	answer_index	question_response
355.2953	004.5108	sentence	69	The children rarely objected to the unpleasant smell of their neighbour's dog.	n/a	n/a	n/a
361.9111	006.7418	sentence	36	The concerned secretary spoke gently to the anxious patient in a private consultation room about the psychologist.	n/a	n/a	n/a
371.0350	003.0170	sentence	40	The company leased the apartment block to the family.	n/a	n/a	n/a
380.5839	006.0501	sentence	81	The lobbyist composed an eloquent message to the politician on behalf of his client about the reporter.	n/a	n/a	n/a
390.1493	003.9079	sentence	50	The government blocked the purchase of the apartment by the company.	n/a	n/a	n/a
399.8315	003.3121	sentence	28	The secretary spoke to the patient about the psychologist.	n/a	n/a	n/a
407.5055	005.6765	sentence	87	On her new laptop the reporter wrote a short blog post for the lobbyist regarding the politician.	n/a	n/a	n/a
416.7961	006.3634	sentence	34	The secretary at the desk spoke clearly with the disabled patient about their next psychologist appointment.	n/a	n/a	n/a
426.9616	004.6323	sentence	24	The psychologist sometimes spoke to her secretary about the problematic patient.	n/a	n/a	n/a
437.6519	003.3714	sentence	85	The reporter interviewed the lobbyist about the politician.	n/a	n/a	n/a
441.0264	005.0000	question	n/a	Who wrote to the lobbyist?	004.1191	B	c
452.3666	004.0279	sentence	86	The reporter wrote to the nonprofit organisation about the politician.	n/a	n/a	n/a
459.0659	004.2084	sentence	47	The family blocked the purchase of the apartment building by the company.	n/a	n/a	n/a
469.9897	004.1482	sentence	33	The secretary sometimes spoke rudely to patients about the psychologist.	n/a	n/a	n/a
481.1382	002.9582	sentence	10	The director brought the cameraman to the equipment.	n/a	n/a	n/a
490.9121	005.4290	sentence	78	In response to recent events the lobbyist quickly wrote to the politician about the reporter.	n/a	n/a	n/a
