onset	duration	condition	trial_type	braille_stimulus	response_val	response_type
146.792	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
147.809	5.008	6_DOT_DETECTION	6-DOT	#IML#	n/a	n/a
150.796	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
154.842	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
155.859	5.008	6_DOT_DETECTION	NO_6-DOT	BLPAK	n/a	n/a
158.86	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
162.892	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
163.909	5.008	6_DOT_DETECTION	6-DOT	LT##	n/a	n/a
166.456	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
170.942	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
171.959	5.008	6_DOT_DETECTION	NO_6-DOT	TCBYK	n/a	n/a
175.575	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	FALSE_ALARM
178.992	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
180.009	5.008	6_DOT_DETECTION	NO_6-DOT	KDB	n/a	n/a
183.033	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
188.55	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
195.05	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
196.067	5.008	LEXICAL_DECISION	WORD	TEMU	n/a	n/a
200.784	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
203.1	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
204.117	5.008	LEXICAL_DECISION	PSEUDOWORD	DET	n/a	n/a
206.01	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
211.15	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
212.167	5.008	LEXICAL_DECISION	WORD	SKOK	n/a	n/a
214.571	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
219.2	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
220.217	5.008	LEXICAL_DECISION	WORD	UKŁAD	n/a	n/a
222.836	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
227.25	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
228.267	5.008	LEXICAL_DECISION	WORD	METKA	n/a	n/a
232.056	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
236.809	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
242.309	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
243.326	5.008	6_DOT_DETECTION	6-DOT	#AL#K	n/a	n/a
245.295	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
250.359	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
251.376	5.008	6_DOT_DETECTION	NO_6-DOT	AYDL	n/a	n/a
254.868	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	FALSE_ALARM
258.409	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
259.426	5.008	6_DOT_DETECTION	6-DOT	##ŁK	n/a	n/a
262.246	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
266.459	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
267.476	5.008	6_DOT_DETECTION	6-DOT	E#T#	n/a	n/a
270.564	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
274.509	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
275.526	5.008	6_DOT_DETECTION	NO_6-DOT	CPK	n/a	n/a
278.76	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
284.567	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
290.567	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
291.584	5.008	LEXICAL_DECISION	PSEUDOWORD	MEKLE	n/a	n/a
295.473	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
298.617	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
299.634	5.008	LEXICAL_DECISION	WORD	MYK	n/a	n/a
301.31	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
306.667	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
307.684	5.008	LEXICAL_DECISION	PSEUDOWORD	SABI	n/a	n/a
309.822	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
314.717	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
315.734	5.008	LEXICAL_DECISION	WORD	BIAŁY	n/a	n/a
318.055	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
322.767	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
323.784	5.008	LEXICAL_DECISION	WORD	POBYT	n/a	n/a
326.135	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
332.826	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
338.826	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
339.842	5.008	6_DOT_DETECTION	NO_6-DOT	PŁS	n/a	n/a
343.205	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
346.875	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
347.892	5.008	6_DOT_DETECTION	NO_6-DOT	ETBY	n/a	n/a
351.849	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
354.926	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
355.942	5.008	6_DOT_DETECTION	NO_6-DOT	OKOŁI	n/a	n/a
359.138	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
362.976	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
363.992	5.008	6_DOT_DETECTION	6-DOT	I#T#	n/a	n/a
366.178	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
371.026	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
372.042	5.008	6_DOT_DETECTION	NO_6-DOT	OTŁP	n/a	n/a
375.254	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
380.584	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
386.084	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
387.1	5.009	LEXICAL_DECISION	WORD	SALTO	n/a	n/a
390.194	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
394.134	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
395.151	5.008	LEXICAL_DECISION	WORD	OCTEM	n/a	n/a
397.674	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
402.184	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
403.201	5.008	LEXICAL_DECISION	PSEUDOWORD	SKAPA	n/a	n/a
406.007	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
410.234	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
411.251	5.008	LEXICAL_DECISION	PSEUDOWORD	KUMI	n/a	n/a
413.16	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
418.284	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
419.301	5.008	LEXICAL_DECISION	PSEUDOWORD	KILDU	n/a	n/a
421.334	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
427.842	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
433.342	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
434.359	5.008	6_DOT_DETECTION	6-DOT	#AC#	n/a	n/a
438.099	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
441.393	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
442.409	5.008	6_DOT_DETECTION	6-DOT	O##P	n/a	n/a
445.453	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
449.443	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
450.459	5.008	6_DOT_DETECTION	NO_6-DOT	UDM	n/a	n/a
453.227	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
457.493	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
458.509	5.008	6_DOT_DETECTION	6-DOT	#S#U	n/a	n/a
461.2	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
465.543	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
466.559	5.008	6_DOT_DETECTION	NO_6-DOT	DMTP	n/a	n/a
469.428	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
474.601	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
479.601	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
480.618	5.008	LEXICAL_DECISION	PSEUDOWORD	KIS	n/a	n/a
482.91	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
487.651	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
488.668	5.008	LEXICAL_DECISION	WORD	CAŁY	n/a	n/a
490.65	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
495.701	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
496.718	5.008	LEXICAL_DECISION	PSEUDOWORD	ŁUCA	n/a	n/a
498.69	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
503.751	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
504.768	5.008	LEXICAL_DECISION	WORD	POMYL	n/a	n/a
508.012	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
511.801	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
512.818	5.008	LEXICAL_DECISION	WORD	TLI	n/a	n/a
515.644	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
520.859	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
527.859	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
528.876	5.008	6_DOT_DETECTION	NO_6-DOT	DLMT	n/a	n/a
532.753	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	FALSE_ALARM
535.909	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
536.926	5.008	6_DOT_DETECTION	6-DOT	##K	n/a	n/a
539.742	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
543.959	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
544.976	5.008	6_DOT_DETECTION	6-DOT	M##OE	n/a	n/a
547.142	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
552.01	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
553.026	5.008	6_DOT_DETECTION	6-DOT	U##K	n/a	n/a
554.699	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
560.06	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
561.076	5.008	6_DOT_DETECTION	6-DOT	#A#	n/a	n/a
562.254	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
569.618	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
576.118	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
577.134	5.008	LEXICAL_DECISION	PSEUDOWORD	PAKM	n/a	n/a
581.95	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
584.168	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
585.184	5.008	LEXICAL_DECISION	PSEUDOWORD	OTAB	n/a	n/a
587.49	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
592.218	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
593.235	5.008	LEXICAL_DECISION	PSEUDOWORD	OŁUBU	n/a	n/a
595.944	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
600.268	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
601.285	5.008	LEXICAL_DECISION	PSEUDOWORD	DOMET	n/a	n/a
603.527	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
608.317	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
609.335	5.008	LEXICAL_DECISION	PSEUDOWORD	DAS	n/a	n/a
611.56	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
617.876	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
622.376	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
623.393	5.008	6_DOT_DETECTION	NO_6-DOT	ŁOCU	n/a	n/a
625.918	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
630.426	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
631.443	5.008	6_DOT_DETECTION	NO_6-DOT	IMTK	n/a	n/a
634.162	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	FALSE_ALARM
638.476	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
639.493	5.008	6_DOT_DETECTION	6-DOT	TSP##	n/a	n/a
642.685	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
646.526	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
647.543	5.008	6_DOT_DETECTION	NO_6-DOT	STDL	n/a	n/a
649.597	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
654.576	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
655.593	5.008	6_DOT_DETECTION	6-DOT	Ł##	n/a	n/a
658.579	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
664.135	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
669.635	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
670.651	5.008	LEXICAL_DECISION	WORD	UCIEC	n/a	n/a
672.548	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
677.685	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
678.701	5.008	LEXICAL_DECISION	WORD	PALM	n/a	n/a
680.701	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
685.735	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
686.751	5.008	LEXICAL_DECISION	WORD	TŁO	n/a	n/a
689.049	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
693.785	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
694.801	5.008	LEXICAL_DECISION	PSEUDOWORD	ŁYB	n/a	n/a
697.062	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
701.835	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
702.852	5.008	LEXICAL_DECISION	PSEUDOWORD	BOŁY	n/a	n/a
705.299	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
710.893	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
715.893	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
716.91	5.008	6_DOT_DETECTION	6-DOT	D#BK#	n/a	n/a
718.498	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
723.943	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
724.96	5.008	6_DOT_DETECTION	6-DOT	TU#K#	n/a	n/a
727.739	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
731.993	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
733.01	5.008	6_DOT_DETECTION	6-DOT	#Y#	n/a	n/a
736.203	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
740.042	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
741.06	5.008	6_DOT_DETECTION	NO_6-DOT	LSŁIP	n/a	n/a
744.036	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
748.093	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
749.11	5.008	6_DOT_DETECTION	NO_6-DOT	UCMB	n/a	n/a
755.566	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	FALSE_ALARM
