onset	duration	trial_type	event_value	event_sample	response_time	response_time2	stimamp	stimon	sdt	confidence
267.6005859375	0	conf	200	274023	1.2445	3.4109	1.62	1.886	i	1
271.0107421875	0	conf-resp	201	277515	1.2445	3.4109	1.62	1.886	i	1
272.9482421875	0	stim-adapt	100	279499	2.3535	4.2021	1.59	1.3674	t	0.74
277.06640625	0	hit	101	283716	2.3535	4.2021	1.59	1.3674	t	0.74
277.576171875	0	conf	200	284238	2.3535	4.2021	1.59	1.3674	t	0.74
281.7783203125	0	conf-resp	201	288541	2.3535	4.2021	1.59	1.3674	t	0.74
282.609375	0	stim-adapt	100	289392	1.3415	4.2944	1.56	0.26417	m	0.79
286.8212890625	0	cr	104	293705	1.3415	4.2944	1.56	0.26417	m	0.79
287.333984375	0	conf	200	294230	1.3415	4.2944	1.56	0.26417	m	0.79
291.62890625	0	conf-resp	201	298628	1.3415	4.2944	1.56	0.26417	m	0.79
293.6416015625	0	stim-adapt	100	300689	0.9285	2.8953	1.56	1.4454	i	0.84
296.251953125	0	cr	104	303362	0.9285	2.8953	1.56	1.4454	i	0.84
296.765625	0	conf	200	303888	0.9285	2.8953	1.56	1.4454	i	0.84
299.662109375	0	conf-resp	201	306854	0.9285	2.8953	1.56	1.4454	i	0.84
300.4482421875	0	stim-adapt	100	307659	1.221	3.1429	1.56	0.22071	s	0.8
304.5849609375	0	miss	102	311895	1.221	3.1429	1.56	0.22071	s	0.8
305.1005859375	0	conf	200	312423	1.221	3.1429	1.56	0.22071	s	0.8
308.2451171875	0	conf-resp	201	315643	1.221	3.1429	1.56	0.22071	s	0.8
309.046875	0	stim-adapt	100	316464	1.7942	2.6604	1.59	0.23499	s	0.79
313.740234375	0	miss	102	321270	1.7942	2.6604	1.59	0.23499	s	0.79
314.25	0	conf	200	321792	1.7942	2.6604	1.59	0.23499	s	0.79
316.91015625	0	conf-resp	201	324516	1.7942	2.6604	1.59	0.23499	s	0.79
318.759765625	0	stim-adapt	100	326410	0.95208	3.6701	1.62	1.2814	m	1
321.5625	0	hit	101	329280	0.95208	3.6701	1.62	1.2814	m	1
322.0732421875	0	conf	200	329803	0.95208	3.6701	1.62	1.2814	m	1
325.7431640625	0	conf-resp	201	333561	0.95208	3.6701	1.62	1.2814	m	1
326.9755859375	0	stim-adapt	100	334823	1.1243	2.7286	1.59	0.65763	i	0.8
330.5712890625	0	cr	104	338505	1.1243	2.7286	1.59	0.65763	i	0.8
331.08203125	0	conf	200	339028	1.1243	2.7286	1.59	0.65763	i	0.8
333.8115234375	0	conf-resp	201	341823	1.1243	2.7286	1.59	0.65763	i	0.8
335.685546875	0	stim-adapt	100	343742	0.72883	2.995	1.59	1.3076	s	1
338.25	0	hit	101	346368	0.72883	2.995	1.59	1.3076	s	1
338.765625	0	conf	200	346896	0.72883	2.995	1.59	1.3076	s	1
341.7607421875	0	conf-resp	201	349963	0.72883	2.995	1.59	1.3076	s	1
343.826171875	0	stim-adapt	100	352078	0.50722	3.1986	1.56	1.4983	s	1
345.970703125	0	hit	101	354274	0.50722	3.1986	1.56	1.4983	s	1
346.4775390625	0	conf	200	354793	0.50722	3.1986	1.56	1.4983	s	1
349.677734375	0	conf-resp	201	358070	0.50722	3.1986	1.56	1.4983	s	1
351.4150390625	0	stim-adapt	100	359849	0.82291	2.135	1.53	1.1664	c	0.6
354.201171875	0	hit	101	362702	0.82291	2.135	1.53	1.1664	c	0.6
354.708984375	0	conf	200	363222	0.82291	2.135	1.53	1.1664	c	0.6
356.8447265625	0	conf-resp	201	365409	0.82291	2.135	1.53	1.1664	c	0.6
358.890625	0	stim-adapt	100	367504	0.70325	3.7268	1.5	1.4801	r	0.87
361.2490234375	0	hit	101	369919	0.70325	3.7268	1.5	1.4801	r	0.87
361.7666015625	0	conf	200	370449	0.70325	3.7268	1.5	1.4801	r	0.87
365.4931640625	0	conf-resp	201	374265	0.70325	3.7268	1.5	1.4801	r	0.87
366.533203125	0	stim-adapt	100	375330	1.6298	3.3919	1.47	0.46965	e	1
370.8232421875	0	hit	101	379723	1.6298	3.3919	1.47	0.46965	e	1
371.3349609375	0	conf	200	380247	1.6298	3.3919	1.47	0.46965	e	1
374.7275390625	0	conf-resp	201	383721	1.6298	3.3919	1.47	0.46965	e	1
376.763671875	0	stim-adapt	100	385806	0.72841	2.8603	1.44	1.4699	j	1
379.15625	0	hit	101	388256	0.72841	2.8603	1.44	1.4699	j	1
379.6650390625	0	conf	200	388777	0.72841	2.8603	1.44	1.4699	j	1
382.5263671875	0	conf-resp	201	391707	0.72841	2.8603	1.44	1.4699	j	1
385.03515625	0	stim-adapt	100	394276	0.87706	2.7619	1.41	1.9412	m	0.82
387.0869140625	0	cr	104	396377	0.87706	2.7619	1.41	1.9412	m	0.82
387.59765625	0	conf	200	396900	0.87706	2.7619	1.41	1.9412	m	0.82
390.3603515625	0	conf-resp	201	399729	0.87706	2.7619	1.41	1.9412	m	0.82
392.66015625	0	stim-adapt	100	402084	0.85784	3.8332	1.41	1.7339	i	0.83
394.9169921875	0	cr	104	404395	0.85784	3.8332	1.41	1.7339	i	0.83
395.42578125	0	conf	200	404916	0.85784	3.8332	1.41	1.7339	i	0.83
399.2587890625	0	conf-resp	201	408841	0.85784	3.8332	1.41	1.7339	i	0.83
399.998046875	0	stim-adapt	100	409598	1.1168	2.3868	1.41	0.17247	s	0.73
404.078125	0	miss	102	413776	1.1168	2.3868	1.41	0.17247	s	0.73
404.58984375	0	conf	200	414300	1.1168	2.3868	1.41	0.17247	s	0.73
406.9765625	0	conf-resp	201	416744	1.1168	2.3868	1.41	0.17247	s	0.73
408.2763671875	0	stim-adapt	100	418075	2.2357	2.5451	1.44	0.73287	s	0.5
412.89453125	0	hit	101	422804	2.2357	2.5451	1.44	0.73287	s	0.5
413.4140625	0	conf	200	423336	2.2357	2.5451	1.44	0.73287	s	0.5
415.9599609375	0	conf-resp	201	425943	2.2357	2.5451	1.44	0.73287	s	0.5
417.265625	0	stim-adapt	100	427280	1.729	3.3576	1.41	0.7384	m	0.81
421.392578125	0	cr	104	431506	1.729	3.3576	1.41	0.7384	m	0.81
421.9013671875	0	conf	200	432027	1.729	3.3576	1.41	0.7384	m	0.81
425.259765625	0	conf-resp	201	435466	1.729	3.3576	1.41	0.7384	m	0.81
427.1962890625	0	stim-adapt	100	437449	1.5496	4.0906	1.41	1.3701	i	1
430.5107421875	0	hit	101	440843	1.5496	4.0906	1.41	1.3701	i	1
431.017578125	0	conf	200	441362	1.5496	4.0906	1.41	1.3701	i	1
435.109375	0	conf-resp	201	445552	1.5496	4.0906	1.41	1.3701	i	1
436.8720703125	0	stim-adapt	100	447357	1.4605	2.3342	1.38	1.1959	s	0.79
440.279296875	0	miss	102	450846	1.4605	2.3342	1.38	1.1959	s	0.79
440.7919921875	0	conf	200	451371	1.4605	2.3342	1.38	1.1959	s	0.79
443.1259765625	0	conf-resp	201	453761	1.4605	2.3342	1.38	1.1959	s	0.79
445.271484375	0	stim-adapt	100	455958	0.97296	2.949	1.41	1.5787	s	0.69
447.7919921875	0	miss	102	458539	0.97296	2.949	1.41	1.5787	s	0.69
448.3095703125	0	conf	200	459069	0.97296	2.949	1.41	1.5787	s	0.69
451.2587890625	0	conf-resp	201	462089	0.97296	2.949	1.41	1.5787	s	0.69
452.5673828125	0	stim-adapt	100	463429	0.82355	2.2565	1.44	0.73531	m	0.74
455.78515625	0	cr	104	466724	0.82355	2.2565	1.44	0.73531	m	0.74
456.30078125	0	conf	200	467252	0.82355	2.2565	1.44	0.73531	m	0.74
458.5595703125	0	conf-resp	201	469565	0.82355	2.2565	1.44	0.73531	m	0.74
459.5380859375	0	stim-adapt	100	470567	2.6514	3.0064	1.44	0.41206	i	0.81
464.89453125	0	miss	102	476052	2.6514	3.0064	1.44	0.41206	i	0.81
465.4013671875	0	conf	200	476571	2.6514	3.0064	1.44	0.41206	i	0.81
468.408203125	0	conf-resp	201	479650	2.6514	3.0064	1.44	0.41206	i	0.81
469.1494140625	0	stim-adapt	100	480409	1.6109	3.422	1.47	0.17333	s	0.63
473.705078125	0	hit	101	485074	1.6109	3.422	1.47	0.17333	s	0.63
474.21875	0	conf	200	485600	1.6109	3.422	1.47	0.17333	s	0.63
477.642578125	0	conf-resp	201	489106	1.6109	3.422	1.47	0.17333	s	0.63
479.7529296875	0	stim-adapt	100	491267	0.69455	3.3427	1.44	1.5439	s	1
482.0400390625	0	hit	101	493609	0.69455	3.3427	1.44	1.5439	s	1
482.548828125	0	conf	200	494130	0.69455	3.3427	1.44	1.5439	s	1
485.892578125	0	conf-resp	201	497554	0.69455	3.3427	1.44	1.5439	s	1
486.8720703125	0	stim-adapt	100	498557	3.7888	2.4844	1.41	0.41135	f	0.71
493.36328125	0	miss	102	505204	3.7888	2.4844	1.41	0.41135	f	0.71
493.8740234375	0	conf	200	505727	3.7888	2.4844	1.41	0.41135	f	0.71
496.3583984375	0	conf-resp	201	508271	3.7888	2.4844	1.41	0.41135	f	0.71
497.7109375	0	stim-adapt	100	509656	0.90113	2.0668	1.44	0.77654	a	0.76
500.9599609375	0	miss	102	512983	0.90113	2.0668	1.44	0.77654	a	0.76
501.4736328125	0	conf	200	513509	0.90113	2.0668	1.44	0.77654	a	0.76
503.5419921875	0	conf-resp	201	515627	0.90113	2.0668	1.44	0.77654	a	0.76
505.2119140625	0	stim-adapt	100	517337	0.81634	2.671	1.47	1.1036	m	0.81
508.060546875	0	miss	102	520254	0.81634	2.671	1.47	1.1036	m	0.81
508.5703125	0	conf	200	520776	0.81634	2.671	1.47	1.1036	m	0.81
511.2421875	0	conf-resp	201	523512	0.81634	2.671	1.47	1.1036	m	0.81
573.25390625	0	stim-adapt	100	587012	0.4174	2.6397	1.5	0.253	i	0.68
576.5419921875	0	hit	101	590379	0.4174	2.6397	1.5	0.253	i	0.68
577.05078125	0	conf	200	590900	0.4174	2.6397	1.5	0.253	i	0.68
579.6904296875	0	conf-resp	201	593603	0.4174	2.6397	1.5	0.253	i	0.68
580.5263671875	0	stim-adapt	100	594459	0.82193	2.3155	1.47	0.26861	s	1
584.1982421875	0	hit	101	598219	0.82193	2.3155	1.47	0.26861	s	1
584.708984375	0	conf	200	598742	0.82193	2.3155	1.47	0.26861	s	1
587.0244140625	0	conf-resp	201	601113	0.82193	2.3155	1.47	0.26861	s	1
587.7890625	0	stim-adapt	100	601896	3.9741	2.7003	1.44	0.19719	s	1
594.6982421875	0	hit	101	608971	3.9741	2.7003	1.44	0.19719	s	1
595.20703125	0	conf	200	609492	3.9741	2.7003	1.44	0.19719	s	1
597.9072265625	0	conf-resp	201	612257	3.9741	2.7003	1.44	0.19719	s	1
598.7587890625	0	stim-adapt	100	613129	1.0205	3.1533	1.41	0.28405	m	0.94
602.62890625	0	miss	102	617092	1.0205	3.1533	1.41	0.28405	m	0.94
603.1376953125	0	conf	200	617613	1.0205	3.1533	1.41	0.28405	m	0.94
606.2900390625	0	conf-resp	201	620841	1.0205	3.1533	1.41	0.28405	m	0.94
607.1943359375	0	stim-adapt	100	621767	1.42	2.1037	1.44	0.3365	i	0.71
611.3955078125	0	hit	101	626069	1.42	2.1037	1.44	0.3365	i	0.71
611.9033203125	0	conf	200	626589	1.42	2.1037	1.44	0.3365	i	0.71
614.0078125	0	conf-resp	201	628744	1.42	2.1037	1.44	0.3365	i	0.71
614.96875	0	stim-adapt	100	629728	1.569	4.4882	1.41	0.3925	s	0.75
619.2607421875	0	cr	104	634123	1.569	4.4882	1.41	0.3925	s	0.75
619.767578125	0	conf	200	634642	1.569	4.4882	1.41	0.3925	s	0.75
624.2568359375	0	conf-resp	201	639239	1.569	4.4882	1.41	0.3925	s	0.75
625.4599609375	0	stim-adapt	100	640471	0.68027	1.8767	1.41	0.63496	s	0.5
628.6376953125	0	hit	101	643725	0.68027	1.8767	1.41	0.63496	s	0.5
629.146484375	0	conf	200	644246	0.68027	1.8767	1.41	0.63496	s	0.5
631.0224609375	0	conf-resp	201	646167	0.68027	1.8767	1.41	0.63496	s	0.5
632.2255859375	0	stim-adapt	100	647399	4.2822	4.343	1.38	0.63286	h	1
639.0107421875	0	hit	101	654347	4.2822	4.343	1.38	0.63286	h	1
639.529296875	0	conf	200	654878	4.2822	4.343	1.38	0.63286	h	1
643.873046875	0	conf-resp	201	659326	4.2822	4.343	1.38	0.63286	h	1
644.876953125	0	stim-adapt	100	660354	2.8634	4.0886	1.35	0.43513	i	1
650.44140625	0	hit	101	666052	2.8634	4.0886	1.35	0.43513	i	1
650.951171875	0	conf	200	666574	2.8634	4.0886	1.35	0.43513	i	1
655.0400390625	0	conf-resp	201	670761	2.8634	4.0886	1.35	0.43513	i	1
656.1083984375	0	stim-adapt	100	671855	1.4231	4.4224	1.32	0.50208	t	1
660.154296875	0	hit	101	675998	1.4231	4.4224	1.32	0.50208	t	1
660.666015625	0	conf	200	676522	1.4231	4.4224	1.32	0.50208	t	1
665.0888671875	0	conf-resp	201	681051	1.4231	4.4224	1.32	0.50208	t	1
667.44140625	0	stim-adapt	100	683460	1.1027	2.2192	1.29	1.7858	m	0.76
669.892578125	0	cr	104	685970	1.1027	2.2192	1.29	1.7858	m	0.76
670.4033203125	0	conf	200	686493	1.1027	2.2192	1.29	1.7858	m	0.76
672.623046875	0	conf-resp	201	688766	1.1027	2.2192	1.29	1.7858	m	0.76
674.6005859375	0	stim-adapt	100	690791	1.0179	2.6553	1.29	1.4064	i	1
677.3251953125	0	hit	101	693581	1.0179	2.6553	1.29	1.4064	i	1
677.833984375	0	conf	200	694102	1.0179	2.6553	1.29	1.4064	i	1
680.48828125	0	conf-resp	201	696820	1.0179	2.6553	1.29	1.4064	i	1
682.1669921875	0	stim-adapt	100	698539	0.54332	2.9811	1.26	1.1115	s	1
684.732421875	0	hit	101	701166	0.54332	2.9811	1.26	1.1115	s	1
685.2412109375	0	conf	200	701687	0.54332	2.9811	1.26	1.1115	s	1
688.22265625	0	conf-resp	201	704740	0.54332	2.9811	1.26	1.1115	s	1
689.158203125	0	stim-adapt	100	705698	0.62252	2.3168	1.23	0.36887	s	1
692.5302734375	0	hit	101	709151	0.62252	2.3168	1.23	0.36887	s	1
693.0390625	0	conf	200	709672	0.62252	2.3168	1.23	0.36887	s	1
695.3544921875	0	conf-resp	201	712043	0.62252	2.3168	1.23	0.36887	s	1
696.345703125	0	stim-adapt	100	713058	0.61301	1.778	1.2	0.42406	m	0.78
699.6513671875	0	cr	104	716443	0.61301	1.778	1.2	0.42406	m	0.78
700.16015625	0	conf	200	716964	0.61301	1.778	1.2	0.42406	m	0.78
701.939453125	0	conf-resp	201	718786	0.61301	1.778	1.2	0.42406	m	0.78
702.66015625	0	stim-adapt	100	719524	1.1167	2.0737	1.2	0.15469	i	0.72
706.7568359375	0	hit	101	723719	1.1167	2.0737	1.2	0.15469	i	0.72
707.265625	0	conf	200	724240	1.1167	2.0737	1.2	0.15469	i	0.72
709.3388671875	0	conf-resp	201	726363	1.1167	2.0737	1.2	0.15469	i	0.72
711.73828125	0	stim-adapt	100	728820	1.5345	4.4444	1.17	1.8276	s	0.62
714.57421875	0	cr	104	731724	1.5345	4.4444	1.17	1.8276	s	0.62
715.09375	0	conf	200	732256	1.5345	4.4444	1.17	1.8276	s	0.62
719.5390625	0	conf-resp	201	736808	1.5345	4.4444	1.17	1.8276	s	0.62
721.51953125	0	stim-adapt	100	738836	0.77149	1.9976	1.17	1.4134	s	0.62
724.021484375	0	cr	104	741398	0.77149	1.9976	1.17	1.4134	s	0.62
724.5400390625	0	conf	200	741929	0.77149	1.9976	1.17	1.4134	s	0.62
726.5390625	0	conf-resp	201	743976	0.77149	1.9976	1.17	1.4134	s	0.62
728.22265625	0	stim-adapt	100	745700	0.77114	2.3865	1.17	1.1156	m	1
730.9931640625	0	hit	101	748537	0.77114	2.3865	1.17	1.1156	m	1
731.501953125	0	conf	200	749058	0.77114	2.3865	1.17	1.1156	m	1
733.888671875	0	conf-resp	201	751502	0.77114	2.3865	1.17	1.1156	m	1
735.0810546875	0	stim-adapt	100	752723	0.40193	1.9878	1.14	0.62686	i	0.76
737.9921875	0	hit	101	755704	0.40193	1.9878	1.14	0.62686	i	0.76
738.5	0	conf	200	756224	0.40193	1.9878	1.14	0.62686	i	0.76
740.48828125	0	conf-resp	201	758260	0.40193	1.9878	1.14	0.62686	i	0.76
741.388671875	0	stim-adapt	100	759182	1.2139	3.4095	1.11	0.33241	s	0.72
745.404296875	0	miss	102	763294	1.2139	3.4095	1.11	0.33241	s	0.72
745.912109375	0	conf	200	763814	1.2139	3.4095	1.11	0.33241	s	0.72
749.3212890625	0	conf-resp	201	767305	1.2139	3.4095	1.11	0.33241	s	0.72
751.1337890625	0	stim-adapt	100	769161	0.60558	2.4686	1.14	1.245	s	1
753.611328125	0	hit	101	771698	0.60558	2.4686	1.14	1.245	s	1
754.1181640625	0	conf	200	772217	0.60558	2.4686	1.14	1.245	s	1
756.5869140625	0	conf-resp	201	774745	0.60558	2.4686	1.14	1.245	s	1
759.1318359375	0	stim-adapt	100	777351	0.83014	3.1918	1.11	1.9759	h	0.92
761.12109375	0	cr	104	779388	0.83014	3.1918	1.11	1.9759	h	0.92
761.6298828125	0	conf	200	779909	0.83014	3.1918	1.11	1.9759	h	0.92
764.8212890625	0	conf-resp	201	783177	0.83014	3.1918	1.11	1.9759	h	0.92
765.73046875	0	stim-adapt	100	784108	0.47785	5.9107	1.11	0.34086	i	0.61
769.0009765625	0	hit	101	787457	0.47785	5.9107	1.11	0.34086	i	0.61
769.5107421875	0	conf	200	787979	0.47785	5.9107	1.11	0.34086	i	0.61
775.421875	0	conf-resp	201	794032	0.47785	5.9107	1.11	0.34086	i	0.61
776.50390625	0	stim-adapt	100	795140	1.386	1.4536	1.08	0.51558	t	0.61
780.490234375	0	hit	101	799222	1.386	1.4536	1.08	0.51558	t	0.61
781.0009765625	0	conf	200	799745	1.386	1.4536	1.08	0.51558	t	0.61
782.455078125	0	conf-resp	201	801234	1.386	1.4536	1.08	0.51558	t	0.61
783.8232421875	0	stim-adapt	100	802635	2.0917	2.7491	1.05	0.7936	h	0.62
788.2470703125	0	hit	101	807165	2.0917	2.7491	1.05	0.7936	h	0.62
788.755859375	0	conf	200	807686	2.0917	2.7491	1.05	0.7936	h	0.62
791.5048828125	0	conf-resp	201	810501	2.0917	2.7491	1.05	0.7936	h	0.62
792.21875	0	stim-adapt	100	811232	0.48979	2.0488	1.02	0.14799	i	0.8
795.6953125	0	cr	104	814792	0.48979	2.0488	1.02	0.14799	i	0.8
796.205078125	0	conf	200	815314	0.48979	2.0488	1.02	0.14799	i	0.8
798.25390625	0	conf-resp	201	817412	0.48979	2.0488	1.02	0.14799	i	0.8
800.19140625	0	stim-adapt	100	819396	0.58933	2.8175	1.02	1.3682	t	1
802.5283203125	0	hit	101	821789	0.58933	2.8175	1.02	1.3682	t	1
803.037109375	0	conf	200	822310	0.58933	2.8175	1.02	1.3682	t	1
805.8544921875	0	conf-resp	201	825195	0.58933	2.8175	1.02	1.3682	t	1
807.2353515625	0	stim-adapt	100	826609	0.706	2.7003	0.99	0.80478	h	0.84
810.2783203125	0	miss	102	829725	0.706	2.7003	0.99	0.80478	h	0.84
810.787109375	0	conf	200	830246	0.706	2.7003	0.99	0.80478	h	0.84
813.486328125	0	conf-resp	201	833010	0.706	2.7003	0.99	0.80478	h	0.84
816.0205078125	0	stim-adapt	100	835605	0.91035	1.4468	1.02	1.9657	i	0.71
818.0986328125	0	miss	102	837733	0.91035	1.4468	1.02	1.9657	i	0.71
818.607421875	0	conf	200	838254	0.91035	1.4468	1.02	1.9657	i	0.71
820.0546875	0	conf-resp	201	839736	0.91035	1.4468	1.02	1.9657	i	0.71
821.427734375	0	stim-adapt	100	841142	0.48815	4.6416	1.05	0.80437	t	0.62
824.2431640625	0	miss	102	844025	0.48815	4.6416	1.05	0.80437	t	0.62
824.7607421875	0	conf	200	844555	0.48815	4.6416	1.05	0.80437	t	0.62
829.404296875	0	conf-resp	201	849310	0.48815	4.6416	1.05	0.80437	t	0.62
831.2138671875	0	stim-adapt	100	851163	0.67456	7.567	1.08	1.2413	c	0.48
833.7607421875	0	hit	101	853771	0.67456	7.567	1.08	1.2413	c	0.48
834.26953125	0	conf	200	854292	0.67456	7.567	1.08	1.2413	c	0.48
