onset	duration	trial_type	expected_response	given_response	response_time
 99.084	 0.798	pres	1	0	 2147483.647
 99.882	 1.530	resp	0	0	 0.000
 101.412	 0.865	jitter	0	0	 0.000
 102.277	 0.532	fixation_cross	0	0	 0.000
 102.809	 0.798	pres	1	0	 2147483.647
 103.607	 1.529	resp	0	0	 0.000
 105.136	 0.931	jitter	0	0	 0.000
 106.067	 0.532	fixation_cross	0	0	 0.000
 106.599	 0.798	pres	1	0	 2147483.647
 107.397	 1.530	resp	0	0	 0.000
 108.927	 0.532	jitter	0	0	 0.000
 109.459	 0.532	fixation_cross	0	0	 0.000
 109.991	 0.798	pres	1	0	 2147483.647
 110.789	 1.530	resp	0	0	 0.000
 112.319	 0.664	jitter	0	0	 0.000
 112.983	 0.532	fixation_cross	0	0	 0.000
 113.515	 0.799	pres	1	0	 2147483.647
 114.314	 1.528	resp	0	0	 0.000
 115.842	 1.065	jitter	0	0	 0.000
 116.907	 0.532	fixation_cross	0	0	 0.000
 117.439	 0.797	pres	1	0	 2147483.647
 118.236	 1.530	resp	0	0	 0.000
 119.766	 0.665	jitter	0	0	 0.000
 120.431	 0.532	fixation_cross	0	0	 0.000
 120.963	 0.798	pres	1	0	 2147483.647
 121.761	 1.530	resp	0	0	 0.000
 123.291	 0.731	jitter	0	0	 0.000
 124.022	 0.532	fixation_cross	0	0	 0.000
 124.554	 0.798	pres	1	0	 2147483.647
 125.352	 1.529	resp	0	0	 0.000
 126.881	 0.932	jitter	0	0	 0.000
 127.813	 0.532	fixation_cross	0	0	 0.000
 128.345	 0.797	pres	1	0	 2147483.647
 129.142	 1.530	resp	0	0	 0.000
 130.672	 1.064	jitter	0	0	 0.000
 131.736	 0.532	fixation_cross	0	0	 0.000
 132.268	 0.798	pres	1	0	 2147483.647
 133.066	 1.529	resp	0	0	 0.000
 134.595	 0.533	jitter	0	0	 0.000
 135.128	 0.531	fixation_cross	0	0	 0.000
 135.659	 0.799	pres	1	0	 2147483.647
 136.458	 1.529	resp	0	0	 0.000
 137.987	 1.064	jitter	0	0	 0.000
 139.051	 0.532	fixation_cross	0	0	 0.000
 139.583	 0.798	pres	1	0	 2147483.647
 140.381	 1.530	resp	0	0	 0.000
 141.911	 0.731	jitter	0	0	 0.000
 142.642	 0.532	fixation_cross	0	0	 0.000
 143.174	 0.798	pres	1	0	 2147483.647
 143.972	 1.530	resp	0	0	 0.000
 145.502	 0.532	jitter	0	0	 0.000
 146.034	 0.532	fixation_cross	0	0	 0.000
 146.566	 0.797	pres	1	0	 2147483.647
 147.363	 1.530	resp	0	0	 0.000
 148.893	 0.731	jitter	0	0	 0.000
 149.624	 9.976	jitter	0	0	 0.000
 159.600	 1.995	instruction	0	0	 0.000
 161.595	 1.994	filler	0	0	 0.000
 163.589	 0.533	fixation_cross	0	0	 0.000
 164.122	 0.797	pres	1	0	 2147483.647
 164.919	 1.530	resp	0	0	 0.000
 166.449	 0.665	jitter	0	0	 0.000
 167.114	 0.532	fixation_cross	0	0	 0.000
 167.646	 0.798	pres	1	0	 2147483.647
 168.444	 1.529	resp	0	0	 0.000
 169.973	 0.732	jitter	0	0	 0.000
 170.705	 0.531	fixation_cross	0	0	 0.000
 171.236	 0.799	pres	1	0	 2147483.647
 172.035	 1.530	resp	0	0	 0.000
 173.565	 1.063	jitter	0	0	 0.000
 174.628	 0.533	fixation_cross	0	0	 0.000
 175.161	 0.798	pres	1	0	 2147483.647
 175.959	 1.529	resp	0	0	 0.000
 177.488	 0.665	jitter	0	0	 0.000
 178.153	 0.532	fixation_cross	0	0	 0.000
 178.685	 0.798	pres	1	0	 2147483.647
 179.483	 1.530	resp	0	0	 0.000
 181.013	 0.930	jitter	0	0	 0.000
 181.943	 0.533	fixation_cross	0	0	 0.000
 182.476	 0.797	pres	1	0	 2147483.647
 183.273	 1.530	resp	0	0	 0.000
 184.803	 0.931	jitter	0	0	 0.000
 185.734	 0.532	fixation_cross	0	0	 0.000
 186.266	 0.798	pres	1	0	 2147483.647
 187.064	 1.529	resp	0	0	 0.000
 188.593	 0.865	jitter	0	0	 0.000
 189.458	 0.532	fixation_cross	0	0	 0.000
 189.990	 0.798	pres	1	0	 2147483.647
 190.788	 1.529	resp	0	0	 0.000
 192.317	 0.732	jitter	0	0	 0.000
 193.049	 0.532	fixation_cross	0	0	 0.000
 193.581	 0.798	pres	1	0	 2147483.647
 194.379	 1.530	resp	0	0	 0.000
 195.909	 0.864	jitter	0	0	 0.000
 196.773	 0.532	fixation_cross	0	0	 0.000
 197.305	 0.798	pres	1	0	 2147483.647
 198.103	 1.530	resp	0	0	 0.000
 199.633	 0.532	jitter	0	0	 0.000
 200.165	 0.531	fixation_cross	0	0	 0.000
 200.696	 0.798	pres	1	0	 2147483.647
 201.494	 1.530	resp	0	0	 0.000
 203.024	 0.531	jitter	0	0	 0.000
 203.555	 0.533	fixation_cross	0	0	 0.000
 204.088	 0.798	pres	1	0	 2147483.647
 204.886	 1.529	resp	0	0	 0.000
 206.415	 0.931	jitter	0	0	 0.000
 207.346	 0.533	fixation_cross	0	0	 0.000
 207.879	 0.797	pres	1	0	 2147483.647
 208.676	 1.530	resp	0	0	 0.000
 210.206	 0.665	jitter	0	0	 0.000
 210.871	 0.532	fixation_cross	0	0	 0.000
 211.403	 0.798	pres	1	0	 2147483.647
 212.201	 1.530	resp	0	0	 0.000
 213.731	 1.063	jitter	0	0	 0.000
 214.794	 0.532	fixation_cross	0	0	 0.000
 215.326	 0.799	pres	1	0	 2147483.647
 216.125	 1.529	resp	0	0	 0.000
 217.654	 0.864	jitter	0	0	 0.000
 218.518	 0.533	fixation_cross	0	0	 0.000
 219.051	 0.797	pres	1	0	 2147483.647
 219.848	 1.529	resp	0	0	 0.000
 221.377	 1.065	jitter	0	0	 0.000
 222.442	 0.532	fixation_cross	0	0	 0.000
 222.974	 0.797	pres	1	0	 2147483.647
 223.771	 1.530	resp	0	0	 0.000
 225.301	 0.532	jitter	0	0	 0.000
 225.833	 0.533	fixation_cross	0	0	 0.000
 226.366	 0.797	pres	1	0	 2147483.647
 227.163	 1.529	resp	0	0	 0.000
 228.692	 0.733	jitter	0	0	 0.000
 229.425	 9.975	jitter	0	0	 0.000
 239.400	 1.995	instruction	0	0	 0.000
 241.395	 1.994	filler	0	0	 0.000
 243.389	 0.532	fixation_cross	0	0	 0.000
 243.921	 0.799	pres	1	0	 2147483.647
 244.720	 1.529	resp	0	0	 0.000
 246.249	 1.063	jitter	0	0	 0.000
 247.312	 0.532	fixation_cross	0	0	 0.000
 247.844	 0.799	pres	1	0	 2147483.647
 248.643	 1.529	resp	0	0	 0.000
 250.172	 0.732	jitter	0	0	 0.000
 250.904	 0.532	fixation_cross	0	0	 0.000
 251.436	 0.798	pres	1	0	 2147483.647
 252.234	 1.530	resp	0	0	 0.000
 253.764	 0.931	jitter	0	0	 0.000
 254.695	 0.531	fixation_cross	0	0	 0.000
 255.226	 0.798	pres	1	0	 2147483.647
 256.024	 1.530	resp	0	0	 0.000
 257.554	 0.532	jitter	0	0	 0.000
 258.086	 0.531	fixation_cross	0	0	 0.000
 258.617	 0.798	pres	1	0	 2147483.647
 259.415	 1.530	resp	0	0	 0.000
 260.945	 1.064	jitter	0	0	 0.000
 262.009	 0.532	fixation_cross	0	0	 0.000
 262.541	 0.799	pres	1	0	 2147483.647
 263.340	 1.528	resp	0	0	 0.000
 264.868	 0.865	jitter	0	0	 0.000
 265.733	 0.533	fixation_cross	0	0	 0.000
 266.266	 0.797	pres	1	0	 2147483.647
 267.063	 1.530	resp	0	0	 0.000
 268.593	 0.665	jitter	0	0	 0.000
 269.258	 0.531	fixation_cross	0	0	 0.000
 269.789	 0.799	pres	1	0	 2147483.647
 270.588	 1.529	resp	0	0	 0.000
 272.117	 0.931	jitter	0	0	 0.000
 273.048	 0.532	fixation_cross	0	0	 0.000
 273.580	 0.798	pres	1	0	 2147483.647
 274.378	 1.530	resp	0	0	 0.000
 275.908	 0.731	jitter	0	0	 0.000
 276.639	 0.532	fixation_cross	0	0	 0.000
 277.171	 0.798	pres	1	0	 2147483.647
 277.969	 1.530	resp	0	0	 0.000
 279.499	 1.064	jitter	0	0	 0.000
 280.563	 0.532	fixation_cross	0	0	 0.000
 281.095	 0.798	pres	1	0	 2147483.647
 281.893	 1.529	resp	0	0	 0.000
 283.422	 0.865	jitter	0	0	 0.000
 284.287	 0.532	fixation_cross	0	0	 0.000
 284.819	 0.798	pres	1	0	 2147483.647
 285.617	 1.529	resp	0	0	 0.000
 287.146	 0.665	jitter	0	0	 0.000
 287.811	 0.532	fixation_cross	0	0	 0.000
 288.343	 0.798	pres	1	0	 2147483.647
 289.141	 1.529	resp	0	0	 0.000
 290.670	 0.532	jitter	0	0	 0.000
 291.202	 0.533	fixation_cross	0	0	 0.000
 291.735	 0.798	pres	1	0	 2147483.647
 292.533	 1.529	resp	0	0	 0.000
 294.062	 0.666	jitter	0	0	 0.000
 294.728	 0.531	fixation_cross	0	0	 0.000
 295.259	 0.798	pres	1	0	 2147483.647
 296.057	 1.530	resp	0	0	 0.000
 297.587	 0.732	jitter	0	0	 0.000
 298.319	 0.532	fixation_cross	0	0	 0.000
 298.851	 0.797	pres	1	0	 2147483.647
 299.648	 1.530	resp	0	0	 0.000
 301.178	 0.864	jitter	0	0	 0.000
 302.042	 0.532	fixation_cross	0	0	 0.000
 302.574	 0.798	pres	1	0	 2147483.647
 303.372	 1.529	resp	0	0	 0.000
 304.901	 0.532	jitter	0	0	 0.000
 305.433	 0.533	fixation_cross	0	0	 0.000
 305.966	 0.798	pres	1	0	 2147483.647
 306.764	 1.529	resp	0	0	 0.000
 308.293	 0.931	jitter	0	0	 0.000
 309.224	 9.975	jitter	0	0	 0.000
 319.199	 1.995	instruction	0	0	 0.000
 321.194	 1.995	filler	0	0	 0.000
 323.189	 0.532	fixation_cross	0	0	 0.000
 323.721	 0.799	pres	1	0	 2147483.647
 324.520	 1.528	resp	0	0	 0.000
 326.048	 0.733	jitter	0	0	 0.000
 326.781	 0.531	fixation_cross	0	0	 0.000
 327.312	 0.798	pres	1	0	 2147483.647
 328.110	 1.530	resp	0	0	 0.000
 329.640	 0.864	jitter	0	0	 0.000
 330.504	 0.532	fixation_cross	0	0	 0.000
 331.036	 0.799	pres	1	0	 2147483.647
 331.835	 1.529	resp	0	0	 0.000
 333.364	 0.665	jitter	0	0	 0.000
 334.029	 0.532	fixation_cross	0	0	 0.000
 334.561	 0.797	pres	1	0	 2147483.647
 335.358	 1.530	resp	0	0	 0.000
 336.888	 0.666	jitter	0	0	 0.000
 337.554	 0.531	fixation_cross	0	0	 0.000
 338.085	 0.798	pres	1	0	 2147483.647
 338.883	 1.530	resp	0	0	 0.000
 340.413	 0.731	jitter	0	0	 0.000
 341.144	 0.532	fixation_cross	0	0	 0.000
 341.676	 0.798	pres	1	0	 2147483.647
 342.474	 1.529	resp	0	0	 0.000
 344.003	 0.533	jitter	0	0	 0.000
 344.536	 0.532	fixation_cross	0	0	 0.000
 345.068	 0.798	pres	1	0	 2147483.647
 345.866	 1.529	resp	0	0	 0.000
 347.395	 0.931	jitter	0	0	 0.000
 348.326	 0.532	fixation_cross	0	0	 0.000
 348.858	 0.798	pres	1	0	 2147483.647
 349.656	 1.529	resp	0	0	 0.000
 351.185	 0.533	jitter	0	0	 0.000
 351.718	 0.532	fixation_cross	0	0	 0.000
 352.250	 0.798	pres	1	0	 2147483.647
 353.048	 1.529	resp	0	0	 0.000
 354.577	 0.864	jitter	0	0	 0.000
 355.441	 0.532	fixation_cross	0	0	 0.000
 355.973	 0.799	pres	1	0	 2147483.647
 356.772	 1.529	resp	0	0	 0.000
 358.301	 0.731	jitter	0	0	 0.000
 359.032	 0.532	fixation_cross	0	0	 0.000
 359.564	 0.798	pres	1	0	 2147483.647
 360.362	 1.530	resp	0	0	 0.000
 361.892	 1.065	jitter	0	0	 0.000
 362.957	 0.531	fixation_cross	0	0	 0.000
 363.488	 0.798	pres	1	0	 2147483.647
 364.286	 1.529	resp	0	0	 0.000
 365.815	 0.665	jitter	0	0	 0.000
 366.480	 0.532	fixation_cross	0	0	 0.000
 367.012	 0.798	pres	1	0	 2147483.647
 367.810	 1.530	resp	0	0	 0.000
 369.340	 0.532	jitter	0	0	 0.000
 369.872	 0.532	fixation_cross	0	0	 0.000
 370.404	 0.798	pres	1	0	 2147483.647
 371.202	 1.530	resp	0	0	 0.000
 372.732	 1.063	jitter	0	0	 0.000
 373.795	 0.533	fixation_cross	0	0	 0.000
 374.328	 0.797	pres	1	0	 2147483.647
 375.125	 1.530	resp	0	0	 0.000
 376.655	 0.931	jitter	0	0	 0.000
 377.586	 0.532	fixation_cross	0	0	 0.000
 378.118	 0.798	pres	1	0	 2147483.647
 378.916	 1.529	resp	0	0	 0.000
 380.445	 1.065	jitter	0	0	 0.000
 381.510	 0.532	fixation_cross	0	0	 0.000
 382.042	 0.798	pres	1	0	 2147483.647
 382.840	 1.529	resp	0	0	 0.000
 384.369	 0.931	jitter	0	0	 0.000
 385.300	 0.532	fixation_cross	0	0	 0.000
 385.832	 0.798	pres	1	0	 2147483.647
 386.630	 1.529	resp	0	0	 0.000
 388.159	 0.865	jitter	0	0	 0.000
 389.024	 9.975	jitter	0	0	 0.000
