onset	duration	trial_type	expected_response	given_response	response_time
 99.484	 0.799	pres	1	0	 2147483.647
 100.283	 1.528	resp	0	0	 0.000
 101.811	 0.666	jitter	0	0	 0.000
 102.477	 0.532	fixation_cross	0	0	 0.000
 103.009	 0.799	pres	1	0	 2147483.647
 103.808	 1.528	resp	0	0	 0.000
 105.336	 1.064	jitter	0	0	 0.000
 106.400	 0.533	fixation_cross	0	0	 0.000
 106.933	 0.798	pres	1	0	 2147483.647
 107.731	 1.529	resp	0	0	 0.000
 109.260	 0.731	jitter	0	0	 0.000
 109.991	 0.532	fixation_cross	0	0	 0.000
 110.523	 0.798	pres	1	0	 2147483.647
 111.321	 1.530	resp	0	0	 0.000
 112.851	 0.930	jitter	0	0	 0.000
 113.781	 0.533	fixation_cross	0	0	 0.000
 114.314	 0.798	pres	1	0	 2147483.647
 115.112	 1.529	resp	0	0	 0.000
 116.641	 0.666	jitter	0	0	 0.000
 117.307	 0.531	fixation_cross	0	0	 0.000
 117.838	 0.799	pres	1	0	 2147483.647
 118.637	 1.529	resp	0	0	 0.000
 120.166	 0.532	jitter	0	0	 0.000
 120.698	 0.532	fixation_cross	0	0	 0.000
 121.230	 0.798	pres	1	0	 2147483.647
 122.028	 1.530	resp	0	0	 0.000
 123.558	 0.731	jitter	0	0	 0.000
 124.289	 0.532	fixation_cross	0	0	 0.000
 124.821	 0.798	pres	1	0	 2147483.647
 125.619	 1.529	resp	0	0	 0.000
 127.148	 1.065	jitter	0	0	 0.000
 128.213	 0.531	fixation_cross	0	0	 0.000
 128.744	 0.798	pres	1	0	 2147483.647
 129.542	 1.530	resp	0	0	 0.000
 131.072	 0.665	jitter	0	0	 0.000
 131.737	 0.532	fixation_cross	0	0	 0.000
 132.269	 0.798	pres	1	0	 2147483.647
 133.067	 1.529	resp	0	0	 0.000
 134.596	 0.732	jitter	0	0	 0.000
 135.328	 0.532	fixation_cross	0	0	 0.000
 135.860	 0.798	pres	1	0	 2147483.647
 136.658	 1.529	resp	0	0	 0.000
 138.187	 0.532	jitter	0	0	 0.000
 138.719	 0.532	fixation_cross	0	0	 0.000
 139.251	 0.798	pres	1	0	 2147483.647
 140.049	 1.530	resp	0	0	 0.000
 141.579	 0.531	jitter	0	0	 0.000
 142.110	 0.533	fixation_cross	0	0	 0.000
 142.643	 0.797	pres	1	0	 2147483.647
 143.440	 1.530	resp	0	0	 0.000
 144.970	 0.931	jitter	0	0	 0.000
 145.901	 0.532	fixation_cross	0	0	 0.000
 146.433	 0.798	pres	1	0	 2147483.647
 147.231	 1.530	resp	0	0	 0.000
 148.761	 0.864	jitter	0	0	 0.000
 149.625	 9.975	jitter	0	0	 0.000
 159.600	 1.995	instruction	0	0	 0.000
 161.595	 1.995	filler	0	0	 0.000
 163.590	 0.532	fixation_cross	0	0	 0.000
 164.122	 0.798	pres	1	0	 2147483.647
 164.920	 1.530	resp	0	0	 0.000
 166.450	 0.931	jitter	0	0	 0.000
 167.381	 0.532	fixation_cross	0	0	 0.000
 167.913	 0.797	pres	1	0	 2147483.647
 168.710	 1.530	resp	0	0	 0.000
 170.240	 0.732	jitter	0	0	 0.000
 170.972	 0.532	fixation_cross	0	0	 0.000
 171.504	 0.798	pres	1	0	 2147483.647
 172.302	 1.529	resp	0	0	 0.000
 173.831	 0.665	jitter	0	0	 0.000
 174.496	 0.532	fixation_cross	0	0	 0.000
 175.028	 0.798	pres	1	0	 2147483.647
 175.826	 1.530	resp	0	0	 0.000
 177.356	 1.063	jitter	0	0	 0.000
 178.419	 0.532	fixation_cross	0	0	 0.000
 178.951	 0.799	pres	1	0	 2147483.647
 179.750	 1.529	resp	0	0	 0.000
 181.279	 0.864	jitter	0	0	 0.000
 182.143	 0.533	fixation_cross	0	0	 0.000
 182.676	 0.797	pres	1	0	 2147483.647
 183.473	 1.530	resp	0	0	 0.000
 185.003	 0.532	jitter	0	0	 0.000
 185.535	 0.532	fixation_cross	0	0	 0.000
 186.067	 0.798	pres	1	0	 2147483.647
 186.865	 1.530	resp	0	0	 0.000
 188.395	 0.731	jitter	0	0	 0.000
 189.126	 0.532	fixation_cross	0	0	 0.000
 189.658	 0.798	pres	1	0	 2147483.647
 190.456	 1.529	resp	0	0	 0.000
 191.985	 0.666	jitter	0	0	 0.000
 192.651	 0.531	fixation_cross	0	0	 0.000
 193.182	 0.799	pres	1	0	 2147483.647
 193.981	 1.529	resp	0	0	 0.000
 195.510	 0.532	jitter	0	0	 0.000
 196.042	 0.532	fixation_cross	0	0	 0.000
 196.574	 0.798	pres	1	0	 2147483.647
 197.372	 1.529	resp	0	0	 0.000
 198.901	 0.532	jitter	0	0	 0.000
 199.433	 0.532	fixation_cross	0	0	 0.000
 199.965	 0.799	pres	1	0	 2147483.647
 200.764	 1.529	resp	0	0	 0.000
 202.293	 0.931	jitter	0	0	 0.000
 203.224	 0.532	fixation_cross	0	0	 0.000
 203.756	 0.798	pres	1	0	 2147483.647
 204.554	 1.529	resp	0	0	 0.000
 206.083	 0.732	jitter	0	0	 0.000
 206.815	 0.532	fixation_cross	0	0	 0.000
 207.347	 0.798	pres	1	0	 2147483.647
 208.145	 1.529	resp	0	0	 0.000
 209.674	 0.865	jitter	0	0	 0.000
 210.539	 0.532	fixation_cross	0	0	 0.000
 211.071	 0.798	pres	1	0	 2147483.647
 211.869	 1.529	resp	0	0	 0.000
 213.398	 0.665	jitter	0	0	 0.000
 214.063	 0.532	fixation_cross	0	0	 0.000
 214.595	 0.798	pres	1	0	 2147483.647
 215.393	 1.530	resp	0	0	 0.000
 216.923	 0.865	jitter	0	0	 0.000
 217.788	 0.531	fixation_cross	0	0	 0.000
 218.319	 0.799	pres	1	0	 2147483.647
 219.118	 1.529	resp	0	0	 0.000
 220.647	 1.064	jitter	0	0	 0.000
 221.711	 0.532	fixation_cross	0	0	 0.000
 222.243	 0.797	pres	1	0	 2147483.647
 223.040	 1.531	resp	0	0	 0.000
 224.571	 1.063	jitter	0	0	 0.000
 225.634	 0.532	fixation_cross	0	0	 0.000
 226.166	 0.798	pres	1	0	 2147483.647
 226.964	 1.530	resp	0	0	 0.000
 228.494	 0.931	jitter	0	0	 0.000
 229.425	 9.975	jitter	0	0	 0.000
 239.400	 1.995	instruction	0	0	 0.000
 241.395	 1.995	filler	0	0	 0.000
 243.390	 0.532	fixation_cross	0	0	 0.000
 243.922	 0.798	pres	1	0	 2147483.647
 244.720	 1.529	resp	0	0	 0.000
 246.249	 1.064	jitter	0	0	 0.000
 247.313	 0.532	fixation_cross	0	0	 0.000
 247.845	 0.798	pres	1	0	 2147483.647
 248.643	 1.530	resp	0	0	 0.000
 250.173	 0.731	jitter	0	0	 0.000
 250.904	 0.532	fixation_cross	0	0	 0.000
 251.436	 0.799	pres	1	0	 2147483.647
 252.235	 1.529	resp	0	0	 0.000
 253.764	 0.531	jitter	0	0	 0.000
 254.295	 0.533	fixation_cross	0	0	 0.000
 254.828	 0.798	pres	1	0	 2147483.647
 255.626	 1.530	resp	0	0	 0.000
 257.156	 0.664	jitter	0	0	 0.000
 257.820	 0.532	fixation_cross	0	0	 0.000
 258.352	 0.799	pres	1	0	 2147483.647
 259.151	 1.529	resp	0	0	 0.000
 260.680	 0.864	jitter	0	0	 0.000
 261.544	 0.533	fixation_cross	0	0	 0.000
 262.077	 0.797	pres	1	0	 2147483.647
 262.874	 1.530	resp	0	0	 0.000
 264.404	 0.864	jitter	0	0	 0.000
 265.268	 0.532	fixation_cross	0	0	 0.000
 265.800	 0.799	pres	1	0	 2147483.647
 266.599	 1.529	resp	0	0	 0.000
 268.128	 0.864	jitter	0	0	 0.000
 268.992	 0.533	fixation_cross	0	0	 0.000
 269.525	 0.798	pres	1	0	 2147483.647
 270.323	 1.529	resp	0	0	 0.000
 271.852	 0.731	jitter	0	0	 0.000
 272.583	 0.532	fixation_cross	0	0	 0.000
 273.115	 0.799	pres	1	0	 2147483.647
 273.914	 1.528	resp	0	0	 0.000
 275.442	 0.932	jitter	0	0	 0.000
 276.374	 0.532	fixation_cross	0	0	 0.000
 276.906	 0.797	pres	1	0	 2147483.647
 277.703	 1.530	resp	0	0	 0.000
 279.233	 1.065	jitter	0	0	 0.000
 280.298	 0.531	fixation_cross	0	0	 0.000
 280.829	 0.798	pres	1	0	 2147483.647
 281.627	 1.531	resp	0	0	 0.000
 283.158	 0.531	jitter	0	0	 0.000
 283.689	 0.532	fixation_cross	0	0	 0.000
 284.221	 0.798	pres	1	0	 2147483.647
 285.019	 1.529	resp	0	0	 0.000
 286.548	 0.533	jitter	0	0	 0.000
 287.081	 0.532	fixation_cross	0	0	 0.000
 287.613	 0.797	pres	1	0	 2147483.647
 288.410	 1.530	resp	0	0	 0.000
 289.940	 0.731	jitter	0	0	 0.000
 290.671	 0.532	fixation_cross	0	0	 0.000
 291.203	 0.798	pres	1	0	 2147483.647
 292.001	 1.529	resp	0	0	 0.000
 293.530	 0.934	jitter	0	0	 0.000
 294.464	 0.530	fixation_cross	0	0	 0.000
 294.994	 0.798	pres	1	0	 2147483.647
 295.792	 1.530	resp	0	0	 0.000
 297.322	 1.063	jitter	0	0	 0.000
 298.385	 0.533	fixation_cross	0	0	 0.000
 298.918	 0.798	pres	1	0	 2147483.647
 299.716	 1.528	resp	0	0	 0.000
 301.244	 0.666	jitter	0	0	 0.000
 301.910	 0.532	fixation_cross	0	0	 0.000
 302.442	 0.798	pres	1	0	 2147483.647
 303.240	 1.530	resp	0	0	 0.000
 304.770	 0.930	jitter	0	0	 0.000
 305.700	 0.533	fixation_cross	0	0	 0.000
 306.233	 0.797	pres	1	0	 2147483.647
 307.030	 1.530	resp	0	0	 0.000
 308.560	 0.665	jitter	0	0	 0.000
 309.225	 9.975	jitter	0	0	 0.000
 319.200	 1.995	instruction	0	0	 0.000
 321.195	 1.995	filler	0	0	 0.000
 323.190	 0.532	fixation_cross	0	0	 0.000
 323.722	 0.798	pres	1	0	 2147483.647
 324.520	 1.529	resp	0	0	 0.000
 326.049	 0.532	jitter	0	0	 0.000
 326.581	 0.532	fixation_cross	0	0	 0.000
 327.113	 0.798	pres	1	0	 2147483.647
 327.911	 1.529	resp	0	0	 0.000
 329.440	 0.932	jitter	0	0	 0.000
 330.372	 0.532	fixation_cross	0	0	 0.000
 330.904	 0.797	pres	1	0	 2147483.647
 331.701	 1.530	resp	0	0	 0.000
 333.231	 0.665	jitter	0	0	 0.000
 333.896	 0.532	fixation_cross	0	0	 0.000
 334.428	 0.798	pres	1	0	 2147483.647
 335.226	 1.530	resp	0	0	 0.000
 336.756	 0.864	jitter	0	0	 0.000
 337.620	 0.533	fixation_cross	0	0	 0.000
 338.153	 0.797	pres	1	0	 2147483.647
 338.950	 1.530	resp	0	0	 0.000
 340.480	 0.532	jitter	0	0	 0.000
 341.012	 0.532	fixation_cross	0	0	 0.000
 341.544	 0.798	pres	1	0	 2147483.647
 342.342	 1.529	resp	0	0	 0.000
 343.871	 1.064	jitter	0	0	 0.000
 344.935	 0.533	fixation_cross	0	0	 0.000
 345.468	 0.797	pres	1	0	 2147483.647
 346.265	 1.529	resp	0	0	 0.000
 347.794	 0.732	jitter	0	0	 0.000
 348.526	 0.532	fixation_cross	0	0	 0.000
 349.058	 0.798	pres	1	0	 2147483.647
 349.856	 1.529	resp	0	0	 0.000
 351.385	 0.932	jitter	0	0	 0.000
 352.317	 0.532	fixation_cross	0	0	 0.000
 352.849	 0.798	pres	1	0	 2147483.647
 353.647	 1.530	resp	0	0	 0.000
 355.177	 0.931	jitter	0	0	 0.000
 356.108	 0.531	fixation_cross	0	0	 0.000
 356.639	 0.799	pres	1	0	 2147483.647
 357.438	 1.529	resp	0	0	 0.000
 358.967	 0.532	jitter	0	0	 0.000
 359.499	 0.532	fixation_cross	0	0	 0.000
 360.031	 0.798	pres	1	0	 2147483.647
 360.829	 1.529	resp	0	0	 0.000
 362.358	 1.064	jitter	0	0	 0.000
 363.422	 0.532	fixation_cross	0	0	 0.000
 363.954	 0.799	pres	1	0	 2147483.647
 364.753	 1.528	resp	0	0	 0.000
 366.281	 0.865	jitter	0	0	 0.000
 367.146	 0.532	fixation_cross	0	0	 0.000
 367.678	 0.798	pres	1	0	 2147483.647
 368.476	 1.529	resp	0	0	 0.000
 370.005	 1.065	jitter	0	0	 0.000
 371.070	 0.532	fixation_cross	0	0	 0.000
 371.602	 0.797	pres	1	0	 2147483.647
 372.399	 1.530	resp	0	0	 0.000
 373.929	 0.665	jitter	0	0	 0.000
 374.594	 0.532	fixation_cross	0	0	 0.000
 375.126	 0.798	pres	1	0	 2147483.647
 375.924	 1.529	resp	0	0	 0.000
 377.453	 0.732	jitter	0	0	 0.000
 378.185	 0.532	fixation_cross	0	0	 0.000
 378.717	 0.798	pres	1	0	 2147483.647
 379.515	 1.529	resp	0	0	 0.000
 381.044	 0.665	jitter	0	0	 0.000
 381.709	 0.533	fixation_cross	0	0	 0.000
 382.242	 0.797	pres	1	0	 2147483.647
 383.039	 1.530	resp	0	0	 0.000
 384.569	 0.732	jitter	0	0	 0.000
 385.301	 0.531	fixation_cross	0	0	 0.000
 385.832	 0.799	pres	1	0	 2147483.647
 386.631	 1.529	resp	0	0	 0.000
 388.160	 0.865	jitter	0	0	 0.000
 389.025	 9.975	jitter	0	0	 0.000
