onset	duration	event_type	trial_type
471.418	n/a	S  7	stimulus
472.337	n/a	S  1	response
472.951	n/a	S  5	stimulus
474.585	n/a	S  7	stimulus
475.353	n/a	S  1	response
476.018	n/a	S  5	stimulus
477.551	n/a	S  5	stimulus
479.035	n/a	S  6	stimulus
480.568	n/a	S  5	stimulus
482.001	n/a	S  6	stimulus
482.481	n/a	S  1	response
483.634	n/a	S  5	stimulus
485.418	n/a	S  5	stimulus
486.901	n/a	S  6	stimulus
487.473	n/a	S  1	response
488.384	n/a	S  5	stimulus
490.018	n/a	S  5	stimulus
491.451	n/a	S  5	stimulus
493.234	n/a	S  7	stimulus
495.067	n/a	S  5	stimulus
496.601	n/a	S  5	stimulus
498.434	n/a	S  5	stimulus
500.267	n/a	S  5	stimulus
501.9	n/a	S  6	stimulus
502.305	n/a	S  1	response
503.684	n/a	S  5	stimulus
505.217	n/a	S  5	stimulus
506.8	n/a	S  5	stimulus
508.634	n/a	S  7	stimulus
510.317	n/a	S  5	stimulus
512.1	n/a	S  5	stimulus
513.683	n/a	S  5	stimulus
515.267	n/a	S  5	stimulus
517.1	n/a	S  6	stimulus
517.569	n/a	S  1	response
518.633	n/a	S  5	stimulus
520.267	n/a	S  6	stimulus
522.05	n/a	S  5	stimulus
523.883	n/a	S  5	stimulus
525.616	n/a	S  5	stimulus
527.1	n/a	S  5	stimulus
528.833	n/a	S  5	stimulus
530.366	n/a	S  5	stimulus
532.199	n/a	S  5	stimulus
533.683	n/a	S  5	stimulus
535.416	n/a	S  5	stimulus
536.949	n/a	S  5	stimulus
538.633	n/a	S  5	stimulus
540.216	n/a	S  5	stimulus
541.699	n/a	S 10	n/a
556.715	n/a	S  7	stimulus
557.352	n/a	S  1	response
558.149	n/a	S  5	stimulus
559.732	n/a	S  5	stimulus
561.415	n/a	S  7	stimulus
563.148	n/a	S  5	stimulus
564.832	n/a	S  6	stimulus
565.312	n/a	S  1	response
566.365	n/a	S  5	stimulus
568.098	n/a	S  5	stimulus
569.882	n/a	S  5	stimulus
571.515	n/a	S  5	stimulus
573.248	n/a	S  5	stimulus
575.031	n/a	S  7	stimulus
576.665	n/a	S  5	stimulus
578.098	n/a	S  7	stimulus
579.681	n/a	S  5	stimulus
581.164	n/a	S  7	stimulus
582.648	n/a	S  5	stimulus
584.131	n/a	S  5	stimulus
585.564	n/a	S  6	stimulus
586.048	n/a	S  1	response
587.248	n/a	S  5	stimulus
588.731	n/a	S  6	stimulus
589.528	n/a	S  1	response
590.214	n/a	S  5	stimulus
591.947	n/a	S  5	stimulus
593.481	n/a	S  6	stimulus
593.96	n/a	S  1	response
595.014	n/a	S  5	stimulus
596.597	n/a	S  5	stimulus
598.281	n/a	S  5	stimulus
598.76	n/a	S  1	response
599.864	n/a	S  7	stimulus
601.296	n/a	S  1	response
601.647	n/a	S  5	stimulus
603.08	n/a	S  5	stimulus
604.614	n/a	S  5	stimulus
606.447	n/a	S  5	stimulus
608.13	n/a	S  6	stimulus
609.664	n/a	S  5	stimulus
611.497	n/a	S  5	stimulus
613.23	n/a	S  5	stimulus
614.713	n/a	S  7	stimulus
615.303	n/a	S  1	response
616.247	n/a	S  5	stimulus
617.93	n/a	S  5	stimulus
619.413	n/a	S  5	stimulus
620.897	n/a	S  5	stimulus
622.68	n/a	S  6	stimulus
623.319	n/a	S  1	response
624.413	n/a	S  5	stimulus
626.246	n/a	S  6	stimulus
627.023	n/a	S  1	response
627.83	n/a	S  5	stimulus
629.663	n/a	S  5	stimulus
631.296	n/a	S  5	stimulus
632.729	n/a	S  5	stimulus
634.363	n/a	S  5	stimulus
636.146	n/a	S  5	stimulus
637.579	n/a	S  5	stimulus
639.063	n/a	S  5	stimulus
640.696	n/a	S  5	stimulus
642.429	n/a	S  5	stimulus
643.962	n/a	S  5	stimulus
645.396	n/a	S  5	stimulus
679.35	n/a	S 12	n/a
694.827	n/a	S  5	stimulus
696.361	n/a	S  5	stimulus
697.994	n/a	S  6	stimulus
698.454	n/a	S  1	response
699.427	n/a	S  5	stimulus
701.211	n/a	S  7	stimulus
702.794	n/a	S  5	stimulus
704.577	n/a	S  5	stimulus
706.41	n/a	S  7	stimulus
707.11	n/a	S  1	response
707.944	n/a	S  5	stimulus
709.777	n/a	S  5	stimulus
711.46	n/a	S  5	stimulus
712.893	n/a	S  7	stimulus
714.627	n/a	S  5	stimulus
714.838	n/a	S  1	response
716.36	n/a	S  5	stimulus
717.943	n/a	S  6	stimulus
718.414	n/a	S  1	response
719.677	n/a	S  5	stimulus
721.46	n/a	S  5	stimulus
722.502	n/a	S  1	response
723.093	n/a	S  5	stimulus
724.926	n/a	S  5	stimulus
726.66	n/a	S  7	stimulus
728.143	n/a	S  5	stimulus
729.876	n/a	S  6	stimulus
730.39	n/a	S  1	response
731.61	n/a	S  5	stimulus
733.443	n/a	S  7	stimulus
734.876	n/a	S  5	stimulus
736.359	n/a	S  5	stimulus
736.726	n/a	S  1	response
737.943	n/a	S  5	stimulus
739.776	n/a	S  5	stimulus
741.259	n/a	S  7	stimulus
742.942	n/a	S  5	stimulus
744.238	n/a	S  1	response
744.376	n/a	S  5	stimulus
746.159	n/a	S  5	stimulus
747.792	n/a	S  6	stimulus
748.302	n/a	S  1	response
749.226	n/a	S  5	stimulus
750.909	n/a	S  6	stimulus
751.47	n/a	S  1	response
752.742	n/a	S  5	stimulus
754.525	n/a	S  6	stimulus
756.059	n/a	S  5	stimulus
757.842	n/a	S  5	stimulus
759.375	n/a	S  5	stimulus
761.209	n/a	S  5	stimulus
762.792	n/a	S  5	stimulus
764.325	n/a	S  5	stimulus
765.908	n/a	S  5	stimulus
766.134	n/a	S  1	response
767.442	n/a	S  7	stimulus
767.942	n/a	S  1	response
768.975	n/a	S  5	stimulus
770.808	n/a	S  5	stimulus
772.241	n/a	S  5	stimulus
773.925	n/a	S  6	stimulus
775.558	n/a	S  5	stimulus
777.091	n/a	S  5	stimulus
778.575	n/a	S  5	stimulus
780.058	n/a	S  5	stimulus
781.691	n/a	S  5	stimulus
783.324	n/a	S  5	stimulus
784.808	n/a	S  5	stimulus
786.591	n/a	S  5	stimulus
788.074	n/a	S  5	stimulus
789.708	n/a	S  6	stimulus
790.253	n/a	S  1	response
791.141	n/a	S  5	stimulus
792.874	n/a	S  7	stimulus
793.669	n/a	S  1	response
794.657	n/a	S  5	stimulus
796.241	n/a	S  5	stimulus
798.024	n/a	S  7	stimulus
799.507	n/a	S  5	stimulus
801.341	n/a	S  5	stimulus
803.174	n/a	S  5	stimulus
804.957	n/a	S  7	stimulus
806.39	n/a	S  5	stimulus
807.874	n/a	S  5	stimulus
809.307	n/a	S  6	stimulus
810.99	n/a	S  5	stimulus
812.423	n/a	S  5	stimulus
813.857	n/a	S  5	stimulus
814.373	n/a	S  1	response
815.54	n/a	S  5	stimulus
817.073	n/a	S  7	stimulus
818.807	n/a	S  5	stimulus
820.64	n/a	S  6	stimulus
821.061	n/a	S  1	response
822.373	n/a	S  5	stimulus
824.006	n/a	S  7	stimulus
824.445	n/a	S  1	response
825.74	n/a	S  5	stimulus
827.373	n/a	S  5	stimulus
828.856	n/a	S  5	stimulus
830.54	n/a	S  5	stimulus
832.023	n/a	S  7	stimulus
832.845	n/a	S  1	response
833.506	n/a	S  5	stimulus
835.189	n/a	S  5	stimulus
836.673	n/a	S  5	stimulus
838.256	n/a	S  6	stimulus
840.039	n/a	S  5	stimulus
841.823	n/a	S  6	stimulus
842.373	n/a	S  1	response
843.656	n/a	S  5	stimulus
845.189	n/a	S  6	stimulus
845.605	n/a	S  1	response
846.872	n/a	S  5	stimulus
848.306	n/a	S  5	stimulus
849.989	n/a	S  5	stimulus
851.522	n/a	S  5	stimulus
853.255	n/a	S  5	stimulus
855.089	n/a	S  5	stimulus
856.722	n/a	S  5	stimulus
858.355	n/a	S  7	stimulus
860.139	n/a	S  5	stimulus
861.872	n/a	S  5	stimulus
863.455	n/a	S  5	stimulus
864.888	n/a	S  6	stimulus
866.672	n/a	S  5	stimulus
868.205	n/a	S  5	stimulus
869.938	n/a	S  5	stimulus
871.422	n/a	S  5	stimulus
873.255	n/a	S  5	stimulus
874.838	n/a	S  5	stimulus
876.371	n/a	S  5	stimulus
877.955	n/a	S 10	n/a
892.971	n/a	S  5	stimulus
894.404	n/a	S  5	stimulus
896.087	n/a	S  6	stimulus
896.604	n/a	S  1	response
897.571	n/a	S  5	stimulus
899.054	n/a	S  7	stimulus
899.58	n/a	S  1	response
900.787	n/a	S  5	stimulus
902.221	n/a	S  5	stimulus
903.804	n/a	S  7	stimulus
905.337	n/a	S  5	stimulus
906.97	n/a	S  5	stimulus
908.654	n/a	S  5	stimulus
910.487	n/a	S  7	stimulus
912.02	n/a	S  5	stimulus
913.603	n/a	S  5	stimulus
915.287	n/a	S  6	stimulus
915.724	n/a	S  1	response
916.72	n/a	S  5	stimulus
918.203	n/a	S  5	stimulus
920.037	n/a	S  5	stimulus
921.57	n/a	S  5	stimulus
923.003	n/a	S  7	stimulus
924.786	n/a	S  5	stimulus
926.22	n/a	S  6	stimulus
926.788	n/a	S  1	response
927.903	n/a	S  5	stimulus
929.436	n/a	S  7	stimulus
930.92	n/a	S  5	stimulus
932.553	n/a	S  5	stimulus
933.986	n/a	S  5	stimulus
935.669	n/a	S  5	stimulus
936.724	n/a	S  1	response
937.303	n/a	S  7	stimulus
938.886	n/a	S  5	stimulus
940.419	n/a	S  5	stimulus
942.253	n/a	S  5	stimulus
943.686	n/a	S  6	stimulus
945.169	n/a	S  5	stimulus
946.952	n/a	S  6	stimulus
948.536	n/a	S  5	stimulus
950.319	n/a	S  6	stimulus
950.964	n/a	S  1	response
951.802	n/a	S  5	stimulus
953.336	n/a	S  5	stimulus
954.919	n/a	S  5	stimulus
956.602	n/a	S  5	stimulus
958.235	n/a	S  5	stimulus
959.969	n/a	S  5	stimulus
961.552	n/a	S  5	stimulus
963.185	n/a	S  7	stimulus
965.018	n/a	S  5	stimulus
966.702	n/a	S  5	stimulus
968.185	n/a	S  5	stimulus
969.918	n/a	S  6	stimulus
970.547	n/a	S  1	response
971.602	n/a	S  5	stimulus
973.135	n/a	S  5	stimulus
974.968	n/a	S  5	stimulus
976.401	n/a	S  5	stimulus
978.185	n/a	S  5	stimulus
979.868	n/a	S  5	stimulus
981.501	n/a	S  5	stimulus
1015.361	n/a	S 12	n/a
1031.283	n/a	S  5	stimulus
1033.066	n/a	S  6	stimulus
1033.515	n/a	S  1	response
1034.849	n/a	S  5	stimulus
1036.683	n/a	S  5	stimulus
1038.516	n/a	S  5	stimulus
1040.249	n/a	S  7	stimulus
1041.983	n/a	S  5	stimulus
1043.666	n/a	S  7	stimulus
1045.199	n/a	S  5	stimulus
1046.832	n/a	S  5	stimulus
1048.516	n/a	S  7	stimulus
1050.299	n/a	S  5	stimulus
1051.932	n/a	S  7	stimulus
1053.765	n/a	S  5	stimulus
1055.449	n/a	S  7	stimulus
1057.132	n/a	S  5	stimulus
1058.565	n/a	S  6	stimulus
1059.194	n/a	S  1	response
1060.149	n/a	S  5	stimulus
1061.582	n/a	S  5	stimulus
1063.315	n/a	S  5	stimulus
1064.798	n/a	S  5	stimulus
1066.482	n/a	S  5	stimulus
1067.965	n/a	S  7	stimulus
1068.746	n/a	S  1	response
1069.498	n/a	S  5	stimulus
1071.132	n/a	S  5	stimulus
1072.915	n/a	S  5	stimulus
1074.598	n/a	S  5	stimulus
1076.381	n/a	S  6	stimulus
1077.066	n/a	S  1	response
1077.865	n/a	S  5	stimulus
1079.598	n/a	S  6	stimulus
1081.131	n/a	S  5	stimulus
1082.965	n/a	S  5	stimulus
1084.798	n/a	S  5	stimulus
1086.581	n/a	S  5	stimulus
1088.414	n/a	S  5	stimulus
1089.998	n/a	S  5	stimulus
1091.631	n/a	S  5	stimulus
1093.264	n/a	S  5	stimulus
1095.047	n/a	S  5	stimulus
1096.731	n/a	S  5	stimulus
1098.264	n/a	S  5	stimulus
1100.097	n/a	S  5	stimulus
1101.731	n/a	S  6	stimulus
1102.762	n/a	S  1	response
1103.414	n/a	S  5	stimulus
1105.147	n/a	S  5	stimulus
1106.73	n/a	S  5	stimulus
1108.164	n/a	S  5	stimulus
1108.77	n/a	S  1	response
1109.597	n/a	S  5	stimulus
1111.18	n/a	S  5	stimulus
1112.664	n/a	S  5	stimulus
1114.147	n/a	S  6	stimulus
1114.642	n/a	S  1	response
1115.63	n/a	S  5	stimulus
1121.163	n/a	S  5	stimulus
1122.697	n/a	S  6	stimulus
1123.298	n/a	S  1	response
1124.18	n/a	S  5	stimulus
1125.763	n/a	S  5	stimulus
1127.246	n/a	S  5	stimulus
1128.68	n/a	S  7	stimulus
1130.363	n/a	S  5	stimulus
1132.065	n/a	S  1	response
1132.146	n/a	S  7	stimulus
1133.78	n/a	S  5	stimulus
1135.213	n/a	S  5	stimulus
1136.846	n/a	S  7	stimulus
1137.289	n/a	S  1	response
1138.629	n/a	S  5	stimulus
1140.063	n/a	S  7	stimulus
1141.646	n/a	S  5	stimulus
1143.129	n/a	S  7	stimulus
1144.862	n/a	S  5	stimulus
1146.646	n/a	S  6	stimulus
1148.179	n/a	S  5	stimulus
1149.712	n/a	S  5	stimulus
1151.246	n/a	S  5	stimulus
1153.029	n/a	S  5	stimulus
1154.462	n/a	S  5	stimulus
1156.145	n/a	S  7	stimulus
1156.601	n/a	S  1	response
1157.879	n/a	S  5	stimulus
1159.662	n/a	S  5	stimulus
1161.345	n/a	S  5	stimulus
1163.079	n/a	S  5	stimulus
1164.662	n/a	S  6	stimulus
1166.445	n/a	S  5	stimulus
1168.278	n/a	S  6	stimulus
1168.697	n/a	S  1	response
1169.912	n/a	S  5	stimulus
1171.495	n/a	S  5	stimulus
1172.978	n/a	S  5	stimulus
1174.811	n/a	S  5	stimulus
1176.545	n/a	S  5	stimulus
1177.978	n/a	S  5	stimulus
1179.561	n/a	S  5	stimulus
1181.245	n/a	S  5	stimulus
1182.828	n/a	S  5	stimulus
1184.311	n/a	S  5	stimulus
1186.144	n/a	S  5	stimulus
1187.628	n/a	S  5	stimulus
1189.311	n/a	S  6	stimulus
1189.841	n/a	S  1	response
1191.094	n/a	S  5	stimulus
1192.728	n/a	S  5	stimulus
1194.461	n/a	S  5	stimulus
1196.244	n/a	S  5	stimulus
1198.027	n/a	S  5	stimulus
1199.611	n/a	S  5	stimulus
1201.144	n/a	S  5	stimulus
1202.877	n/a	S  6	stimulus
1203.737	n/a	S  1	response
1204.61	n/a	S  5	stimulus
1206.044	n/a	S 10	n/a
1225.06	n/a	S  5	stimulus
1226.693	n/a	S  6	stimulus
1227.36	n/a	S  1	response
1228.226	n/a	S  5	stimulus
1230.06	n/a	S  5	stimulus
1231.893	n/a	S  5	stimulus
1233.426	n/a	S  7	stimulus
1234.959	n/a	S  5	stimulus
1236.643	n/a	S  7	stimulus
1238.476	n/a	S  5	stimulus
1239.909	n/a	S  5	stimulus
1240.4	n/a	S  1	response
1241.393	n/a	S  7	stimulus
1242.312	n/a	S  1	response
1242.826	n/a	S  5	stimulus
1244.559	n/a	S  7	stimulus
1245.024	n/a	S  1	response
1246.292	n/a	S  5	stimulus
1247.976	n/a	S  7	stimulus
1249.759	n/a	S  5	stimulus
1251.442	n/a	S  6	stimulus
1252.064	n/a	S  1	response
1253.076	n/a	S  5	stimulus
1254.909	n/a	S  5	stimulus
1256.642	n/a	S  5	stimulus
1258.425	n/a	S  5	stimulus
1259.959	n/a	S  5	stimulus
1261.442	n/a	S  7	stimulus
1262.008	n/a	S  1	response
1262.975	n/a	S  5	stimulus
1264.508	n/a	S  5	stimulus
1266.242	n/a	S  5	stimulus
1267.825	n/a	S  5	stimulus
1269.258	n/a	S  6	stimulus
1270.692	n/a	S  5	stimulus
1272.225	n/a	S  6	stimulus
1272.688	n/a	S  1	response
1273.658	n/a	S  5	stimulus
1275.291	n/a	S  5	stimulus
1276.925	n/a	S  5	stimulus
1278.168	n/a	S  1	response
1278.608	n/a	S  5	stimulus
1280.441	n/a	S  5	stimulus
1282.025	n/a	S  5	stimulus
1283.758	n/a	S  5	stimulus
1285.491	n/a	S  5	stimulus
1287.174	n/a	S  5	stimulus
1288.908	n/a	S  5	stimulus
1290.591	n/a	S  5	stimulus
1292.074	n/a	S  5	stimulus
1293.908	n/a	S  6	stimulus
1295.341	n/a	S  5	stimulus
1296.924	n/a	S  5	stimulus
1298.707	n/a	S  5	stimulus
1300.391	n/a	S  5	stimulus
1302.224	n/a	S  5	stimulus
1304.007	n/a	S  5	stimulus
1305.79	n/a	S  5	stimulus
1307.224	n/a	S  6	stimulus
1308.857	n/a	S  5	stimulus
