onset	duration	stim_onset_s_	stim_dur_s_	type	trial_type	stim_file
884.700420625	0.392981	881.525390625	3.599637	Sound	NPC	NPC_bat.wav
890.52039975	0.378391	889.13671875	1.806825	Sound	NPC	NPC_pink.wav
897.408640375	0.449083	894.943359375	2.94161	Sound	NPI	NPI_freeze(sun).wav
903.33298575	0.507147	901.90234375	1.971247	Sound	NPI	NPI_toilet(window).wav
909.67826025	0.397115	907.89453125	2.221293	Sound	NPI	NPI_glass(shoe).wav
915.81946375	0.319592	914.13671875	2.045601	Sound	NPC	NPC_cup.wav
922.370404375	0.467162	920.193359375	2.667778	Sound	NPI	NPI_castle(doctor).wav
928.451032625	0.459237	926.869140625	2.070317	Sound	NPC	NPC_grapes.wav
934.6268335	0.272633	932.9609375	1.976077	Sound	NPC	NPC_dip.wav
940.632234	0.452077	938.953125	2.157755	Sound	NPC	NPC_steal.wav
948.480381125	0.395286	945.111328125	3.805873	Sound	NPC	NPC_bright.wav
955.675394	0.482343	952.921875	3.282404	Sound	NPI	NPI_ants(fish).wav
961.97540375	0.34916	960.21484375	2.15381	Sound	NPI	NPI_ears(bee).wav
967.989391875	0.482403	966.373046875	2.127188	Sound	NPC	NPC_sun.wav
974.633549875	0.394849	972.513671875	2.542744	Sound	NPI	NPI_brown(job).wav
982.079921625	0.473179	979.072265625	3.514875	Sound	NPC	NPC_cliff.wav
988.352595375	0.418857	986.599609375	2.207438	Sound	NPI	NPI_card(fly).wav
994.27985075	0.450979	992.82421875	1.925283	Sound	NPI	NPI_hands(king).wav
1001.279854875	0.394547	998.748046875	2.979728	Sound	NPI	NPI_chest(sock).wav
1008.4642925	0.301083	1005.7421875	3.063061	Sound	NPC	NPC_hug.wav
1014.437295375	0.483425	1012.818359375	2.117846	Sound	NPC	NPC_mouse.wav
1022.303070375	0.411024	1018.958984375	3.791111	Sound	NPC	NPC_broke.wav
1028.70168925	0.425913	1026.76953125	2.381905	Sound	NPI	NPI_wet(whale).wav
1034.899682375	0.338641	1033.162109375	2.12034	Sound	NPC	NPC_beat.wav
1040.897846375	0.403828	1039.302734375	2.031882	Sound	NPI	NPI_clean(cheek).wav
1047.19392	0.407971	1045.34375	2.309637	Sound	NPI	NPI_one(cold).wav
1053.354032875	0.442116	1051.669921875	2.13381	Sound	NPI	NPI_steal(earth).wav
1060.244742875	0.435997	1057.810546875	2.889342	Sound	NPI	NPI_bank(hike).wav
1066.794133	0.430231	1064.703125	2.532676	Sound	NPI	NPI_pictures(contest).wav
1073.78106575	0.449799	1071.26171875	3.006327	Sound	NPI	NPI_broom(bus).wav
1079.918200375	0.403015	1078.271484375	2.098753	Sound	NPC	NPC_job.wav
1087.739104375	0.438408	1084.380859375	3.83356	Sound	NPI	NPI_bright(gills).wav
1094.704485375	0.515148	1092.224609375	3.031746	Sound	NPC	NPC_fist.wav
1101.744862	0.394972	1099.265625	2.915578	Sound	NPI	NPI_bath(roar).wav
1107.94409725	0.597382	1106.17578125	2.399365	Sound	NPC	NPC_pictures.wav
1114.117282375	0.405025	1112.583984375	1.950998	Sound	NPI	NPI_fall(duck).wav
1120.09590975	0.503524	1118.55859375	2.073605	Sound	NPI	NPI_cribs(shot).wav
1127.246047625	0.479673	1124.650390625	3.125261	Sound	NPI	NPI_shot(crown).wav
1134.04495775	0.486034	1131.77734375	2.811066	Sound	NPC	NPC_bushes.wav
1140.7645475	0.404875	1138.6015625	2.615079	Sound	NPI	NPI_car(chest).wav
1147.859404625	0.361489	1145.228515625	3.04483	Sound	NPI	NPI_bow(eye).wav
1155.156893375	0.43257	1152.287109375	3.339116	Sound	NPC	NPC_fish.wav
1161.254831375	0.437475	1159.646484375	2.084989	Sound	NPI	NPI_cake(clue).wav
1167.15503825	0.480093	1165.73828125	1.912789	Sound	NPC	NPC_cow.wav
1174.2979955	0.305293	1171.6640625	2.988299	Sound	NPC	NPC_bed.wav
1180.056341	0.414744	1178.65625	1.864059	Sound	NPI	NPI_frog(glove).wav
1186.659639	0.457033	1184.53125	2.613764	Sound	NPC	NPC_brown.wav
1192.873873	0.345077	1191.15625	2.13415	Sound	NPI	NPI_three(boy).wav
1198.859215	0.42161	1197.296875	1.995442	Sound	NPI	NPI_crown(bench).wav
1206.0863395	0.579514	1203.3046875	3.390998	Sound	NPC	NPC_fridge.wav
1212.83169075	0.436546	1210.71484375	2.593084	Sound	NPI	NPI_bite(north).wav
1219.78216375	0.435422	1217.32421875	2.942789	Sound	NPC	NPC_truck.wav
1225.714148125	0.464624	1224.283203125	1.930476	Sound	NPC	NPC_toilet.wav
1232.741272375	0.344771	1230.224609375	2.905283	Sound	NPI	NPI_fist(bath).wav
1239.248498625	0.365615	1237.134765625	2.51746	Sound	NPC	NPC_grill.wav
1246.81879625	0.424375	1243.66015625	3.666304	Sound	NPC	NPC_gone.wav
1254.1388505	0.377512	1251.3359375	3.210363	Sound	NPI	NPI_fridge(pig).wav
1260.339037	0.432913	1258.5625	2.252834	Sound	NPC	NPC_one.wav
1268.060924625	0.410844	1264.837890625	3.657755	Sound	NPC	NPC_couch.wav
1274.75957	0.447638	1272.515625	2.721451	Sound	NPI	NPI_bushes(oven).wav
1280.7357575	0.362802	1279.2578125	1.870612	Sound	NPI	NPI_fast(thief).wav
1287.012959375	0.408751	1285.130859375	2.330091	Sound	NPI	NPI_fin(desk).wav
1293.04161125	0.490069	1291.47265625	2.08619	Sound	NPC	NPC_crown.wav
1300.019127125	0.447989	1297.564453125	2.912381	Sound	NPI	NPI_string(chick).wav
1305.901522375	0.463012	1304.490234375	1.900454	Sound	NPI	NPI_fly(edge).wav
1312.522260625	0.414991	1310.416015625	2.539161	Sound	NPI	NPI_brakes(cob).wav
1319.34204125	0.380152	1316.94140625	2.857483	Sound	NPC	NPC_desk.wav
1326.30621925	0.384049	1323.80078125	2.92941	Sound	NPC	NPC_chalk.wav
1333.4085765	0.464172	1330.7421875	3.160884	Sound	NPC	NPC_store.wav
1339.97177475	0.417965	1337.91796875	2.496735	Sound	NPC	NPC_gel.wav
1346.539820375	0.441166	1344.427734375	2.585442	Sound	NPI	NPI_glue(cliff).wav
1353.60146725	0.572223	1351.01953125	3.203832	Sound	NPC	NPC_clouds.wav
1360.142065625	0.451044	1358.228515625	2.406757	Sound	NPI	NPI_clues(year).wav
1366.485593875	0.421289	1364.654296875	2.28644	Sound	NPI	NPI_books(tear).wav
1372.9963365	0.384021	1370.9453125	2.456077	Sound	NPC	NPC_coat.wav
1379.841693	0.359032	1377.421875	2.81873	Sound	NPI	NPI_cop(cake).wav
1386.245795875	0.447207	1384.248046875	2.491882	Sound	NPC	NPC_bloom.wav
1393.012189375	0.533137	1390.755859375	2.851542	Sound	NPC	NPC_candles.wav
1400.854879375	0.42585	1397.630859375	3.714082	Sound	NPI	NPI_bag(bell).wav
1408.044122	0.230462	1405.359375	3.067755	Sound	NPC	NPC_cart.wav
1413.820699875	0.279175	1412.435546875	1.706032	Sound	NPI	NPI_trees(book).wav
1420.10022825	0.43686	1418.16015625	2.415034	Sound	NPC	NPC_friend.wav
1427.170468375	0.478519	1424.583984375	3.103129	Sound	NPC	NPC_button.wav
1434.1988055	0.392066	1431.7109375	2.934989	Sound	NPI	NPI_fight(mouse).wav
1441.173139875	0.451476	1438.654296875	3.017574	Sound	NPC	NPC_broom.wav
1447.8236595	0.440056	1445.6796875	2.624172	Sound	NPI	NPI_wear(chief).wav
1455.005947625	0.520484	1452.322265625	3.232404	Sound	NPI	NPI_fat(glass).wav
1462.238938125	0.422896	1459.564453125	3.138571	Sound	NPC	NPC_barn.wav
1469.61780025	0.460658	1466.70703125	3.410703	Sound	NPC	NPC_flop.wav
1476.410697625	0.450148	1474.134765625	2.750204	Sound	NPI	NPI_gray(bald).wav
1482.92165925	0.39795	1480.91015625	2.432993	Sound	NPI	NPI_fruit(tent).wav
1488.9282495	0.378652	1487.3515625	1.994195	Sound	NPI	NPI_catch(road).wav
1495.808107	0.348732	1493.359375	2.865488	Sound	NPC	NPC_bank.wav
1503.048762125	0.350784	1500.236328125	3.183129	Sound	NPI	NPI_blinking(belly).wav
1510.653856375	0.383707	1507.427734375	3.62932	Sound	NPI	NPI_couch(bulb).wav
1516.9656735	0.403633	1515.0546875	2.383855	Sound	NPC	NPC_clues.wav
1524.577090625	0.409697	1521.447265625	3.583832	Sound	NPI	NPI_bear(pie).wav
1530.874083625	0.440648	1529.041015625	2.305125	Sound	NPC	NPC_lawn.wav
1536.987805375	0.533004	1535.349609375	2.208753	Sound	NPC	NPC_dancers.wav
1542.750440625	0.465518	1541.556640625	1.689592	Sound	NPI	NPI_wood(cough).wav
1550.378240875	0.380132	1547.248046875	3.583299	Sound	NPI	NPI_gone(feet).wav
1557.372894625	0.369396	1554.791015625	2.967596	Sound	NPC	NPC_bus.wav
1563.422022125	0.440329	1561.767578125	2.134717	Sound	NPI	NPI_test(dust).wav
1569.86523025	0.544155	1567.91015625	2.562449	Sound	NPC	NPC_cages.wav
1577.048197	0.55108	1574.484375	3.154694	Sound	NPC	NPC_inches.wav
1584.22733325	0.300176	1581.64453125	2.91288	Sound	NPI	NPI_dust(cook).wav
1591.2573245	0.436909	1588.5703125	3.154195	Sound	NPI	NPI_store(stick).wav
1598.01428775	0.41398	1595.74609375	2.708118	Sound	NPI	NPI_clay(gas).wav
1604.545082125	0.483602	1602.455078125	2.598458	Sound	NPI	NPI_ghosts(strike).wav
1611.126171125	0.38526	1609.064453125	2.470612	Sound	NPI	NPI_goat(bread).wav
1616.898066625	0.299372	1615.556640625	1.680658	Sound	NPI	NPI_cold(bib).wav
1623.793366875	0.481174	1621.248046875	3.066213	Sound	NPC	NPC_arm.wav
1630.92791275	0.490413	1628.32421875	3.193719	Sound	NPC	NPC_coach.wav
1637.206960125	0.386692	1635.533203125	2.1022	Sound	NPC	NPC_dare.wav
1643.415087125	0.31668	1641.658203125	2.10254	Sound	NPC	NPC_card.wav
1650.350836	0.421112	1647.765625	3.03873	Sound	NPI	NPI_chores(cave).wav
1657.50764875	0.330579	1654.80859375	3.086893	Sound	NPC	NPC_belt.wav
1664.37603975	0.494072	1661.90234375	2.99288	Sound	NPC	NPC_freeze.wav
1670.28553425	0.399132	1668.91015625	1.822358	Sound	NPC	NPC_trees.wav
1677.799889125	0.501473	1674.751953125	3.602834	Sound	NPI	NPI_fake(crust).wav
1685.174857125	0.457955	1682.361328125	3.341882	Sound	NPC	NPC_blinking.wav
1692.12783825	0.414858	1689.72265625	2.859478	Sound	NPI	NPI_bowl(test).wav
1699.12562025	0.409198	1696.58203125	2.986916	Sound	NPI	NPI_cheese(clock).wav
1705.20394175	0.484254	1703.57421875	2.174966	Sound	NPI	NPI_night(inch).wav
1711.181259	0.500537	1709.765625	1.955283	Sound	NPC	NPC_snake.wav
1717.01125125	0.580903	1715.72265625	1.907302	Sound	NPC	NPC_cream.wav
1723.815275375	0.43164	1721.630859375	2.66483	Sound	NPI	NPI_plank(shark).wav
1730.900044625	0.253976	1728.306640625	3.007982	Sound	NPI	NPI_flip(dark).wav
1737.93443125	0.632507	1735.33203125	3.255714	Sound	NPC	NPC_stove.wav
1745.188990875	0.526685	1742.591796875	3.172177	Sound	NPC	NPC_chores.wav
1751.19251325	0.613138	1749.78515625	2.057483	Sound	NPI	NPI_cat(spray).wav
1758.431702	0.484523	1755.84375	3.092132	Sound	NPC	NPC_foot.wav
1764.771778	0.535157	1762.953125	2.388481	Sound	NPI	NPI_goose(pipe).wav
1771.126115125	0.313532	1769.345703125	2.119955	Sound	NPC	NPC_bulb.wav
1777.579378125	0.414106	1775.470703125	2.555306	Sound	NPI	NPI_cap(chore).wav
1784.402743875	0.462863	1782.029296875	2.88941	Sound	NPC	NPC_camping.wav
1791.378487	0.412427	1788.921875	2.922789	Sound	NPI	NPI_truck(cap).wav
1797.60917525	0.316598	1795.86328125	2.096145	Sound	NPI	NPI_clothes(bite).wav
1804.68738425	0.367978	1801.97265625	3.134694	Sound	NPI	NPI_hug(fear).wav
1811.651114375	0.459689	1809.115234375	3.02585	Sound	NPI	NPI_arm(stack).wav
1818.460009125	0.501965	1816.158203125	2.823107	Sound	NPI	NPI_dress(fun).wav
1824.393142	0.527558	1823	1.943741	Sound	NPC	NPC_fly.wav
1831.56608425	0.422246	1828.95703125	3.051814	Sound	NPI	NPI_stove(kid).wav
1838.137035125	0.531957	1836.017578125	2.689274	Sound	NPC	NPC_flat.wav
1844.981584375	0.458455	1842.708984375	2.73551	Sound	NPC	NPC_tank.wav
1852.095267875	0.378642	1849.451171875	3.03898	Sound	NPC	NPC_grade.wav
1858.827703625	0.469134	1856.494140625	2.839138	Sound	NPI	NPI_pipe(phone).wav
1865.053865625	0.335445	1863.337890625	2.097052	Sound	NPI	NPI_eyes(hip).wav
1871.6899325	0.50207	1869.4453125	2.756689	Sound	NPI	NPI_tank(truth).wav
1878.263630125	0.435048	1876.220703125	2.507052	Sound	NPI	NPI_cry(fork).wav
1885.17358875	0.437803	1882.73046875	2.895986	Sound	NPI	NPI_spider(summer).wav
1891.806056875	0.465788	1889.638671875	2.679252	Sound	NPI	NPI_down(tie).wav
1899.02763225	0.469609	1896.33203125	3.183628	Sound	NPC	NPC_skunk.wav
1906.0377865	0.431697	1903.5234375	2.992063	Sound	NPI	NPI_dream(lawn).wav
1912.575563125	0.425424	1910.533203125	2.481678	Sound	NPC	NPC_cry.wav
1918.856039625	0.453953	1917.025390625	2.31458	Sound	NPC	(LD5_Eliminated)NPC_coal.wav
1925.4691615	0.344339	1923.3515625	2.501882	Sound	NPC	NPC_bite.wav
1931.676225	0.50724	1929.859375	2.362449	Sound	NPC	NPC_goose.wav
1937.875831	0.448067	1936.234375	2.109025	Sound	NPI	NPI_job(pants).wav
1944.969418	0.47743	1942.359375	3.114694	Sound	NPI	NPI_fingers(kitchen).wav
1951.335168125	0.455429	1949.486328125	2.337256	Sound	NPC	NPC_books.wav
1958.280367	0.529681	1955.828125	3.023061	Sound	NPC	NPC_blue.wav
1964.62858675	0.353313	1962.87109375	2.130907	Sound	NPC	NPC_gum.wav
1971.250262875	0.459946	1969.029296875	2.732336	Sound	NPC	NPC_nine.wav
1977.772811375	0.437455	1975.771484375	2.482789	Sound	NPC	NPC_flag.wav
1985.162223875	0.33859	1982.279296875	3.253379	Sound	NPI	NPI_fixed(dog).wav
1991.5121455	0.319158	1989.5390625	2.330771	Sound	NPC	NPC_walk.wav
1998.149515375	0.456545	1995.880859375	2.785034	Sound	NPI	NPI_deep(bone).wav
2005.769133125	0.514314	2002.673828125	3.645805	Sound	NPC	NPC_eats.wav
2012.093143375	0.390985	2010.333984375	2.199365	Sound	NPI	NPI_clock(tree).wav
2019.0345785	0.43902	2016.5078125	3.008685	Sound	NPC	NPC_cane.wav
2026.119581125	0.477938	2023.517578125	3.114694	Sound	NPC	NPC_fingers.wav
2032.94022725	0.422512	2030.64453125	2.741565	Sound	NPI	NPI_out(ant).wav
2039.59707175	0.341395	2037.40234375	2.556939	Sound	NPI	NPI_fear(walk).wav
2046.1374245	0.441134	2043.9609375	2.655238	Sound	NPC	NPC_clown.wav
2052.58631275	0.423467	2050.63671875	2.40381	Sound	NPI	NPI_goal(hair).wav
2060.125087	0.435957	2057.046875	3.532766	Sound	NPI	NPI_whales(dress).wav
2066.10873275	0.513129	2064.58984375	2.06771	Sound	NPC	NPC_cribs.wav
2072.3965225	0.547828	2070.6640625	2.351519	Sound	NPC	NPC_thorns.wav
2079.5928835	0.451495	2077.0234375	3.052971	Sound	NPC	NPC_dust.wav
2087.27525625	0.492565	2084.08203125	3.716803	Sound	NPI	NPI_bat(gel).wav
2093.90464475	0.278871	2091.80859375	2.557914	Sound	NPI	NPI_grill(heart).wav
2101.426375625	0.568903	2098.384765625	3.654195	Sound	NPC	NPC_animals.wav
2109.059104875	0.398134	2106.044921875	3.455692	Sound	NPC	NPC_lie.wav
2114.91191925	0.412159	2113.50390625	1.856939	Sound	NPC	NPC_cat.wav
2121.51591625	0.355738	2119.36328125	2.548435	Sound	NPI	NPI_boat(cop).wav
2128.173364	0.497904	2125.921875	2.806372	Sound	NPI	NPI_candles(planet).wav
2134.75606075	0.548531	2132.73046875	2.622449	Sound	NPI	NPI_cape(pole).wav
2140.570674875	0.371188	2139.373046875	1.601882	Sound	NPI	NPI_door(smoke).wav
2146.48525775	0.435791	2144.98046875	1.945465	Sound	NPI	NPI_fur(dad).wav
2152.117093	0.385465	2150.9375	1.59381	Sound	NPC	NPC_wood.wav
2158.685342875	0.426893	2156.544921875	2.638401	Sound	NPC	NPC_boat.wav
2165.163088125	0.437626	2163.205078125	2.454671	Sound	NPI	NPI_bones(wind).wav
2172.575709375	0.474653	2169.662109375	3.461814	Sound	NPI	NPI_flop(toy).wav
2179.19178	0.3935	2177.140625	2.482812	Sound	NPI	NPI_coat(loaf).wav
2186.186592375	0.410315	2183.630859375	2.992358	Sound	NPC	NPC_spider.wav
